# ALPHA = 0.05
# NUMBER_OF_TESTS = 15484

# _SET1_  VARIABLE = Curated_gene_sets:reactome_neuronal_system (set)
# _SET1_  NGENES = 385
# _SET1_  P-VALUE = 2.7511e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET2_   ENSG00000106113     7   30692200   30739745    120      23  377489      0.89666     0.061502   -8.8818e-15      0.89666
_SET2_   ENSG00000078053     7   38423305   38671167   1051      59  401779      -2.7079      0.95375   -8.8818e-15      -2.7079
_SET2_   ENSG00000058404     7   44256749   44374176    311      26  391610      0.58075     0.094931   -8.8818e-15      0.58075
_SET2_   ENSG00000164742     7   45613739   45762715    424      47  391645     -0.80614      0.52251   -8.8818e-15     -0.80614
_SET2_   ENSG00000146648     7   55086714   55324313    720      84  394941     -0.17107      0.25269    -8.854e-15     -0.17107
_SET2_   ENSG00000106089     7   73113536   73134002     35       9  396675       1.4987      0.01939   -8.8818e-15       1.4987
_SET2_   ENSG00000170027     7   75956116   75988348     65      10  385731       1.5302     0.016678   -8.8818e-15       1.5302
_SET2_   ENSG00000186472     7   82383329   82792246   1137      46  392661       3.3088   4.8528e-06   -8.8818e-15       3.3088
_SET2_   ENSG00000198822     7   86273230   86494200    414      34  399666       1.2576     0.022083   -8.8818e-15       1.2576
_SET2_   ENSG00000127914     7   91570181   91739987    285       7  403977      0.99734     0.047983   -8.8818e-15      0.99734
_SET2_   ENSG00000158528     7   94536514   94925727    641      28  393703      0.70626     0.054991   -8.8818e-15      0.70626
_SET2_   ENSG00000006128     7   97361220   97369784     26       4  408511      0.83622     0.095967   -8.8818e-15      0.83622
_SET2_   ENSG00000106236     7   98246609   98259180     19       7  402124      -0.8518      0.65545   -8.8818e-15      -0.8518
_SET2_   ENSG00000087085     7  100487615  100494594     15       6  408959       3.4537   3.5162e-05   -8.8818e-15       3.4537
_SET2_   ENSG00000189056     7  103112231  103629963   1989     102  398684      -1.1702      0.41146   -8.8818e-15      -1.1702
_SET2_   ENSG00000008282     7  105730949  105753022     58      14  390373       -1.134      0.70617   -8.8818e-15       -1.134
_SET2_   ENSG00000005249     7  106685094  106802256    247      23  404982     -0.35349      0.37429   -8.8818e-15     -0.35349
_SET2_   ENSG00000184408     7  119913722  120390385    910      43  395400      0.39103     0.097802   -8.8818e-15      0.39103
_SET2_   ENSG00000081803     7  121958481  122526813   1302      59  390219     -0.12252      0.15139    -8.854e-15     -0.12252
_SET2_   ENSG00000179603     7  126078652  126893348   2054      57  396926     -0.43726      0.13654   -8.8818e-15     -0.43726
_SET2_   ENSG00000128594     7  127667124  127672160      8       4  411246       1.7062     0.015194   -8.8818e-15       1.7062
_SET2_   ENSG00000131558     7  132937829  133751342   1341      32  395106      0.25736     0.070552   -8.8818e-15      0.25736
_SET2_   ENSG00000181072     7  136553416  136705002    425      34  398121      -1.0603      0.60868   -8.8818e-15      -1.0603
_SET2_   ENSG00000105894     7  136912088  137028611    310      41  390679       0.3823      0.13386   -8.8818e-15       0.3823
_SET2_   ENSG00000157680     7  137065783  137531838    795      66  391022        1.719     0.004424   -8.8818e-15        1.719
_SET2_   ENSG00000157764     7  140419127  140624564    306      13  396414       1.6639     0.011323   -8.8818e-15       1.6639
_SET2_   ENSG00000164885     7  150750899  150755617     11       4  412451       2.2676    0.0029729   -8.8818e-15       2.2676
_SET2_   ENSG00000157219     7  154862034  154877459     51       7  409467    -0.023094      0.30146    -8.854e-15    -0.023094
_SET2_   ENSG00000155093     7  157331750  158380480   3686     245  388297      0.56949     0.019848   -8.8818e-15      0.56949
_SET2_   ENSG00000198010     8    1449532    1656642    894      45  394675       2.7878   7.5151e-05   -8.8818e-15       2.7878
_SET2_   ENSG00000061337     8   20103676   20161474    216      42  389993       1.8472     0.005365   -8.8818e-15       1.8472
_SET2_   ENSG00000179388     8   22545172   22550815      7       4  394724       1.1934      0.04396   -8.8818e-15       1.1934
_SET2_   ENSG00000120907     8   26605667   26724790    502      58  396789      -1.4527      0.75465   -8.8818e-15      -1.4527
_SET2_   ENSG00000120899     8   27168999   27316903    394      22  398282       -1.426      0.73953   -8.8818e-15       -1.426
_SET2_   ENSG00000120903     8   27317279   27337400     82      15  400367      -1.1013       0.6936   -8.8818e-15      -1.1013
_SET2_   ENSG00000168081     8   28174503   28200872    102       8  403303     -0.32764      0.39095   -8.8818e-15     -0.32764
_SET2_   ENSG00000157168     8   31496902   32622548   3457     131  395331      0.44556     0.030759   -8.8818e-15      0.44556
_SET2_   ENSG00000147465     8   38001167   38008783      7       4  376986     -0.20633      0.46078    -8.854e-15     -0.20633
_SET2_   ENSG00000104368     8   42032236   42065242     51       9  405369      0.20327      0.22846    -8.854e-15      0.20327
_SET2_   ENSG00000078668     8   42249142   42263415     18       4  360546      0.39167      0.24632   -8.8818e-15      0.39167
_SET2_   ENSG00000147432     8   42552519   42592550    187       6  406246      0.87627     0.099155   -8.8818e-15      0.87627
_SET2_   ENSG00000147434     8   42607763   42651535     95      11  364577     0.019198      0.28352    -8.854e-15     0.019198
_SET2_   ENSG00000183729     8   53850991   53853677     12       6  376483     -0.68414      0.56204   -8.8818e-15     -0.68414
_SET2_   ENSG00000082556     8   54138284   54164257    142      13  401408      -1.4692      0.82604   -8.8818e-15      -1.4692
_SET2_   ENSG00000181195     8   57349233   57359293     32       6  390200      -1.2564      0.75796   -8.8818e-15      -1.2564
_SET2_   ENSG00000137575     8   59465483   59495419     46       3  394189      -2.0581      0.93903   -8.8818e-15      -2.0581
_SET2_   ENSG00000147571     8   67088620   67090960      2       1  412544      0.86766      0.12862   -8.8818e-15      0.86766
_SET2_   ENSG00000164687     8   82192598   82197012      3       1  412022      -1.6813      0.92132   -8.8818e-15      -1.6813
_SET2_   ENSG00000104267     8   86376081   86393722     22       6  401740     -0.50435      0.50475   -8.8818e-15     -0.50435
_SET2_   ENSG00000104327     8   91070836   91107703     61       9  389928       2.4248    0.0015776   -8.8818e-15       2.4248
_SET2_   ENSG00000034677     8  101269288  101348446    135       8  397683       -1.705       0.8607   -8.8818e-15       -1.705
_SET2_   ENSG00000176406     8  104512976  105268322   2267      30  401317      0.41913     0.021871   -8.8818e-15      0.41913
_SET2_   ENSG00000147642     8  110586207  110704020    244      22  392057      -1.3485       0.7544   -8.8818e-15      -1.3485
_SET2_   ENSG00000155897     8  131792547  132054672    887      52  400112     -0.16085      0.20947    -8.854e-15     -0.16085
_SET2_   ENSG00000184156     8  133133108  133493200   1214      90  396701      0.52348     0.057436   -8.8818e-15      0.52348
_SET2_   ENSG00000181790     8  143530791  143626370    209      37  381311       2.0973     0.002721   -8.8818e-15       2.0973
_SET2_   ENSG00000198576     8  143692405  143696833     14       3  384411        1.638      0.01482   -8.8818e-15        1.638
_SET2_   ENSG00000180155     8  143845752  143859640     42      10  400916       1.2329     0.035366   -8.8818e-15       1.2329
_SET2_   ENSG00000180900     8  144873090  144897549     66      14  384433      0.61416      0.11961   -8.8818e-15      0.61416
_SET2_   ENSG00000106688     9    4490444    4587469    325      41  399716      0.57033     0.094534   -8.8818e-15      0.57033
_SET2_   ENSG00000096968     9    4985033    5128183    347      14  395899     -0.80184       0.5262   -8.8818e-15     -0.80184
_SET2_   ENSG00000153707     9    8314246   10612723   9792     441  393270     -0.84714      0.24732   -8.8818e-15     -0.84714
_SET2_   ENSG00000155886     9   19507450   19786926    803      62  392191        1.919    0.0022561   -8.8818e-15        1.919
_SET2_   ENSG00000122733     9   34957484   34982541     46      12  399018      -2.6254      0.97911   -8.8818e-15      -2.6254
_SET2_   ENSG00000198722     9   35161999   35405335    340      20  398677     -0.73277      0.51356   -8.8818e-15     -0.73277
_SET2_   ENSG00000107282     9   72042446   72287222    549      31  396406      0.74741     0.057755   -8.8818e-15      0.74741
_SET2_   ENSG00000148053     9   87283466   87638505    913      66  400920      -0.7975      0.44584   -8.8818e-15      -0.7975
_SET2_   ENSG00000148082     9   91628060   91793682    465      41  392821      0.93214     0.047519   -8.8818e-15      0.93214
_SET2_   ENSG00000169071     9   94325373   94712444   1433      82  397114     -0.88298      0.39403   -8.8818e-15     -0.88298
_SET2_   ENSG00000136928     9  101050391  101471479   1527     125  391408       1.3011    0.0080723   -8.8818e-15       1.3011
_SET2_   ENSG00000198785     9  104331635  104500862    643      27  398568      0.20819      0.13886    -8.854e-15      0.20819
_SET2_   ENSG00000186881     9  107266455  107267547      9       3  401878      0.91444      0.08324   -8.8818e-15      0.91444
_SET2_   ENSG00000136854     9  130374544  130457460     85      15  387295      -0.3216       0.4033   -8.8818e-15      -0.3216
_SET2_   ENSG00000106976     9  130965658  131017527    109      17  396441      0.12097      0.23151    -8.854e-15      0.12097
_SET2_   ENSG00000136827     9  132575223  132586413     27       7  341203      -1.9958      0.93069   -8.8818e-15      -1.9958
_SET2_   ENSG00000107130     9  132934857  132999583    223      33  398241     -0.20533      0.31914    -8.854e-15     -0.20533
_SET2_   ENSG00000097007     9  133589333  133763062    433      34  396709     -0.75791      0.49879   -8.8818e-15     -0.75791
_SET2_   ENSG00000196358     9  135037334  135119921    194      28  385225     -0.85679      0.55379   -8.8818e-15     -0.85679
_SET2_   ENSG00000170835     9  135937365  135947248      5       2  312657      -0.4323      0.54264   -8.8818e-15      -0.4323
_SET2_   ENSG00000123454     9  136501482  136524466    129      26  392424      0.52132      0.12081   -8.8818e-15      0.52132
_SET2_   ENSG00000176884     9  140032842  140063207     41       8  337717      0.32732      0.18108   -8.8818e-15      0.32732
_SET2_   ENSG00000176248     9  140069236  140082989     27       3  340626      -1.5186      0.84717   -8.8818e-15      -1.5186
_SET2_   ENSG00000165802     9  140342022  140353786     14       6  316379      0.81345     0.095398   -8.8818e-15      0.81345
_SET2_   ENSG00000148408     9  140772241  141019076    379      28  322144       1.1408     0.032381   -8.8818e-15       1.1408
_SET2_   ENSG00000107611    10   16865963   17171830   1182      81  395202       -1.283      0.58785   -8.8818e-15       -1.283
_SET2_   ENSG00000165995    10   18429606   18830798   1506     112  397201       4.4659   1.0068e-08   -8.8818e-15       4.4659
_SET2_   ENSG00000136750    10   26505236   26593487    206      14  394850       0.4941      0.13199   -8.8818e-15       0.4941
_SET2_   ENSG00000170759    10   32297938   32345359     87      10  387050      0.32267      0.18088   -8.8818e-15      0.32267
_SET2_   ENSG00000150093    10   33189247   33294720    280      27  394500      -1.5272      0.79638   -8.8818e-15      -1.5272
_SET2_   ENSG00000070748    10   50817141   50901925    219      35  398306     0.026606      0.23662    -8.854e-15     0.026606
_SET2_   ENSG00000187714    10   50818347   50820765      4       2  409060       1.7898     0.018916   -8.8818e-15       1.7898
_SET2_   ENSG00000107984    10   54074056   54077802      7       2  413017      -1.2732      0.79383   -8.8818e-15      -1.2732
_SET2_   ENSG00000122877    10   64571756   64679660    340      23  402034       2.4751    0.0006278   -8.8818e-15       2.4751
_SET2_   ENSG00000122862    10   70847862   70864567     43       7  396676     -0.14967      0.34451    -8.854e-15     -0.14967
_SET2_   ENSG00000075073    10   71163659   71176623     38       5  367106      0.42002      0.15988   -8.8818e-15      0.42002
_SET2_   ENSG00000148730    10   72164135   72188374     42       8  395376     -0.63836      0.52727   -8.8818e-15     -0.63836
_SET2_   ENSG00000107758    10   75196186   75255782     49       9  358405      0.63464      0.15183   -8.8818e-15      0.63464
_SET2_   ENSG00000185737    10   83635070   84746935   3068     159  393768    -0.062889     0.087806    -8.854e-15    -0.062889
_SET2_   ENSG00000182771    10   87359312   88126250   2229     135  396439     -0.24589      0.12717    -8.854e-15     -0.24589
_SET2_   ENSG00000173267    10   88718375   88723017     19       4  379598     0.073772      0.28123    -8.854e-15     0.073772
_SET2_   ENSG00000138138    10   89511269   89601100    151      10  392115       1.2074     0.032768   -8.8818e-15       1.2074
_SET2_   ENSG00000171862    10   89622870   89731687    128      28  393963      -1.2963      0.76451   -8.8818e-15      -1.2963
_SET2_   ENSG00000148680    10   92500578   92617671    309      18  398552      -1.0803      0.64994   -8.8818e-15      -1.0803
_SET2_   ENSG00000107864    10   93806449   94050844    311      18  387170     -0.38403      0.36379   -8.8818e-15     -0.38403
_SET2_   ENSG00000108231    10   95517566   95557916    116      20  382994       1.1477     0.037485   -8.8818e-15       1.1477
_SET2_   ENSG00000120049    10  103585731  103603677     25       8  384117        1.288     0.033222   -8.8818e-15        1.288
_SET2_   ENSG00000107954    10  105253736  105352309    253      26  401450       1.4487     0.015707   -8.8818e-15       1.4487
_SET2_   ENSG00000156395    10  106400859  107024993   1761      45  398610       1.9939   0.00036815   -8.8818e-15       1.9939
_SET2_   ENSG00000165646    10  119000604  119038941    109      23  389043       1.1341     0.039338   -8.8818e-15       1.1341
_SET2_   ENSG00000175029    10  126676421  126849739    675      66  399413      0.47655     0.094085   -8.8818e-15      0.47655
_SET2_   ENSG00000188916    10  128933694  128994422    122      14  381099      0.13596      0.22472    -8.854e-15      0.13596
_SET2_   ENSG00000214285    10  129347613  129350935     33       7  390227     -0.88372      0.64152   -8.8818e-15     -0.88372
_SET2_   ENSG00000174775    11     532242     537287     24       5  382900      -1.8117      0.90718   -8.8818e-15      -1.8117
_SET2_   ENSG00000069696    11     637293     640706      7       4  380308     -0.35533      0.44811   -8.8818e-15     -0.35533
_SET2_   ENSG00000149043    11    1848709    1858751     36       9  362894      -1.2454      0.73544   -8.8818e-15      -1.2454
_SET2_   ENSG00000254647    11    2181009    2182571      5       2  403753     -0.37988      0.47807   -8.8818e-15     -0.37988
_SET2_   ENSG00000180176    11    2185159    2193107     19       4  388604     -0.88106      0.63559   -8.8818e-15     -0.88106
_SET2_   ENSG00000129749    11    3686817    3692614     22       4  368617      -1.9151      0.91558   -8.8818e-15      -1.9151
_SET2_   ENSG00000183389    11    6023216    6024424      3       1  413466      -1.5128      0.87145   -8.8818e-15      -1.5128
_SET2_   ENSG00000180934    11    6047901    6048971      1       1  413466      -1.1983       0.7776   -8.8818e-15      -1.1983
_SET2_   ENSG00000170743    11    7260009    7490273    893      76  393938      -1.4241      0.68356   -8.8818e-15      -1.4241
_SET2_   ENSG00000166405    11    8127597    8190602    183      16  395420      -1.0933      0.69432   -8.8818e-15      -1.0933
_SET2_   ENSG00000165970    11   20620946   20680831    224      30  405230     -0.30711      0.34761   -8.8818e-15     -0.30711
_SET2_   ENSG00000091664    11   22359643   22401049    113      26  390024     -0.12679       0.3002    -8.854e-15     -0.12679
_SET2_   ENSG00000148943    11   27516123   27528320     16       4  392281     -0.47086      0.48284   -8.8818e-15     -0.47086
_SET2_   ENSG00000176697    11   27676440   27743605     96      13  393079       1.2234     0.032548   -8.8818e-15       1.2234
_SET2_   ENSG00000110436    11   35272753   35441610    517      33  395375      -2.4521      0.94632   -8.8818e-15      -2.4521
_SET2_   ENSG00000148948    11   40135753   41481323   3545     168  395774        0.257     0.044964   -8.8818e-15        0.257
_SET2_   ENSG00000180720    11   46406640   46408107      1       1  413466       3.0208    0.0003803   -8.8818e-15       3.0208
_SET2_   ENSG00000165917    11   47459308   47470730     34       6  404935      0.61276      0.12534   -8.8818e-15      0.61276
_SET2_   ENSG00000181718    11   55999490   56000737     12       4  412794      0.52873      0.17157   -8.8818e-15      0.52873
_SET2_   ENSG00000172489    11   56019676   56020698      1       1  413466      0.75966       0.1488   -8.8818e-15      0.75966
_SET2_   ENSG00000181698    11   56043029   56044146      3       2  413466       0.4542      0.18212   -8.8818e-15       0.4542
_SET2_   ENSG00000109991    11   57105848   57138073     88      12  403834     -0.75831      0.56552   -8.8818e-15     -0.75831
_SET2_   ENSG00000166900    11   59480929   59573354    267       8  388587      0.45227      0.16967   -8.8818e-15      0.45227
_SET2_   ENSG00000011347    11   61282785   61348620     91      12  373111      0.15425      0.27958    -8.854e-15      0.15425
_SET2_   ENSG00000134780    11   61447905   61514473    129      18  377082        3.148   7.0121e-05   -8.8818e-15        3.148
_SET2_   ENSG00000168539    11   62676151   62689279     25       6  381472       1.6447     0.017758   -8.8818e-15       1.6447
_SET2_   ENSG00000110076    11   64373646   64490660    143      13  399145       3.2588   5.9899e-05   -8.8818e-15       3.2588
_SET2_   ENSG00000173039    11   65421067   65430565     11       4  413250       0.8192     0.095887   -8.8818e-15       0.8192
_SET2_   ENSG00000174871    11   66045661   66052772      7       3  412786       3.9226    6.823e-06   -8.8818e-15       3.9226
_SET2_   ENSG00000174791    11   66097713   66104311     18       5  389950       2.5585    0.0010901   -8.8818e-15       2.5585
_SET2_   ENSG00000174576    11   66188475   66194178      5       2  411761       1.4386     0.033713   -8.8818e-15       1.4386
_SET2_   ENSG00000173227    11   66774249   66818334     43      15  380998       2.6407   0.00078571   -8.8818e-15       2.6407
_SET2_   ENSG00000131626    11   70116806   70230509    226       9  397664     -0.88793      0.61487   -8.8818e-15     -0.88793
_SET2_   ENSG00000162105    11   70313961   70963623   1798     143  389714       3.3702   2.1166e-06   -8.8818e-15       3.3702
_SET2_   ENSG00000137478    11   72547790   72853306    241      35  388309       0.0377      0.23469    -8.854e-15       0.0377
_SET2_   ENSG00000254550    11   76813886   76814377      2       1  315938      0.15675      0.31691    -8.854e-15      0.15675
_SET2_   ENSG00000150672    11   83166055   85338966   5859     177  388822     -0.57803      0.20135   -8.8818e-15     -0.57803
_SET2_   ENSG00000168959    11   88237744   88799113   1680      41  395639       1.5472    0.0019354   -8.8818e-15       1.5472
_SET2_   ENSG00000134640    11   92702886   92718232     43       8  393863     0.020564      0.28865    -8.854e-15     0.020564
_SET2_   ENSG00000087053    11   95566046   95658479    226      22  385758      -1.1627      0.68247   -8.8818e-15      -1.1627
_SET2_   ENSG00000149295    11  113280318  113346413    174      23  399441       3.8062   3.9196e-06   -8.8818e-15       3.8062
_SET2_   ENSG00000149305    11  113775399  113817287    120      17  396044     -0.29368      0.39044   -8.8818e-15     -0.29368
_SET2_   ENSG00000166736    11  113845603  113861035     53      11  388386      0.49565      0.15012   -8.8818e-15      0.49565
_SET2_   ENSG00000186318    11  117156402  117186975     59      15  399428       1.1052     0.043934   -8.8818e-15       1.1052
_SET2_   ENSG00000149575    11  118032666  118047388     42      11  375494       1.1497     0.043559   -8.8818e-15       1.1497
_SET2_   ENSG00000149403    11  120382468  120859613   1372     133  393390       1.3277    0.0091033   -8.8818e-15       1.3277
_SET2_   ENSG00000109971    11  122928197  122933938     33       9  365045      -2.1162      0.94745   -8.8818e-15      -2.1162
_SET2_   ENSG00000181499    11  123813492  123814580      4       1  401835     -0.75154      0.64484   -8.8818e-15     -0.75154
_SET2_   ENSG00000154146    11  124609742  124617106     12       3  410885       3.0399   0.00023757   -8.8818e-15       3.0399
_SET2_   ENSG00000080854    11  133778459  133826880    138      24  387919      0.36855      0.14849   -8.8818e-15      0.36855
_SET2_   ENSG00000111262    12    5019071    5040527     55      11  396255      0.46714      0.14785   -8.8818e-15      0.46714
_SET2_   ENSG00000185652    12    5541278    5630702    234      40  398970      -1.5271      0.79663   -8.8818e-15      -1.5271
_SET2_   ENSG00000139190    12    6571403    6580153     26       4  401495      0.36791      0.18693   -8.8818e-15      0.36791
_SET2_   ENSG00000139182    12    7282294    7311541     52       8  406840      -1.1434      0.73405   -8.8818e-15      -1.1434
_SET2_   ENSG00000070018    12   12268959   12419946    309      20  383511      -1.3712      0.75021   -8.8818e-15      -1.3712
_SET2_   ENSG00000273079    12   13693165   14133053   1369      84  396962       1.2008    0.0097751   -8.8818e-15       1.2008
_SET2_   ENSG00000133703    12   25357723   25403870    157      16  391365      0.90106     0.058451   -8.8818e-15      0.90106
_SET2_   ENSG00000087470    12   32832134   32898486    233       5  398814     -0.13893      0.34104    -8.854e-15     -0.13893
_SET2_   ENSG00000110975    12   33527173   33592754    208      19  396144      -1.1847      0.69294   -8.8818e-15      -1.1847
_SET2_   ENSG00000188906    12   40590546   40763087    557      33  403083      0.19769      0.15288    -8.854e-15      0.19769
_SET2_   ENSG00000167535    12   49207577   49222724     25      11  379899       1.7979    0.0091212   -8.8818e-15       1.7979
_SET2_   ENSG00000110881    12   50451331   50477394     44       7  372423      0.21052      0.22211    -8.854e-15      0.21052
_SET2_   ENSG00000139574    12   53900474   53901422      1       1  409731      -0.8887       0.7903   -8.8818e-15      -0.8887
_SET2_   ENSG00000185482    12   57637236   57644976      8       3  405208       1.6891     0.016149   -8.8818e-15       1.6891
_SET2_   ENSG00000155980    12   57943781   57980415     53      13  389206       1.9365    0.0057824   -8.8818e-15       1.9365
_SET2_   ENSG00000127314    12   69004619   69054372     91      14  388899      0.25992      0.21035   -8.8818e-15      0.25992
_SET2_   ENSG00000135643    12   70760056   70828072    233      30  391634     -0.63612      0.47316   -8.8818e-15     -0.63612
_SET2_   ENSG00000067715    12   79257773   79845788   1348      67  383203       1.6074    0.0030048   -8.8818e-15       1.6074
_SET2_   ENSG00000111052    12   81186299   81331704    412      28  396607      0.35218      0.13232   -8.8818e-15      0.35218
_SET2_   ENSG00000139220    12   81652045   82153332   1112      58  394097        0.765      0.03489   -8.8818e-15        0.765
_SET2_   ENSG00000179520    12  100750857  100815837    158      24  388531       2.0179    0.0035093   -8.8818e-15       2.0179
_SET2_   ENSG00000084112    12  109176466  109251366    112      22  378434    -0.032768      0.27865    -8.854e-15    -0.032768
_SET2_   ENSG00000174437    12  110718561  110788898     83      17  399290        2.631   0.00078122   -8.8818e-15        2.631
_SET2_   ENSG00000111249    12  111471828  111788358    414      36  396843      0.30611      0.15447   -8.8818e-15      0.30611
_SET2_   ENSG00000089250    12  117645947  117889975    660      56  397476       1.3963     0.011651   -8.8818e-15       1.3963
_SET2_   ENSG00000089041    12  121570622  121623876    251      27  404781       1.1566     0.032978   -8.8818e-15       1.1566
_SET2_   ENSG00000135124    12  121647660  121671909     87      11  394645       1.3448     0.026847   -8.8818e-15       1.3448
_SET2_   ENSG00000060709    12  130880682  131200826   1341     136  390204     -0.90146      0.45227   -8.8818e-15     -0.90146
_SET2_   ENSG00000111450    12  131274145  131323811    149       9  398030       1.1142     0.040866   -8.8818e-15       1.1142
_SET2_   ENSG00000187848    12  133195366  133198972     10       3  385888      -0.7906      0.60733   -8.8818e-15      -0.7906
_SET2_   ENSG00000102468    13   47405685   47471169    245      40  395313      -1.5166      0.79475   -8.8818e-15      -1.5166
_SET2_   ENSG00000136099    13   53418109   53422775      7       2  379634      0.58912       0.1645   -8.8818e-15      0.58912
_SET2_   ENSG00000118946    13   58205944   58303445    209      29  398505       1.6522     0.010217   -8.8818e-15       1.6522
_SET2_   ENSG00000165300    13   88324870   88331871      6       4  393330      0.40058      0.19411   -8.8818e-15      0.40058
_SET2_   ENSG00000102466    13  102372134  103054124   1751     102  396974     -0.71111      0.28104   -8.8818e-15     -0.71111
_SET2_   ENSG00000176198    14   20710898   20711979      3       2  401712     -0.81104      0.68488   -8.8818e-15     -0.81104
_SET2_   ENSG00000092051    14   24037244   24048009     12       4  381552     -0.96961       0.7178   -8.8818e-15     -0.96961
_SET2_   ENSG00000100884    14   24540046   24547309     11       5  408699    -0.099499      0.33986    -8.854e-15    -0.099499
_SET2_   ENSG00000100968    14   24834879   24848810     32       8  372251     -0.62733      0.52609   -8.8818e-15     -0.62733
_SET2_   ENSG00000139910    14   26912299   27066960    239      13  396197      -1.9101      0.89928   -8.8818e-15      -1.9101
_SET2_   ENSG00000100505    14   51441980   51562779    480      43  396439       1.3661     0.014889   -8.8818e-15       1.3661
_SET2_   ENSG00000179841    14   64932217   64941221     10       4  412092      0.78212      0.10588   -8.8818e-15      0.78212
_SET2_   ENSG00000100678    14   70510934   70655787    573      36  401929       1.4606     0.011198   -8.8818e-15       1.4606
_SET2_   ENSG00000213463    14   70838148   70883778    175      17  405635     -0.86279      0.60417   -8.8818e-15     -0.86279
_SET2_   ENSG00000197555    14   71787166   72207946    568      30  350843      0.52025     0.087725   -8.8818e-15      0.52025
_SET2_   ENSG00000080815    14   73603126   73690399    167      19  399012      0.48224      0.14188   -8.8818e-15      0.48224
_SET2_   ENSG00000198668    14   90862846   90874605     26       6  391765      -0.2414      0.38476    -8.854e-15      -0.2414
_SET2_   ENSG00000066427    14   92524896   92572965    220       8  401816      0.16555       0.2176    -8.854e-15      0.16555
_SET2_   ENSG00000100600    14   93170152   93215047     92      19  396978       0.5151      0.12346   -8.8818e-15       0.5151
_SET2_   ENSG00000036530    14  100150641  100193638    111      14  399691       1.2281      0.03147   -8.8818e-15       1.2281
_SET2_   ENSG00000142208    14  105235686  105262088     77      20  366739      0.29408      0.17958   -8.8818e-15      0.29408
_SET2_   ENSG00000068793    15   22892005   23006016    437      70  228578      -1.4419      0.81871   -8.8818e-15      -1.4419
_SET2_   ENSG00000166206    15   26788693   27184686   1274     109  393618      0.58184     0.051015   -8.8818e-15      0.58184
_SET2_   ENSG00000186297    15   27111510   27194354    234      39  400342     -0.53805      0.42816   -8.8818e-15     -0.53805
_SET2_   ENSG00000182256    15   27216429   27778373   1673     156  392062      0.17694     0.085301    -8.854e-15      0.17694
_SET2_   ENSG00000034053    15   29129629   29410518    657      29  377501       1.7279    0.0052428   -8.8818e-15       1.7279
_SET2_   ENSG00000175344    15   32322691   32464722    266      36  404158      -1.1973      0.69596   -8.8818e-15      -1.1973
_SET2_   ENSG00000184984    15   34260921   34357291    279      17  396896      0.44586      0.12992   -8.8818e-15      0.44586
_SET2_   ENSG00000140199    15   34525460   34630261    434      20  381375     -0.44044      0.39097   -8.8818e-15     -0.44044
_SET2_   ENSG00000159248    15   35043233   35047166      8       3  413440     -0.30988       0.4357   -8.8818e-15     -0.30988
_SET2_   ENSG00000166073    15   40091233   40213093    249      34  394481     -0.67036      0.48651   -8.8818e-15     -0.67036
_SET2_   ENSG00000128829    15   40226347   40327797    312      25  399270      -1.0219      0.61867   -8.8818e-15      -1.0219
_SET2_   ENSG00000104142    15   41186628   41196173     22       3  362511      0.97741     0.099171   -8.8818e-15      0.97741
_SET2_   ENSG00000137825    15   41785591   41795747     23       6  386286      0.60775      0.12605   -8.8818e-15      0.60775
_SET2_   ENSG00000092531    15   42783431   42837547     78       9  387832       3.7186   1.0342e-05   -8.8818e-15       3.7186
_SET2_   ENSG00000166963    15   43803156   43823818     23       6  400365      0.56891      0.14248   -8.8818e-15      0.56891
_SET2_   ENSG00000104133    15   44854894   44955876     58      27  380252      0.55221      0.13663   -8.8818e-15      0.55221
_SET2_   ENSG00000104164    15   45879321   45908197     29       7  393534     -0.66901      0.57705   -8.8818e-15     -0.66901
_SET2_   ENSG00000138592    15   50716577   50793280    241      19  400711      0.71057     0.085723   -8.8818e-15      0.71057
_SET2_   ENSG00000128872    15   52043758   52108565    170      11  396860      0.44213      0.13608   -8.8818e-15      0.44213
_SET2_   ENSG00000197535    15   52599480   52821247    563      15  402340       2.3252   0.00089719   -8.8818e-15       2.3252
_SET2_   ENSG00000137766    15   54305101   54920806   2388      97  400564      0.48407      0.02308   -8.8818e-15      0.48407
_SET2_   ENSG00000074621    15   65903704   65953333     85       7  410011      0.13291      0.28149    -8.854e-15      0.13291
_SET2_   ENSG00000103769    15   66018392   66184329    329      21  397955       -1.013      0.62878   -8.8818e-15       -1.013
_SET2_   ENSG00000156642    15   73852355   73926475    122      14  393898       1.6617      0.01281   -8.8818e-15       1.6617
_SET2_   ENSG00000205363    15   74032141   74045088     33      11  379592       3.8216    6.306e-06   -8.8818e-15       3.8216
_SET2_   ENSG00000213578    15   75118888   75124141      7       3  413231       1.8643     0.011862   -8.8818e-15       1.8643
_SET2_   ENSG00000169684    15   78857862   78887611     65       9  391234       1.7475    0.0093986   -8.8818e-15       1.7475
_SET2_   ENSG00000080644    15   78885394   78913637     69       8  397098       1.9289    0.0058183   -8.8818e-15       1.9289
_SET2_   ENSG00000117971    15   78916461   79020096    235      28  390282       1.5176      0.01331   -8.8818e-15       1.5176
