# TOTAL_GENES = 18863
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:reactome_r...21        SET      11     -0.32561   -0.0078608      0.28524      0.87316 Curated_gene_sets:reactome_regulation_by_c_flip
Curated_gene_sets:reactome_r...37        SET      81     -0.10458   -0.0068386      0.10598      0.83812 Curated_gene_sets:reactome_regulation_of_hsf1_mediated_heat_shock_response
Curated_gene_sets:reactome_h...33        SET      55    -0.060157   -0.0032437      0.12399      0.68622 Curated_gene_sets:reactome_hsp90_chaperone_cycle_for_steroid_hormone_receptors_shr
Curated_gene_sets:reactome_h...31        SET      29    -0.065271   -0.0025574      0.17237      0.64753 Curated_gene_sets:reactome_hsf1_activation
Curated_gene_sets:reactome_c...36        SET      99    -0.015001    -0.001084     0.093923      0.56345 Curated_gene_sets:reactome_cellular_response_to_heat_stress
Curated_gene_sets:reactome_a...117       SET      27     -0.15061   -0.0056942      0.17646      0.80331 Curated_gene_sets:reactome_attenuation_phase
Curated_gene_sets:reactome_h...32        SET      37    -0.032806   -0.0014515      0.14747      0.58802 Curated_gene_sets:reactome_hsf1_dependent_transactivation
Curated_gene_sets:reactome_g...68        SET      16      0.15287    0.0044506      0.25786      0.27664 Curated_gene_sets:reactome_grb2:sos_provides_linkage_to_mapk_signaling_for_integrins
Curated_gene_sets:reactome_d...50        SET      38     0.081193    0.0036406       0.1555      0.30079 Curated_gene_sets:reactome_diseases_associated_with_glycosaminoglycan_metabolism
Curated_gene_sets:reactome_d...14        SET      17    -0.017342   -0.0005204      0.23401      0.52954 Curated_gene_sets:reactome_defective_b4galt7_causes_eds_progeroid_type
Curated_gene_sets:reactome_d...18        SET       7    -0.098739   -0.0019018      0.37548      0.60371 Curated_gene_sets:reactome_defective_chst3_causes_sedcjd
Curated_gene_sets:reactome_d...17        SET       7     -0.49302    -0.009496      0.36564      0.91122 Curated_gene_sets:reactome_defective_chst14_causes_eds_musculocontractural_type
Curated_gene_sets:reactome_d...20        SET       7     -0.45099   -0.0086864      0.38148      0.88143 Curated_gene_sets:reactome_defective_chsy1_causes_tpbs
Curated_gene_sets:reactome_d...19        SET       8       0.4495    0.0092553      0.35804      0.10467 Curated_gene_sets:reactome_defective_chst6_causes_mcdc1
Curated_gene_sets:reactome_d...22        SET      12      0.28656    0.0072255      0.28814         0.16 Curated_gene_sets:reactome_defective_ext2_causes_exostoses_2
Curated_gene_sets:reactome_d...25        SET       8      0.57006     0.011738       0.3647     0.059026 Curated_gene_sets:reactome_defective_st3gal3_causes_mct12_and_eiee15
Curated_gene_sets:reactome_d...13        SET       8       0.4767    0.0098154      0.36573     0.096226 Curated_gene_sets:reactome_defective_b4galt1_causes_b4galt1_cdg_cdg_2d
Curated_gene_sets:reactome_l...15        SET       7      0.33406    0.0064342      0.41264       0.2091 Curated_gene_sets:reactome_loss_of_function_of_tgfbr1_in_cancer
Curated_gene_sets:reactome_t...82        SET     347     0.020599    0.0027681     0.049657      0.33914 Curated_gene_sets:reactome_transcriptional_regulation_by_tp53
Curated_gene_sets:reactome_c...60        SET     299    -0.040694   -0.0050828     0.059486      0.75304 Curated_gene_sets:reactome_class_a_1_rhodopsin_like_receptors
Curated_gene_sets:reactome_n...32        SET      49      0.11316    0.0057601      0.15242      0.22892 Curated_gene_sets:reactome_netrin_1_signaling
Curated_gene_sets:reactome_n...31        SET      22      0.05264    0.0017967      0.22063      0.40571 Curated_gene_sets:reactome_nephrin_family_interactions
Curated_gene_sets:reactome_s...84        SET     208     0.088971    0.0092913     0.063892     0.081893 Curated_gene_sets:reactome_signaling_by_robo_receptors
Curated_gene_sets:reactome_d...7         SET      40     0.022907    0.0010538      0.16654       0.4453 Curated_gene_sets:reactome_deactivation_of_the_beta_catenin_transactivating_complex
Curated_gene_sets:reactome_n...28        SET      15     0.014494   0.00040856      0.26177      0.47792 Curated_gene_sets:reactome_negative_regulation_of_tcf_dependent_signaling_by_wnt_ligand_antagonists
Curated_gene_sets:reactome_d...52        SET      17     -0.17534   -0.0052615      0.20577      0.80292 Curated_gene_sets:reactome_diseases_associated_with_n_glycosylation_of_proteins
Curated_gene_sets:reactome_d...57        SET     136    -0.063702   -0.0053896     0.085301       0.7724 Curated_gene_sets:reactome_diseases_of_glycosylation
Curated_gene_sets:reactome_m...95        SET       9      0.47422     0.010356      0.36162     0.094877 Curated_gene_sets:reactome_myoclonic_epilepsy_of_lafora
Curated_gene_sets:reactome_t...1         SET       5      0.43834    0.0071359      0.54358      0.21001 Curated_gene_sets:reactome_tachykinin_receptors_bind_tachykinins
Curated_gene_sets:reactome_c...41        SET      78     0.044113    0.0028309      0.10992      0.34409 Curated_gene_sets:reactome_centrosome_maturation
Curated_gene_sets:reactome_a...113       SET      26     -0.19383   -0.0071916      0.19442      0.84061 Curated_gene_sets:reactome_atf4_activates_genes_in_response_to_endoplasmic_reticulum_stress
Curated_gene_sets:reactome_a...115       SET      11      0.22953    0.0055414      0.30494      0.22582 Curated_gene_sets:reactome_atf6_atf6_alpha_activates_chaperones
Curated_gene_sets:reactome_p...18        SET      30    -0.088371   -0.0035215      0.17738      0.69083 Curated_gene_sets:reactome_perk_regulates_gene_expression
Curated_gene_sets:reactome_i...74        SET      48     0.097263    0.0049003      0.12358      0.21562 Curated_gene_sets:reactome_ire1alpha_activates_chaperones
Curated_gene_sets:reactome_u...5         SET      87      0.03606    0.0024433     0.094887      0.35197 Curated_gene_sets:reactome_unfolded_protein_response_upr
Curated_gene_sets:reactome_a...114       SET      10      0.21644    0.0049823      0.31608      0.24675 Curated_gene_sets:reactome_atf6_atf6_alpha_activates_chaperone_genes
Curated_gene_sets:reactome_r...41        SET     117    -0.074716   -0.0058663     0.092123      0.79132 Curated_gene_sets:reactome_regulation_of_insulin_like_growth_factor_igf_transport_and_uptake_by_insulin_like_growth_factor_binding_proteins_igfbps
Curated_gene_sets:reactome_g...40        SET      42     0.073907    0.0034836      0.14579       0.3061 Curated_gene_sets:reactome_glucagon_like_peptide_1_glp1_regulates_insulin_secretion
Curated_gene_sets:reactome_t...105       SET     703    -0.002955  -0.00055975     0.037138      0.53171 Curated_gene_sets:reactome_transport_of_small_molecules
Curated_gene_sets:reactome_b...5         SET     146      0.01024   0.00089738     0.077717      0.44759 Curated_gene_sets:reactome_beta_catenin_independent_wnt_signaling
Curated_gene_sets:reactome_v...1         SET       5       -0.885    -0.014407      0.52917      0.95277 Curated_gene_sets:reactome_vasopressin_like_receptors
Curated_gene_sets:reactome_r...11        SET      16      0.40394      0.01176      0.25951     0.059798 Curated_gene_sets:reactome_receptor_type_tyrosine_protein_phosphatases
Curated_gene_sets:reactome_o...12        SET       7      -0.2848   -0.0054856      0.44746      0.73777 Curated_gene_sets:reactome_orexin_and_neuropeptides_ff_and_qrfp_bind_to_their_respective_receptors
Curated_gene_sets:reactome_a...72        SET       6     -0.22136   -0.0039474      0.37895      0.72043 Curated_gene_sets:reactome_alpha_oxidation_of_phytanate
Curated_gene_sets:reactome_g...61        SET      30    -0.023332  -0.00092978      0.16957      0.55472 Curated_gene_sets:reactome_glyoxylate_metabolism_and_glycine_degradation
Curated_gene_sets:reactome_b...13        SET       9     -0.58305    -0.012733      0.37856      0.93823 Curated_gene_sets:reactome_beta_oxidation_of_pristanoyl_coa
Curated_gene_sets:reactome_s...134       SET      43      0.16058    0.0076585       0.1301      0.10856 Curated_gene_sets:reactome_sumoylation_of_transcription_cofactors
Curated_gene_sets:reactome_p...12        SET      20      0.37157     0.012093      0.22249     0.047464 Curated_gene_sets:reactome_pd_1_signaling
Curated_gene_sets:reactome_c...87        SET      32    -0.021129  -0.00086956      0.14875      0.55648 Curated_gene_sets:reactome_cooperation_of_prefoldin_and_tric_cct_in_actin_and_tubulin_folding
Curated_gene_sets:reactome_b...14        SET      10     -0.22481    -0.005175      0.29891        0.774 Curated_gene_sets:reactome_beta_oxidation_of_very_long_chain_fatty_acids
Curated_gene_sets:reactome_f...31        SET      10     0.066302    0.0015262      0.27014      0.40306 Curated_gene_sets:reactome_folding_of_actin_by_cct_tric
Curated_gene_sets:reactome_m...92        SET       5    -0.043348  -0.00070567      0.37835      0.54561 Curated_gene_sets:reactome_muscarinic_acetylcholine_receptors
Curated_gene_sets:reactome_d...79        SET       5      0.81591     0.013282      0.49918     0.051085 Curated_gene_sets:reactome_dopamine_receptors
Curated_gene_sets:reactome_a...65        SET       9     -0.43834   -0.0095728      0.35799       0.8896 Curated_gene_sets:reactome_adrenoceptors
Curated_gene_sets:reactome_d...53        SET      65     -0.23859    -0.013982      0.13653      0.95972 Curated_gene_sets:reactome_diseases_associated_with_o_glycosylation_of_proteins
Curated_gene_sets:reactome_s...31        SET      16      0.20479    0.0059619      0.24823       0.2047 Curated_gene_sets:reactome_signal_regulatory_protein_family_interactions
Curated_gene_sets:reactome_l...7         SET       5      0.31203    0.0050797      0.51157      0.27095 Curated_gene_sets:reactome_leukotriene_receptors
Curated_gene_sets:reactome_a...63        SET      22     -0.22652   -0.0077316      0.18335      0.89166 Curated_gene_sets:reactome_adp_signalling_through_p2y_purinoceptor_12
Curated_gene_sets:reactome_g...15        SET      25     -0.16934   -0.0061611      0.18333      0.82217 Curated_gene_sets:reactome_g_beta:gamma_signalling_through_pi3kgamma
Curated_gene_sets:reactome_e...22        SET      41     0.098574    0.0045908      0.16678      0.27725 Curated_gene_sets:reactome_ephb_mediated_forward_signaling
Curated_gene_sets:reactome_e...21        SET      30     -0.13624   -0.0054292      0.20337      0.74854 Curated_gene_sets:reactome_epha_mediated_growth_cone_collapse
Curated_gene_sets:reactome_e...23        SET      17      -0.1734   -0.0052034      0.23811      0.76676 Curated_gene_sets:reactome_ephrin_signaling
Curated_gene_sets:reactome_e...19        SET      51    -0.097268    -0.005051      0.14939      0.74251 Curated_gene_sets:reactome_eph_ephrin_mediated_repulsion_of_cells
Curated_gene_sets:reactome_g...17        SET      30     -0.08489   -0.0033828      0.16269      0.69909 Curated_gene_sets:reactome_g_protein_beta:gamma_signalling
Curated_gene_sets:reactome_g...48        SET      28      0.25567    0.0098435      0.17503     0.072048 Curated_gene_sets:reactome_glutamate_binding_activation_of_ampa_receptors_and_synaptic_plasticity
Curated_gene_sets:reactome_a...11        SET      10      0.19312    0.0044454      0.32275      0.27481 Curated_gene_sets:reactome_acetylcholine_regulates_insulin_secretion
Curated_gene_sets:reactome_a...64        SET      28      0.15799    0.0060826      0.17285      0.18036 Curated_gene_sets:reactome_adrenaline_noradrenaline_inhibits_insulin_secretion
Curated_gene_sets:reactome_r...44        SET     116    0.0047416    0.0003707     0.087812      0.47847 Curated_gene_sets:reactome_regulation_of_lipid_metabolism_by_peroxisome_proliferator_activated_receptor_alpha_pparalpha
Curated_gene_sets:reactome_f...49        SET      10     -0.10539   -0.0024261      0.32212      0.62823 Curated_gene_sets:reactome_free_fatty_acids_regulate_insulin_secretion
Curated_gene_sets:reactome_s...177       SET      12    -0.090349   -0.0022782       0.2631      0.63435 Curated_gene_sets:reactome_synthesis_secretion_and_inactivation_of_glucose_dependent_insulinotropic_polypeptide_gip
Curated_gene_sets:reactome_s...28        SET      33      0.15016    0.0062755      0.16416      0.18017 Curated_gene_sets:reactome_sialic_acid_metabolism
Curated_gene_sets:reactome_s...133       SET      35     -0.12626   -0.0054337      0.17301      0.76723 Curated_gene_sets:reactome_sumoylation_of_sumoylation_proteins
Curated_gene_sets:reactome_c...3         SET      61     -0.12442   -0.0070639       0.1169       0.8564 Curated_gene_sets:reactome_ca2plus_pathway
Curated_gene_sets:reactome_p...11        SET      93     0.075584    0.0052942     0.099832       0.2245 Curated_gene_sets:reactome_pcp_ce_pathway
Curated_gene_sets:reactome_s...131       SET      29     0.084362    0.0033054       0.1854      0.32454 Curated_gene_sets:reactome_sumoylation_of_intracellular_receptors
Curated_gene_sets:reactome_g...9         SET      75    -0.090989   -0.0057261      0.11674      0.78213 Curated_gene_sets:reactome_g_alpha_12_13_signalling_events
Curated_gene_sets:reactome_s...12        SET       8      0.52986      0.01091      0.41129      0.09883 Curated_gene_sets:reactome_sema4d_mediated_inhibition_of_cell_attachment_and_migration
Curated_gene_sets:reactome_r...17        SET      11      0.26311    0.0063521      0.32484      0.20898 Curated_gene_sets:reactome_reduction_of_cytosolic_caplusplus_levels
Curated_gene_sets:reactome_a...62        SET      25     -0.10316   -0.0037532      0.18499      0.71145 Curated_gene_sets:reactome_adp_signalling_through_p2y_purinoceptor_1
Curated_gene_sets:reactome_n...33        SET       8    0.0099352   0.00020457      0.35428      0.48881 Curated_gene_sets:reactome_netrin_mediated_repulsion_signals
Curated_gene_sets:reactome_c...15        SET       9     0.053619     0.001171      0.34603      0.43843 Curated_gene_sets:reactome_caspase_activation_via_dependence_receptors_in_the_absence_of_ligand
Curated_gene_sets:reactome_r...121       SET       9       0.2534    0.0055339      0.32328      0.21657 Curated_gene_sets:reactome_role_of_second_messengers_in_netrin_1_signaling
Curated_gene_sets:reactome_l...20        SET      14     -0.14188   -0.0038638      0.25343       0.7122 Curated_gene_sets:reactome_lysosphingolipid_and_lpa_receptors
Curated_gene_sets:reactome_c...6         SET      10    -0.035874   -0.0008258      0.34747      0.54111 Curated_gene_sets:reactome_calcitonin_like_ligand_receptors
Curated_gene_sets:reactome_n...9         SET       7      0.17898    0.0034474      0.40812      0.33049 Curated_gene_sets:reactome_nectin_necl_trans_heterodimerization
Curated_gene_sets:reactome_t...96        SET      85   -0.0083388  -0.00055852      0.10617       0.5313 Curated_gene_sets:reactome_transport_of_bile_salts_and_organic_acids_metal_ions_and_amine_compounds
Curated_gene_sets:reactome_b...16        SET      10       0.5602     0.012895      0.26007     0.015627 Curated_gene_sets:reactome_bicarbonate_transporters
Curated_gene_sets:reactome_s...105       SET      11      0.45953     0.011094      0.36054      0.10124 Curated_gene_sets:reactome_sodium_calcium_exchangers
Curated_gene_sets:reactome_s...108       SET       7     -0.18445   -0.0035527      0.38836      0.68259 Curated_gene_sets:reactome_sodium_proton_exchangers
Curated_gene_sets:reactome_a...99        SET       5      0.28976     0.004717      0.45957      0.26419 Curated_gene_sets:reactome_arachidonate_production_from_dag
Curated_gene_sets:reactome_c...18        SET       7    -0.038923  -0.00074968      0.36788      0.54213 Curated_gene_sets:reactome_cation_coupled_chloride_cotransporters
Curated_gene_sets:reactome_s...103       SET       9    -0.026392  -0.00057636      0.27853      0.53775 Curated_gene_sets:reactome_small_interfering_rna_sirna_biogenesis
Curated_gene_sets:reactome_p...71        SET       7    -0.019338  -0.00037246       0.3416      0.52257 Curated_gene_sets:reactome_post_transcriptional_silencing_by_small_rnas
Curated_gene_sets:reactome_s...97        SET      45    -0.054686   -0.0026679      0.14336      0.64857 Curated_gene_sets:reactome_sirt1_negatively_regulates_rrna_expression
Curated_gene_sets:reactome_e...29        SET      53   -0.0089667  -0.00047464      0.12536      0.52851 Curated_gene_sets:reactome_ercc6_csb_and_ehmt2_g9a_positively_regulate_rrna_expression
Curated_gene_sets:reactome_m...91        SET       9     -0.28419   -0.0062064      0.28269      0.84263 Curated_gene_sets:reactome_multifunctional_anion_exchangers
Curated_gene_sets:reactome_s...106       SET       5      0.32223    0.0052457      0.42569      0.22454 Curated_gene_sets:reactome_sodium_coupled_phosphate_cotransporters
Curated_gene_sets:reactome_a...41        SET      12     -0.51704    -0.013037      0.32626      0.94348 Curated_gene_sets:reactome_activation_of_rac1
Curated_gene_sets:reactome_r...26        SET      10     -0.69376     -0.01597      0.36257      0.97215 Curated_gene_sets:reactome_regulation_of_commissural_axon_pathfinding_by_slit_and_robo
Curated_gene_sets:reactome_i...6         SET       8     -0.31503   -0.0064865      0.36723      0.80451 Curated_gene_sets:reactome_inactivation_of_cdc42_and_rac1
Curated_gene_sets:reactome_o...15        SET      11      0.37323    0.0090105      0.34355      0.13866 Curated_gene_sets:reactome_organic_anion_transporters
Curated_gene_sets:reactome_r...118       SET       8     -0.42467    -0.008744      0.39325       0.8599 Curated_gene_sets:reactome_role_of_abl_in_robo_slit_signaling
Curated_gene_sets:reactome_g...65        SET      11       0.3113    0.0075154      0.30762      0.15579 Curated_gene_sets:reactome_gp1b_ix_v_activation_signalling
Curated_gene_sets:reactome_v...2         SET      43     -0.12389   -0.0059086      0.14642      0.80125 Curated_gene_sets:reactome_vasopressin_regulates_renal_water_homeostasis_via_aquaporins
Curated_gene_sets:reactome_s...107       SET       5     -0.07276   -0.0011845       0.4446        0.565 Curated_gene_sets:reactome_sodium_coupled_sulphate_di_and_tri_carboxylate_transporters
Curated_gene_sets:reactome_p...106       SET       6      0.19484    0.0034745      0.37575      0.30205 Curated_gene_sets:reactome_proton_coupled_monocarboxylate_transport
Curated_gene_sets:reactome_f...6         SET       8      0.12134    0.0024984       0.3492      0.36412 Curated_gene_sets:reactome_fatty_acids_bound_to_gpr40_ffar1_regulate_insulin_secretion
Curated_gene_sets:reactome_z...2         SET       7      0.21386    0.0041191      0.31617       0.2494 Curated_gene_sets:reactome_zinc_efflux_and_compartmentalization_by_the_slc30_family
Curated_gene_sets:reactome_u...4         SET      18     0.054892    0.0016949      0.22712      0.40451 Curated_gene_sets:reactome_unblocking_of_nmda_receptors_glutamate_binding_and_activation
Curated_gene_sets:reactome_b...19        SET       8     -0.43245   -0.0089042      0.41026      0.85407 Curated_gene_sets:reactome_binding_of_tcf_lef:ctnnb1_to_target_gene_promoters
Curated_gene_sets:reactome_d...37        SET      14      0.25492    0.0069423      0.25956      0.16303 Curated_gene_sets:reactome_depolymerisation_of_the_nuclear_lamina
Curated_gene_sets:reactome_z...3         SET      10     -0.18327   -0.0042187      0.26418      0.75606 Curated_gene_sets:reactome_zinc_influx_into_cells_by_the_slc39_gene_family
Curated_gene_sets:reactome_n...6         SET      18     0.078511    0.0024242      0.26147      0.38199 Curated_gene_sets:reactome_naplus_cl_dependent_neurotransmitter_transporters
Curated_gene_sets:reactome_c...96        SET      11     -0.29213   -0.0070527      0.32389      0.81645 Curated_gene_sets:reactome_creb1_phosphorylation_through_the_activation_of_adenylate_cyclase
Curated_gene_sets:reactome_c...97        SET       8      0.36545    0.0075246      0.36284      0.15693 Curated_gene_sets:reactome_creb1_phosphorylation_through_the_activation_of_camkii_camkk_camkiv_cascasde
Curated_gene_sets:reactome_c...95        SET      24     0.075375     0.002687      0.19274      0.34788 Curated_gene_sets:reactome_creb1_phosphorylation_through_nmda_receptor_mediated_activation_of_ras_signaling
Curated_gene_sets:reactome_a...37        SET      85     0.068739     0.004604      0.10574      0.25782 Curated_gene_sets:reactome_activation_of_nmda_receptors_and_postsynaptic_events
Curated_gene_sets:reactome_r...8         SET      18     -0.14937    -0.004612      0.21554      0.75584 Curated_gene_sets:reactome_ras_activation_upon_ca2plus_influx_through_nmda_receptor
Curated_gene_sets:reactome_f...48        SET       5     -0.33985   -0.0055325      0.40776       0.7977 Curated_gene_sets:reactome_free_fatty_acid_receptors
Curated_gene_sets:reactome_r...129       SET       5      0.80115     0.013042      0.43794     0.033681 Curated_gene_sets:reactome_rsk_activation
Curated_gene_sets:reactome_f...43        SET       8     -0.38603   -0.0079483      0.40266      0.83113 Curated_gene_sets:reactome_formyl_peptide_receptors_bind_formyl_peptides_and_many_other_ligands
Curated_gene_sets:reactome_r...69        SET       7     -0.85399    -0.016448      0.40931      0.98152 Curated_gene_sets:reactome_relaxin_receptors
Curated_gene_sets:reactome_t...123       SET      11     0.075691    0.0018273      0.30615      0.40237 Curated_gene_sets:reactome_type_i_hemidesmosome_assembly
Curated_gene_sets:reactome_s...151       SET       5      0.44701     0.007277      0.36643      0.11126 Curated_gene_sets:reactome_synthesis_of_dolichyl_phosphate
Curated_gene_sets:reactome_s...153       SET       5    0.0093251   0.00015181      0.37138      0.48998 Curated_gene_sets:reactome_synthesis_of_gdp_mannose
Curated_gene_sets:reactome_s...173       SET       7      0.17994    0.0034657       0.5511      0.37202 Curated_gene_sets:reactome_synthesis_of_udp_n_acetyl_glucosamine
Curated_gene_sets:reactome_r...27        SET       7     -0.58261    -0.011221      0.42743      0.91356 Curated_gene_sets:reactome_regulation_of_cytoskeletal_remodeling_and_cell_spreading_by_ipp_complex_components
Curated_gene_sets:reactome_i...40        SET     136      -0.1002   -0.0084775     0.084545      0.88201 Curated_gene_sets:reactome_interleukin_1_family_signaling
Curated_gene_sets:reactome_n...66        SET       6     -0.21809   -0.0038891      0.38294       0.7155 Curated_gene_sets:reactome_nrcam_interactions
Curated_gene_sets:reactome_c...46        SET       9     -0.24897   -0.0054372      0.36339      0.75337 Curated_gene_sets:reactome_chl1_interactions
Curated_gene_sets:reactome_n...36        SET       6     -0.37609   -0.0067066      0.34084      0.86507 Curated_gene_sets:reactome_neurofascin_interactions
Curated_gene_sets:reactome_i...35        SET      53      0.10047    0.0053182      0.12087      0.20293 Curated_gene_sets:reactome_interleukin_12_family_signaling
Curated_gene_sets:reactome_i...38        SET      66      0.12592    0.0074357      0.11892      0.14483 Curated_gene_sets:reactome_interleukin_17_signaling
Curated_gene_sets:reactome_i...41        SET       8    0.0064585   0.00013298       0.2964      0.49131 Curated_gene_sets:reactome_interleukin_1_processing
Curated_gene_sets:reactome_s...58        SET     600     0.037742    0.0066236     0.041051      0.17895 Curated_gene_sets:reactome_signaling_by_interleukins
Curated_gene_sets:reactome_o...18        SET     284      0.13121     0.015978     0.059327     0.013506 Curated_gene_sets:reactome_other_interleukin_signaling
Curated_gene_sets:reactome_a...45        SET      10      0.81899     0.018853      0.29828    0.0030221 Curated_gene_sets:reactome_activation_of_the_ap_1_family_of_transcription_factors
Curated_gene_sets:reactome_b...32        SET      17     -0.24028   -0.0072103      0.22773       0.8543 Curated_gene_sets:reactome_butyrate_response_factor_1_brf1_binds_and_destabilizes_mrna
Curated_gene_sets:reactome_a...118       SET      57      0.12065    0.0066224      0.12888      0.17461 Curated_gene_sets:reactome_auf1_hnrnp_d0_binds_and_destabilizes_mrna
Curated_gene_sets:reactome_t...114       SET      17     -0.37052    -0.011119      0.22774      0.94812 Curated_gene_sets:reactome_tristetraprolin_ttp_zfp36_binds_and_destabilizes_mrna
Curated_gene_sets:reactome_h...34        SET       8     -0.14887   -0.0030652      0.35272       0.6635 Curated_gene_sets:reactome_hur_elavl1_binds_and_stabilizes_mrna
Curated_gene_sets:reactome_k...7         SET      17     -0.12754   -0.0038272      0.22974       0.7106 Curated_gene_sets:reactome_ksrp_khsrp_binds_and_destabilizes_mrna
Curated_gene_sets:reactome_i...47        SET      41     -0.15939   -0.0074229      0.15922       0.8416 Curated_gene_sets:reactome_interleukin_2_family_signaling
Curated_gene_sets:reactome_t...84        SET      30    -0.039785   -0.0015854      0.18834      0.58365 Curated_gene_sets:reactome_transcriptional_regulation_of_pluripotent_stem_cells
Curated_gene_sets:reactome_s...126       SET      66     -0.13384   -0.0079035      0.11992       0.8678 Curated_gene_sets:reactome_sumoylation_of_chromatin_organization_proteins
Curated_gene_sets:reactome_s...132       SET      47     0.037648     0.001877      0.14797      0.39959 Curated_gene_sets:reactome_sumoylation_of_rna_binding_proteins
Curated_gene_sets:reactome_a...112       SET      66     0.037741    0.0022286      0.11898      0.37555 Curated_gene_sets:reactome_asymmetric_localization_of_pcp_proteins
Curated_gene_sets:reactome_s...129       SET      46    -0.066031   -0.0032569      0.14436      0.67631 Curated_gene_sets:reactome_sumoylation_of_dna_replication_proteins
Curated_gene_sets:reactome_d...31        SET      57      0.12318    0.0067611      0.12886      0.16957 Curated_gene_sets:reactome_degradation_of_axin
Curated_gene_sets:reactome_d...34        SET      59       0.1542    0.0086106      0.11988     0.099174 Curated_gene_sets:reactome_degradation_of_dvl
Curated_gene_sets:reactome_d...48        SET      29      0.24953    0.0097767      0.16236     0.062173 Curated_gene_sets:reactome_disassembly_of_the_destruction_complex_and_recruitment_of_axin_to_the_membrane
Curated_gene_sets:reactome_r...30        SET      21     -0.33404     -0.01114      0.22592      0.93036 Curated_gene_sets:reactome_regulation_of_fzd_by_ubiquitination
Curated_gene_sets:reactome_r...73        SET      14     -0.12874   -0.0035062      0.30285      0.66462 Curated_gene_sets:reactome_repression_of_wnt_target_genes
Curated_gene_sets:reactome_s...128       SET      16      0.15722    0.0045772      0.24129      0.25733 Curated_gene_sets:reactome_sumoylation_of_dna_methylation_proteins
Curated_gene_sets:reactome_s...130       SET      10     -0.27871   -0.0064156      0.26433      0.85414 Curated_gene_sets:reactome_sumoylation_of_immune_response_proteins
Curated_gene_sets:reactome_s...93        SET      32     0.088343    0.0036357       0.1713      0.30303 Curated_gene_sets:reactome_signaling_by_wnt_in_cancer
Curated_gene_sets:reactome_c...52        SET     232     0.069339    0.0076426     0.060215      0.12477 Curated_gene_sets:reactome_chromatin_organization
Curated_gene_sets:reactome_p...39        SET      14      0.27022    0.0073592       0.2381      0.12821 Curated_gene_sets:reactome_phosphorylation_site_mutants_of_ctnnb1_are_not_targeted_to_the_proteasome_by_the_destruction_complex
Curated_gene_sets:reactome_i...30        SET      28     -0.12547   -0.0048305       0.1702      0.76949 Curated_gene_sets:reactome_interconversion_of_nucleotide_di_and_triphosphates
Curated_gene_sets:reactome_p...85        SET      21     -0.13729   -0.0045783      0.18703      0.76853 Curated_gene_sets:reactome_presynaptic_function_of_kainate_receptors
Curated_gene_sets:reactome_d...23        SET      17    0.0057645   0.00017298       0.2858      0.49195 Curated_gene_sets:reactome_defective_galnt3_causes_familial_hyperphosphatemic_tumoral_calcinosis_hftc
Curated_gene_sets:reactome_d...24        SET       5     -0.45034   -0.0073312      0.40792       0.8652 Curated_gene_sets:reactome_defective_lfng_causes_scdo3
Curated_gene_sets:reactome_d...15        SET      17     0.021903   0.00065727      0.28624       0.4695 Curated_gene_sets:reactome_defective_c1galt1c1_causes_tn_polyagglutination_syndrome_tnps
Curated_gene_sets:reactome_w...3         SET      15      0.39632     0.011172      0.23942     0.048933 Curated_gene_sets:reactome_wnt5a_dependent_internalization_of_fzd4
Curated_gene_sets:reactome_i...52        SET      46     0.003097   0.00015276      0.14177      0.49129 Curated_gene_sets:reactome_interleukin_3_interleukin_5_and_gm_csf_signaling
Curated_gene_sets:reactome_w...2         SET      13     -0.29025   -0.0076172      0.28299      0.84746 Curated_gene_sets:reactome_wnt5a_dependent_internalization_of_fzd2_fzd5_and_ror2
Curated_gene_sets:reactome_o...3         SET     107    -0.089213   -0.0067002       0.1045      0.80336 Curated_gene_sets:reactome_o_linked_glycosylation
Curated_gene_sets:reactome_o...2         SET      36      -0.1884   -0.0082228      0.18917      0.84035 Curated_gene_sets:reactome_o_glycosylation_of_tsr_domain_containing_proteins
Curated_gene_sets:reactome_m...71        SET      28      0.17111    0.0065879      0.15975      0.14207 Curated_gene_sets:reactome_mitophagy
Curated_gene_sets:reactome_p...51        SET      22      0.23317    0.0079587       0.1785     0.095733 Curated_gene_sets:reactome_pink_parkin_mediated_mitophagy
Curated_gene_sets:reactome_u...8         SET      11    -0.064703   -0.0015621      0.30734      0.58337 Curated_gene_sets:reactome_uptake_and_function_of_anthrax_toxins
Curated_gene_sets:reactome_r...19        SET      19    -0.085601   -0.0027155      0.22323      0.64931 Curated_gene_sets:reactome_regulated_necrosis
Curated_gene_sets:reactome_v...5         SET      26      0.12045    0.0044688      0.19699      0.27045 Curated_gene_sets:reactome_vegfr2_mediated_vascular_permeability
Curated_gene_sets:reactome_v...4         SET      19      0.19992    0.0063418      0.22668      0.18892 Curated_gene_sets:reactome_vegfr2_mediated_cell_proliferation
Curated_gene_sets:reactome_m...58        SET      24       0.2959     0.010548       0.2002      0.06971 Curated_gene_sets:reactome_miscellaneous_transport_and_binding_events
