# MEAN_SAMPLE_SIZE = 27518
# TOTAL_GENES = 19798
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:reactome_s...11        SET      20      0.13328    0.0042342      0.20976      0.26258 Curated_gene_sets:reactome_sema4d_induced_cell_migration_and_growth_cone_collapse
Curated_gene_sets:reactome_s...9         SET      14      0.52656     0.013998      0.23844     0.013614 Curated_gene_sets:reactome_sema3a_plexin_repulsion_signaling_by_inhibiting_integrin_adhesion
Curated_gene_sets:reactome_l...19        SET      34     -0.13015   -0.0053891      0.13637      0.83005 Curated_gene_sets:reactome_lysosome_vesicle_biogenesis
Curated_gene_sets:reactome_s...112       SET      89     -0.12695   -0.0084928     0.097455      0.90365 Curated_gene_sets:reactome_sphingolipid_metabolism
Curated_gene_sets:reactome_g...12        SET     496    -0.064774    -0.010124     0.053231      0.88816 Curated_gene_sets:reactome_g_alpha_s_signalling_events
Curated_gene_sets:reactome_c...27        SET      63    -0.063682   -0.0035867      0.12556      0.69398 Curated_gene_sets:reactome_cell_cell_junction_organization
Curated_gene_sets:reactome_g...13        SET      47    -0.054492   -0.0026519      0.13426      0.65757 Curated_gene_sets:reactome_g_alpha_z_signalling_events
Curated_gene_sets:reactome_c...92        SET      66    -0.074174   -0.0042756      0.11718      0.73662 Curated_gene_sets:reactome_costimulation_by_the_cd28_family
Curated_gene_sets:reactome_c...22        SET      22     0.051242    0.0017072      0.20548      0.40154 Curated_gene_sets:reactome_cd28_dependent_pi3k_akt_signaling
Curated_gene_sets:reactome_t...34        SET      28     -0.28363    -0.010659      0.17292      0.94951 Curated_gene_sets:reactome_tight_junction_interactions
Curated_gene_sets:reactome_t...99        SET     106     -0.13485   -0.0098412     0.090766      0.93132 Curated_gene_sets:reactome_transport_of_inorganic_cations_anions_and_amino_acids_oligopeptides
Curated_gene_sets:reactome_g...62        SET      55     -0.12508   -0.0065837      0.11719      0.85708 Curated_gene_sets:reactome_golgi_associated_vesicle_biogenesis
Curated_gene_sets:reactome_c...106       SET      21    -0.096105   -0.0031284      0.18798      0.69541 Curated_gene_sets:reactome_ctla4_inhibitory_signaling
Curated_gene_sets:reactome_b...30        SET      18    -0.074413   -0.0022428       0.2199      0.63247 Curated_gene_sets:reactome_branched_chain_amino_acid_catabolism
Curated_gene_sets:reactome_f...33        SET      38      -0.1044   -0.0045694      0.15118      0.75507 Curated_gene_sets:reactome_formation_of_fibrin_clot_clotting_cascade
Curated_gene_sets:reactome_d...9         SET      25     -0.17015   -0.0060428      0.16453      0.84946 Curated_gene_sets:reactome_deadenylation_of_mrna
Curated_gene_sets:reactome_m...83        SET      15     -0.27137   -0.0074668      0.24137      0.86954 Curated_gene_sets:reactome_mrna_decay_by_5_to_3_exoribonuclease
Curated_gene_sets:reactome_s...29        SET      31   -0.0013241  -5.2356e-05      0.16406      0.50322 Curated_gene_sets:reactome_signal_amplification
Curated_gene_sets:reactome_z...4         SET      17      0.23344    0.0068379      0.18926      0.10871 Curated_gene_sets:reactome_zinc_transporters
Curated_gene_sets:reactome_m...47        SET      26       0.2345    0.0084925      0.15856     0.069586 Curated_gene_sets:reactome_metal_ion_slc_transporters
Curated_gene_sets:reactome_s...104       SET      38    -0.091857   -0.0040206      0.14971      0.73024 Curated_gene_sets:reactome_smooth_muscle_contraction
Curated_gene_sets:reactome_m...82        SET      14    0.0098456   0.00026173         0.23      0.48293 Curated_gene_sets:reactome_mrna_decay_by_3_to_5_exoribonuclease
Curated_gene_sets:reactome_d...8         SET      54     -0.14678   -0.0076554      0.11681      0.89553 Curated_gene_sets:reactome_deadenylation_dependent_mrna_decay
Curated_gene_sets:reactome_t...28        SET      22    -0.065676   -0.0021882      0.19857      0.62958 Curated_gene_sets:reactome_thromboxane_signalling_through_tp_receptor
Curated_gene_sets:reactome_c...32        SET      18    -0.011065  -0.00033349      0.20305      0.52173 Curated_gene_sets:reactome_cell_extracellular_matrix_interactions
Curated_gene_sets:reactome_c...33        SET      90     0.022086    0.0014858      0.10056      0.41308 Curated_gene_sets:reactome_cell_junction_organization
Curated_gene_sets:reactome_p...119       SET      31    -0.066993   -0.0026489      0.15576      0.66644 Curated_gene_sets:reactome_pyruvate_metabolism
Curated_gene_sets:reactome_p...114       SET      18      0.14624    0.0044075      0.21303      0.24622 Curated_gene_sets:reactome_purine_catabolism
Curated_gene_sets:reactome_m...42        SET     661   -0.0045062  -0.00080953     0.033164      0.55404 Curated_gene_sets:reactome_metabolism_of_rna
Curated_gene_sets:reactome_m...72        SET     151    -0.091184   -0.0079331     0.070408      0.90235 Curated_gene_sets:reactome_mitotic_g1_g1_s_phases
Curated_gene_sets:reactome_r...47        SET      89     -0.19354    -0.012948     0.091865      0.98243 Curated_gene_sets:reactome_regulation_of_mitotic_cell_cycle
Curated_gene_sets:reactome_t...2         SET      32    -0.030155   -0.0012114      0.16187      0.57389 Curated_gene_sets:reactome_tak1_activates_nfkb_by_phosphorylation_and_activation_of_ikks_complex
Curated_gene_sets:reactome_m...96        SET      28    -0.040724   -0.0015304      0.19856      0.58125 Curated_gene_sets:reactome_myogenesis
Curated_gene_sets:reactome_a...33        SET      29      0.05633    0.0021544       0.1651      0.36649 Curated_gene_sets:reactome_activation_of_kainate_receptors_upon_glutamate_binding
Curated_gene_sets:reactome_i...70        SET      10     0.098195    0.0022064        0.289      0.36701 Curated_gene_sets:reactome_ionotropic_activity_of_kainate_receptors
Curated_gene_sets:reactome_m...9         SET      31    -0.059126   -0.0023379      0.15326      0.65017 Curated_gene_sets:reactome_mapk_targets_nuclear_events_mediated_by_map_kinases
Curated_gene_sets:reactome_g...66        SET     438    -0.016652   -0.0024493     0.047761      0.63632 Curated_gene_sets:reactome_gpcr_ligand_binding
Curated_gene_sets:reactome_j...1         SET      22    -0.055099   -0.0018358      0.20199      0.60749 Curated_gene_sets:reactome_jnk_c_jun_kinases_phosphorylation_and_activation_mediated_by_activated_human_tak1
Curated_gene_sets:reactome_t...27        SET      31     -0.14156   -0.0055973      0.15944      0.81268 Curated_gene_sets:reactome_thrombin_signalling_through_proteinase_activated_receptors_pars
Curated_gene_sets:reactome_e...17        SET      28      0.27367     0.010285      0.17256     0.056381 Curated_gene_sets:reactome_energy_dependent_regulation_of_mtor_by_lkb1_ampk
Curated_gene_sets:reactome_m...73        SET     201    -0.041227   -0.0041329     0.063332      0.74246 Curated_gene_sets:reactome_mitotic_g2_g2_m_phases
Curated_gene_sets:reactome_a...22        SET      23    -0.075544   -0.0025734      0.19782      0.64872 Curated_gene_sets:reactome_activated_tak1_mediates_p38_mapk_activation
Curated_gene_sets:reactome_d...73        SET     313     0.035875    0.0044751     0.050037       0.2367 Curated_gene_sets:reactome_dna_repair
Curated_gene_sets:reactome_e...6         SET      26      -0.1458   -0.0052804       0.2069       0.7595 Curated_gene_sets:reactome_effects_of_pip2_hydrolysis
Curated_gene_sets:reactome_p...73        SET    1390    -0.054521     -0.01393     0.024998       0.9854 Curated_gene_sets:reactome_post_translational_protein_modification
Curated_gene_sets:reactome_c...53        SET      93    -0.044531   -0.0030449     0.090421      0.68881 Curated_gene_sets:reactome_chromosome_maintenance
Curated_gene_sets:reactome_l...1         SET     120    -0.040183    -0.003119      0.08471      0.68237 Curated_gene_sets:reactome_l1cam_interactions
Curated_gene_sets:reactome_i...26        SET      31       0.0427    0.0016884      0.18196      0.40724 Curated_gene_sets:reactome_interaction_between_l1_and_ankyrins
Curated_gene_sets:reactome_s...32        SET      22   0.00028345   9.4439e-06      0.19901      0.49943 Curated_gene_sets:reactome_signal_transduction_by_l1
Curated_gene_sets:reactome_t...107       SET      43      0.22567     0.010506       0.1367     0.049397 Curated_gene_sets:reactome_transport_of_vitamins_nucleosides_and_related_molecules
Curated_gene_sets:reactome_h...18        SET      11      0.19758     0.004656       0.3248       0.2715 Curated_gene_sets:reactome_highly_calcium_permeable_postsynaptic_nicotinic_acetylcholine_receptors
Curated_gene_sets:reactome_o...16        SET      15     -0.37692    -0.010371      0.27769      0.91266 Curated_gene_sets:reactome_organic_cation_anion_zwitterion_transport
Curated_gene_sets:reactome_d...5         SET      14      0.33971    0.0090307      0.25152     0.088415 Curated_gene_sets:reactome_dcc_mediated_attractive_signaling
Curated_gene_sets:reactome_r...16        SET      48    -0.064285   -0.0031616      0.13044      0.68893 Curated_gene_sets:reactome_recycling_pathway_of_l1
Curated_gene_sets:reactome_s...172       SET      61      0.14108    0.0078193      0.11123      0.10233 Curated_gene_sets:reactome_synthesis_of_substrates_in_n_glycan_biosythesis
Curated_gene_sets:reactome_r...80        SET      93    -0.021608   -0.0014775     0.088323      0.59663 Curated_gene_sets:reactome_respiratory_electron_transport
Curated_gene_sets:reactome_a...103       SET     304      0.02696    0.0033151     0.049894      0.29449 Curated_gene_sets:reactome_asparagine_n_linked_glycosylation
Curated_gene_sets:reactome_a...110       SET      71     -0.14863   -0.0088851     0.098564      0.93421 Curated_gene_sets:reactome_assembly_of_the_pre_replicative_complex
Curated_gene_sets:reactome_b...26        SET      77     0.041071    0.0025565      0.10051       0.3414 Curated_gene_sets:reactome_biosynthesis_of_the_n_glycan_precursor_dolichol_lipid_linked_oligosaccharide_llo_and_transfer_to_a_nascent_protein
Curated_gene_sets:reactome_c...42        SET      16      0.18802    0.0053431      0.26952      0.24272 Curated_gene_sets:reactome_cgmp_effects
Curated_gene_sets:reactome_r...59        SET      23      -0.1175   -0.0040028      0.21802      0.70504 Curated_gene_sets:reactome_regulation_of_signaling_by_cbl
Curated_gene_sets:reactome_c...7         SET      26    0.0086994   0.00031506      0.15768        0.478 Curated_gene_sets:reactome_calnexin_calreticulin_cycle
Curated_gene_sets:reactome_p...9         SET      14     0.015239   0.00040509      0.25845      0.47649 Curated_gene_sets:reactome_passive_transport_by_aquaporins
Curated_gene_sets:reactome_n...48        SET      22    -0.012131  -0.00040417      0.23231      0.52082 Curated_gene_sets:reactome_nitric_oxide_stimulates_guanylate_cyclase
Curated_gene_sets:reactome_p...65        SET      84     -0.12585   -0.0081806      0.10411      0.88662 Curated_gene_sets:reactome_platelet_homeostasis
Curated_gene_sets:reactome_n...4         SET      35     0.085754    0.0036025      0.14001      0.27011 Curated_gene_sets:reactome_n_glycan_trimming_in_the_er_and_calnexin_calreticulin_cycle
Curated_gene_sets:reactome_p...66        SET      16      -0.3231   -0.0091816        0.209      0.93893 Curated_gene_sets:reactome_platelet_sensitization_by_ldl
Curated_gene_sets:reactome_a...98        SET      52    -0.056898   -0.0029123      0.12636      0.67375 Curated_gene_sets:reactome_aquaporin_mediated_transport
Curated_gene_sets:reactome_r...7         SET      16      0.14182    0.0040303      0.23739      0.27512 Curated_gene_sets:reactome_rap1_signalling
Curated_gene_sets:reactome_p...64        SET      28   -0.0063379  -0.00023819      0.18382      0.51375 Curated_gene_sets:reactome_platelet_calcium_homeostasis
Curated_gene_sets:reactome_p...98        SET      18    -0.063611   -0.0019172      0.21743      0.61507 Curated_gene_sets:reactome_prostacyclin_signalling_through_prostacyclin_receptor
Curated_gene_sets:reactome_g...23        SET      19      0.11969    0.0037061      0.21068      0.28498 Curated_gene_sets:reactome_gaba_synthesis_release_reuptake_and_degradation
Curated_gene_sets:reactome_i...7         SET      22      0.29144      0.00971      0.18615     0.058727 Curated_gene_sets:reactome_incretin_synthesis_secretion_and_inactivation
Curated_gene_sets:reactome_t...104       SET      12    -0.023732   -0.0005841      0.28573       0.5331 Curated_gene_sets:reactome_transport_of_organic_anions
Curated_gene_sets:reactome_i...71        SET      14     -0.25168   -0.0066904       0.2571      0.83618 Curated_gene_sets:reactome_irak1_recruits_ikk_complex
Curated_gene_sets:reactome_t...61        SET      27     -0.27247    -0.010056      0.17798       0.9371 Curated_gene_sets:reactome_traf6_mediated_irf7_activation
Curated_gene_sets:reactome_c...58        SET      70    -0.035597    -0.002113      0.11164      0.62508 Curated_gene_sets:reactome_circadian_clock
Curated_gene_sets:reactome_f...1         SET     162     0.032769    0.0029521     0.072697      0.32609 Curated_gene_sets:reactome_factors_involved_in_megakaryocyte_development_and_platelet_production
Curated_gene_sets:reactome_r...39        SET      14      -0.1259   -0.0033469      0.24468      0.69657 Curated_gene_sets:reactome_regulation_of_ifng_signaling
Curated_gene_sets:reactome_r...48        SET      88    -0.076146   -0.0050655     0.093465      0.79237 Curated_gene_sets:reactome_regulation_of_mrna_stability_by_proteins_that_bind_au_rich_elements
Curated_gene_sets:reactome_t...59        SET      14     -0.22516   -0.0059856      0.21468      0.85286 Curated_gene_sets:reactome_traf3_dependent_irf_activation_pathway
Curated_gene_sets:reactome_g...21        SET      38    -0.044285   -0.0019384      0.15361      0.61344 Curated_gene_sets:reactome_gaba_b_receptor_activation
Curated_gene_sets:reactome_t...108       SET     186     0.009472   0.00091379     0.064116      0.44128 Curated_gene_sets:reactome_transport_to_the_golgi_and_subsequent_modification
Curated_gene_sets:reactome_i...77        SET      57     0.029127    0.0015607      0.11611      0.40097 Curated_gene_sets:reactome_iron_uptake_and_transport
Curated_gene_sets:reactome_i...32        SET      90     0.039135    0.0026327      0.10129      0.34962 Curated_gene_sets:reactome_interferon_gamma_signaling
Curated_gene_sets:reactome_n...1         SET      15    -0.044992    -0.001238      0.24304      0.57343 Curated_gene_sets:reactome_n_glycan_antennae_elongation
Curated_gene_sets:reactome_t...62        SET      15     0.011553   0.00031788      0.23644      0.48052 Curated_gene_sets:reactome_traf6_mediated_irf7_activation_in_tlr7_8_or_9_signaling
Curated_gene_sets:reactome_a...32        SET      17   -0.0088301  -0.00025864      0.20362      0.51729 Curated_gene_sets:reactome_activation_of_irf3_irf7_mediated_by_tbk1_ikk_epsilon
Curated_gene_sets:reactome_i...69        SET      55    -0.061733   -0.0032493      0.12549      0.68862 Curated_gene_sets:reactome_ion_transport_by_p_type_atpases
Curated_gene_sets:reactome_i...31        SET      68       0.1765     0.010327      0.11733     0.066261 Curated_gene_sets:reactome_interferon_alpha_beta_signaling
Curated_gene_sets:reactome_a...66        SET      13     -0.14673   -0.0037588       0.2494      0.72184 Curated_gene_sets:reactome_advanced_glycosylation_endproduct_receptor_signaling
Curated_gene_sets:reactome_g...22        SET      54     -0.12483   -0.0065104      0.13434       0.8236 Curated_gene_sets:reactome_gaba_receptor_activation
Curated_gene_sets:reactome_k...6         SET      60     0.072729    0.0039978      0.11162      0.25735 Curated_gene_sets:reactome_kinesins
Curated_gene_sets:reactome_n...2         SET      26      0.18601    0.0067365      0.17525      0.14427 Curated_gene_sets:reactome_n_glycan_antennae_elongation_in_the_medial_trans_golgi
Curated_gene_sets:reactome_r...38        SET      25      0.16361    0.0058103      0.22384      0.23242 Curated_gene_sets:reactome_regulation_of_ifna_signaling
Curated_gene_sets:reactome_i...33        SET     198   -0.0082424  -0.00082017     0.067122      0.54887 Curated_gene_sets:reactome_interferon_signaling
Curated_gene_sets:reactome_t...86        SET      31      0.14392    0.0056907      0.15068      0.16975 Curated_gene_sets:reactome_transferrin_endocytosis_and_recycling
Curated_gene_sets:reactome_d...92        SET      11     -0.10795   -0.0025439      0.32233      0.63115 Curated_gene_sets:reactome_dscam_interactions
Curated_gene_sets:reactome_i...67        SET     183     0.076381    0.0073096     0.068302      0.13173 Curated_gene_sets:reactome_ion_channel_transport
Curated_gene_sets:reactome_i...2         SET      23     -0.25149   -0.0085669      0.21207      0.88216 Curated_gene_sets:reactome_ikk_complex_recruitment_mediated_by_rip1
Curated_gene_sets:reactome_f...35        SET      43    -0.051851   -0.0024139      0.12156      0.66515 Curated_gene_sets:reactome_formation_of_incision_complex_in_gg_ner
Curated_gene_sets:reactome_t...85        SET      83   -0.0047718  -0.00030832     0.099147      0.51919 Curated_gene_sets:reactome_transcriptional_regulation_of_white_adipocyte_differentiation
Curated_gene_sets:reactome_e...15        SET      31    -0.075638   -0.0029908      0.17135      0.67054 Curated_gene_sets:reactome_endosomal_sorting_complex_required_for_transport_escrt
Curated_gene_sets:reactome_m...15        SET      66    -0.043903   -0.0025307      0.12291      0.63953 Curated_gene_sets:reactome_meiotic_recombination
Curated_gene_sets:reactome_p...63        SET      40    -0.029966   -0.0013456      0.13378      0.58862 Curated_gene_sets:reactome_platelet_aggregation_plug_formation
Curated_gene_sets:reactome_s...66        SET     217    -0.083559   -0.0087002     0.063022      0.90755 Curated_gene_sets:reactome_signaling_by_notch
Curated_gene_sets:reactome_l...2         SET      20     -0.17829    -0.005664      0.17972      0.83941 Curated_gene_sets:reactome_lagging_strand_synthesis
Curated_gene_sets:reactome_i...11        SET      12     -0.18772   -0.0046203      0.23991      0.78302 Curated_gene_sets:reactome_inhibition_of_replication_initiation_of_damaged_dna_by_rb1_e2f1
Curated_gene_sets:reactome_e...42        SET      11      0.18594    0.0043818      0.32583      0.28411 Curated_gene_sets:reactome_ethanol_oxidation
Curated_gene_sets:reactome_s...174       SET      24   -0.0021451  -7.4645e-05      0.20173      0.50424 Curated_gene_sets:reactome_synthesis_of_very_long_chain_fatty_acyl_coas
Curated_gene_sets:reactome_d...74        SET     130     -0.13438    -0.010854     0.073731      0.96581 Curated_gene_sets:reactome_dna_replication
Curated_gene_sets:reactome_e...2         SET      21    -0.020988   -0.0006832       0.1821      0.54588 Curated_gene_sets:reactome_e2f_mediated_regulation_of_dna_replication
Curated_gene_sets:reactome_m...31        SET     296    -0.094338    -0.011449     0.053316      0.96158 Curated_gene_sets:reactome_metabolism_of_carbohydrates
Curated_gene_sets:reactome_s...57        SET      79     -0.07636    -0.004814       0.1027      0.77141 Curated_gene_sets:reactome_signaling_by_insulin_receptor
Curated_gene_sets:reactome_s...30        SET      10     -0.34328   -0.0077132      0.28143      0.88871 Curated_gene_sets:reactome_signal_attenuation
Curated_gene_sets:reactome_s...109       SET       7     -0.39377   -0.0074032      0.33462      0.88035 Curated_gene_sets:reactome_sos_mediated_signalling
Curated_gene_sets:reactome_h...15        SET     608    -0.060066    -0.010364     0.038091      0.94258 Curated_gene_sets:reactome_hemostasis
Curated_gene_sets:reactome_h...22        SET     233    -0.076637    -0.008265     0.058358      0.90544 Curated_gene_sets:reactome_hiv_infection
Curated_gene_sets:reactome_h...23        SET     149    -0.022066   -0.0019071     0.075414      0.61508 Curated_gene_sets:reactome_hiv_life_cycle
Curated_gene_sets:reactome_e...4         SET      14      0.39611      0.01053      0.24853     0.055494 Curated_gene_sets:reactome_early_phase_of_hiv_life_cycle
Curated_gene_sets:reactome_h...27        SET     133     -0.17421    -0.014231     0.077068       0.9881 Curated_gene_sets:reactome_host_interactions_of_hiv_factors
Curated_gene_sets:reactome_v...8         SET      44    -0.028377   -0.0013363      0.14745       0.5763 Curated_gene_sets:reactome_viral_messenger_rna_synthesis
Curated_gene_sets:reactome_i...29        SET      36     -0.13892   -0.0059188      0.16568      0.79913 Curated_gene_sets:reactome_interactions_of_vpr_with_host_cellular_proteins
Curated_gene_sets:reactome_f...32        SET      15      0.15578    0.0042863      0.18974      0.20584 Curated_gene_sets:reactome_formation_of_atp_by_chemiosmotic_coupling
Curated_gene_sets:reactome_a...25        SET      37      0.17825    0.0076988       0.1297     0.084672 Curated_gene_sets:reactome_activation_of_atr_in_response_to_replication_stress
Curated_gene_sets:reactome_u...6         SET      12   0.00089552   2.2041e-05      0.24847      0.49856 Curated_gene_sets:reactome_unwinding_of_dna
Curated_gene_sets:reactome_g...46        SET      26     -0.23512   -0.0085152      0.24592      0.83048 Curated_gene_sets:reactome_glucuronidation
Curated_gene_sets:reactome_i...16        SET    1036    -0.036396   -0.0081052     0.029694      0.88983 Curated_gene_sets:reactome_innate_immune_system
Curated_gene_sets:reactome_m...75        SET     197    -0.040974    -0.004067     0.063862      0.73943 Curated_gene_sets:reactome_mitotic_prometaphase
Curated_gene_sets:reactome_g...4         SET      29       0.2588    0.0098978       0.1544     0.046867 Curated_gene_sets:reactome_g1_s_specific_transcription
Curated_gene_sets:reactome_s...87        SET      72    -0.069823   -0.0042031      0.10929      0.73855 Curated_gene_sets:reactome_signaling_by_tgf_beta_receptor_complex
Curated_gene_sets:reactome_p...38        SET      19     -0.29486   -0.0091303      0.21373      0.91614 Curated_gene_sets:reactome_phosphorylation_of_the_apc_c
Curated_gene_sets:reactome_c...115       SET      24      0.30262      0.01053      0.19006     0.055677 Curated_gene_sets:reactome_cytosolic_sulfonation_of_small_molecules
Curated_gene_sets:reactome_i...23        SET       9      0.57447     0.012246      0.31743     0.035175 Curated_gene_sets:reactome_integration_of_provirus
Curated_gene_sets:reactome_g...50        SET      36     0.055482    0.0023638      0.16308      0.36685 Curated_gene_sets:reactome_glutathione_conjugation
Curated_gene_sets:reactome_c...78        SET      58      0.09409    0.0050854      0.13291       0.2395 Curated_gene_sets:reactome_complement_cascade
Curated_gene_sets:reactome_m...89        SET      22      0.41242     0.013741      0.17318    0.0086288 Curated_gene_sets:reactome_mtorc1_mediated_signalling
Curated_gene_sets:reactome_a...27        SET      30      0.43034     0.016739      0.17938    0.0082233 Curated_gene_sets:reactome_activation_of_bh3_only_proteins
Curated_gene_sets:reactome_g...45        SET      92      -0.1465   -0.0099636     0.091807      0.94472 Curated_gene_sets:reactome_glucose_metabolism
Curated_gene_sets:reactome_v...19        SET      43     0.064704    0.0030123       0.1604      0.34334 Curated_gene_sets:reactome_voltage_gated_potassium_channels
Curated_gene_sets:reactome_a...58        SET     752     -0.05862    -0.011206     0.034249       0.9565 Curated_gene_sets:reactome_adaptive_immune_system
Curated_gene_sets:reactome_n...49        SET      35    -0.097148   -0.0040812      0.16079      0.72714 Curated_gene_sets:reactome_nod1_2_signaling_pathway
Curated_gene_sets:reactome_c...112       SET     843    -0.029607    -0.005978     0.032727      0.81717 Curated_gene_sets:reactome_cytokine_signaling_in_immune_system
Curated_gene_sets:reactome_m...16        SET      63     0.089632    0.0050482      0.10774      0.20273 Curated_gene_sets:reactome_meiotic_synapsis
Curated_gene_sets:reactome_t...22        SET      14     -0.28681   -0.0076244      0.21079      0.91317 Curated_gene_sets:reactome_the_nlrp3_inflammasome
Curated_gene_sets:reactome_c...63        SET     375     -0.11255    -0.015343     0.046863      0.99184 Curated_gene_sets:reactome_class_i_mhc_mediated_antigen_processing_presentation
Curated_gene_sets:reactome_t...3         SET      12      0.26229    0.0064557      0.29592      0.18772 Curated_gene_sets:reactome_tandem_pore_domain_potassium_channels
Curated_gene_sets:reactome_i...9         SET      19     -0.21728   -0.0067279      0.18548      0.87927 Curated_gene_sets:reactome_inflammasomes
Curated_gene_sets:reactome_p...74        SET      98     0.030793    0.0021612      0.10415      0.38374 Curated_gene_sets:reactome_potassium_channels
Curated_gene_sets:reactome_n...79        SET      53     -0.17796   -0.0091957      0.12602      0.92105 Curated_gene_sets:reactome_nucleotide_binding_domain_leucine_rich_repeat_containing_receptor_nlr_signaling_pathways
Curated_gene_sets:reactome_t...9         SET      66    -0.092633   -0.0053397      0.10588      0.80917 Curated_gene_sets:reactome_telomere_maintenance
Curated_gene_sets:reactome_p...61        SET     258     -0.04558   -0.0051694     0.055849      0.79278 Curated_gene_sets:reactome_platelet_activation_signaling_and_aggregation
Curated_gene_sets:reactome_c...94        SET      14     -0.56429    -0.015001      0.31765      0.96216 Curated_gene_sets:reactome_creation_of_c4_and_c2_activators
Curated_gene_sets:reactome_a...90        SET      25     -0.36849    -0.013086      0.18309      0.97792 Curated_gene_sets:reactome_apc_cdc20_mediated_degradation_of_nek2a
Curated_gene_sets:reactome_i...13        SET      23     -0.12745   -0.0043418      0.22513      0.71435 Curated_gene_sets:reactome_initial_triggering_of_complement
Curated_gene_sets:reactome_e...45        SET      30     -0.17757   -0.0069071      0.14904      0.88325 Curated_gene_sets:reactome_extension_of_telomeres
Curated_gene_sets:reactome_g...5         SET     160    -0.013116   -0.0011743     0.068453      0.57597 Curated_gene_sets:reactome_g2_m_checkpoints
Curated_gene_sets:reactome_g...6         SET      84     0.057143    0.0037143      0.09652      0.27692 Curated_gene_sets:reactome_g2_m_dna_damage_checkpoint
Curated_gene_sets:reactome_s...1         SET     164    -0.065554   -0.0059418     0.065512       0.8415 Curated_gene_sets:reactome_s_phase
Curated_gene_sets:reactome_t...122       SET      14      0.23046    0.0061264      0.25985      0.18758 Curated_gene_sets:reactome_tryptophan_catabolism
Curated_gene_sets:reactome_d...77        SET      32     -0.11675   -0.0046903      0.14563      0.78864 Curated_gene_sets:reactome_dna_strand_elongation
Curated_gene_sets:reactome_c...47        SET      25     -0.33129    -0.011765      0.16516      0.97756 Curated_gene_sets:reactome_cholesterol_biosynthesis
Curated_gene_sets:reactome_f...25        SET      12      0.24003    0.0059078      0.28902      0.20313 Curated_gene_sets:reactome_fgfr2c_ligand_binding_and_activation
Curated_gene_sets:reactome_m...41        SET      16     -0.18983   -0.0053944      0.22639      0.79913 Curated_gene_sets:reactome_metabolism_of_porphyrins
Curated_gene_sets:reactome_v...7         SET      57     -0.30621    -0.016407       0.1092      0.99748 Curated_gene_sets:reactome_vif_mediated_degradation_of_apobec3g
Curated_gene_sets:reactome_s...43        SET      86    -0.081423   -0.0053549     0.098044      0.79686 Curated_gene_sets:reactome_signaling_by_fgfr
Curated_gene_sets:reactome_d...46        SET      11     0.011063   0.00026071      0.26182      0.48315 Curated_gene_sets:reactome_digestion_of_dietary_carbohydrate
Curated_gene_sets:reactome_f...17        SET      15      0.19067    0.0052465      0.25416      0.22657 Curated_gene_sets:reactome_fgfr1_ligand_binding_and_activation
Curated_gene_sets:reactome_g...28        SET      37       0.1094    0.0047251      0.15878      0.24542 Curated_gene_sets:reactome_gap_junction_assembly
Curated_gene_sets:reactome_s...154       SET      17       0.1169     0.003424      0.18788      0.26691 Curated_gene_sets:reactome_synthesis_of_glycosylphosphatidylinositol_gpi
Curated_gene_sets:reactome_i...64        SET      51      0.17698    0.0089714      0.12967     0.086153 Curated_gene_sets:reactome_intrinsic_pathway_for_apoptosis
Curated_gene_sets:reactome_a...96        SET      52    -0.044171   -0.0022608      0.12003      0.64356 Curated_gene_sets:reactome_apoptotic_execution_phase
Curated_gene_sets:nakamura_c...2         SET      24     0.016262   0.00056587      0.20052      0.46768 Curated_gene_sets:nakamura_cancer_microenvironment_up
Curated_gene_sets:nakamura_c...1         SET      45      0.14307    0.0068133      0.13102      0.13742 Curated_gene_sets:nakamura_cancer_microenvironment_dn
Curated_gene_sets:west_adren...5         SET      22     -0.39501    -0.013161      0.19543      0.97836 Curated_gene_sets:west_adrenocortical_tumor_markers_up
Curated_gene_sets:west_adren...4         SET      20      0.11818    0.0037543       0.2071      0.28413 Curated_gene_sets:west_adrenocortical_tumor_markers_dn
Curated_gene_sets:winter_hyp...3         SET      95    -0.062474   -0.0043174      0.09203      0.75138 Curated_gene_sets:winter_hypoxia_up
Curated_gene_sets:winter_hyp...1         SET      50     0.029975    0.0015045       0.1379      0.41396 Curated_gene_sets:winter_hypoxia_dn
Curated_gene_sets:parent_mto...2         SET     556     0.038577    0.0063736     0.038773      0.15989 Curated_gene_sets:parent_mtor_signaling_up
Curated_gene_sets:parent_mto...1         SET      43      -0.1696   -0.0078956      0.13857       0.8895 Curated_gene_sets:parent_mtor_signaling_dn
Curated_gene_sets:pyeon_hpv_...2         SET      90     0.079652    0.0053583     0.090884      0.19041 Curated_gene_sets:pyeon_hpv_positive_tumors_up
Curated_gene_sets:pyeon_hpv_...1         SET       9      0.45526    0.0097048      0.33286     0.085709 Curated_gene_sets:pyeon_hpv_positive_tumors_dn
Curated_gene_sets:nakamura_t...2         SET     274     0.022094    0.0025813      0.05379      0.34063 Curated_gene_sets:nakamura_tumor_zone_peripheral_vs_central_up
