GenomicLocus	region1	region2	FDR	type	DB	tissue/cell	inter/intra	SNPs	genes	ciMapFilt
12	16:72480001-72520000	16:73600001-73640000	1.212013e-14	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:73640001-73680000	1.640932e-57	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:73680001-73720000	7.275035e-41	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:73720001-73760000	3.390157e-24	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:73760001-73800000	5.871432e-11	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:73800001-73840000	3.500612e-37	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:73840001-73880000	5.328116e-19	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:73880001-73920000	2.609678e-72	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:73920001-73960000	4.598869e-60	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:73960001-74000000	3.856627e-61	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:74000001-74040000	4.280001e-35	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:74040001-74080000	6.436095e-10	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:74080001-74120000	1.20745e-54	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:74120001-74160000	2.775767e-19	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:74160001-74200000	5.225557e-45	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:74200001-74240000	3.963544e-35	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:74240001-74280000	3.960577e-53	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:74280001-74320000	3.637455e-18	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	NA	0
12	16:72480001-72520000	16:74320001-74360000	1.322244e-25	HiC	GSE87112	IMR90	intra	rs177038;rs35999374	ENSG00000103035	1
12	16:72520001-72560000	16:72560001-72600000	2.957817e-09	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:72600001-72640000	2.446664e-18	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:72640001-72680000	5.320998e-12	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:72680001-72720000	3.388585e-22	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:72720001-72760000	3.067785e-08	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:72760001-72800000	1.881256e-20	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:72800001-72840000	5.548364e-113	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:72840001-72880000	6.669681e-54	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:72880001-72920000	2.589009e-87	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:72920001-72960000	6.857651e-39	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:72960001-73000000	5.421571e-43	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73000001-73040000	2.796029e-86	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73040001-73080000	6.137769e-40	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73080001-73120000	6.47307e-55	HiC	GSE87112	IMR90	intra	rs59786883	ENSG00000140836	1
12	16:72520001-72560000	16:73120001-73160000	6.844734e-27	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73160001-73200000	4.599798e-08	HiC	GSE87112	IMR90	intra	rs59786883	ENSG00000197445	1
12	16:72520001-72560000	16:73200001-73240000	1.636896e-67	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73240001-73280000	2.91326e-56	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73280001-73320000	4.818698e-17	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73320001-73360000	3.024486e-14	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73360001-73400000	9.791677e-25	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73400001-73440000	7.399161e-36	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73440001-73480000	4.562499e-38	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73480001-73520000	6.622787e-59	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73520001-73560000	1.841501e-64	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73560001-73600000	1.355562e-33	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73600001-73640000	5.854606e-43	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73640001-73680000	1.966925e-63	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73680001-73720000	6.217217e-44	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73720001-73760000	1.380945e-42	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73760001-73800000	9.84113e-23	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73800001-73840000	1.67864e-26	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73840001-73880000	1.658489e-26	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73880001-73920000	9.388577e-65	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73920001-73960000	8.006076e-80	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:73960001-74000000	2.868651e-67	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:74000001-74040000	4.13515e-22	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:74080001-74120000	7.72528e-53	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:74160001-74200000	6.71434e-37	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:74200001-74240000	5.515701e-32	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:74240001-74280000	6.746619e-38	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:74280001-74320000	8.185298e-33	HiC	GSE87112	IMR90	intra	rs59786883	NA	0
12	16:72520001-72560000	16:74320001-74360000	2.035703e-17	HiC	GSE87112	IMR90	intra	rs59786883	ENSG00000103035	1
12	16:72560001-72600000	16:72600001-72640000	7.528985e-25	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:72640001-72680000	6.163692e-10	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:72680001-72720000	7.872768e-15	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:72720001-72760000	1.553069e-18	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:72760001-72800000	1.66449e-20	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:72800001-72840000	1.627757e-64	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:72840001-72880000	3.353578e-27	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:72880001-72920000	3.027638e-48	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:72920001-72960000	1.347661e-13	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:72960001-73000000	4.971894e-09	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73000001-73040000	2.508451e-37	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73040001-73080000	1.492978e-18	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73080001-73120000	7.504063e-12	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	ENSG00000140836	1
12	16:72560001-72600000	16:73120001-73160000	1.434614e-08	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73200001-73240000	1.082819e-25	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73240001-73280000	2.987535e-33	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73360001-73400000	4.781021e-21	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73400001-73440000	1.399277e-09	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73480001-73520000	1.019552e-25	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73520001-73560000	8.130721e-47	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73560001-73600000	6.448071e-18	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73640001-73680000	9.488865e-26	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73680001-73720000	5.42169e-26	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73720001-73760000	3.540009e-21	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73760001-73800000	2.730969e-15	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73800001-73840000	9.84113e-23	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73840001-73880000	3.457556e-15	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73880001-73920000	3.681071e-45	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73920001-73960000	5.473972e-39	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:73960001-74000000	3.398322e-48	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:74000001-74040000	2.203219e-11	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:74080001-74120000	9.513972e-31	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:74160001-74200000	2.439208e-15	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:74240001-74280000	7.097083e-33	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:74280001-74320000	4.70836e-28	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72560001-72600000	16:74320001-74360000	1.195706e-11	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	ENSG00000103035	1
12	16:72560001-72600000	16:74520001-74560000	1.32528e-08	HiC	GSE87112	IMR90	intra	rs212178;rs12596294;rs117762660	NA	0
12	16:72600001-72640000	16:72640001-72680000	2.956986e-21	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:72680001-72720000	8.840952e-21	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:72720001-72760000	1.181101e-16	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:72760001-72800000	2.696607e-09	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:72800001-72840000	2.423112e-57	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:72840001-72880000	2.763468e-21	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:72880001-72920000	6.782365e-24	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:72920001-72960000	2.23578e-14	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:72960001-73000000	5.76584e-07	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73000001-73040000	2.395186e-26	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73040001-73080000	1.367072e-11	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73080001-73120000	1.201929e-07	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	ENSG00000140836	1
12	16:72600001-72640000	16:73120001-73160000	1.292001e-10	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73200001-73240000	1.396327e-30	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73240001-73280000	9.908449e-23	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73280001-73320000	7.0038e-13	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73320001-73360000	1.328745e-07	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73360001-73400000	3.664568e-18	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73400001-73440000	3.024486e-14	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73480001-73520000	4.103417e-38	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73520001-73560000	3.089948e-19	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73560001-73600000	4.195017e-08	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73600001-73640000	4.596172e-10	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73640001-73680000	3.768658e-35	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73680001-73720000	3.570876e-15	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73720001-73760000	2.562094e-12	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73760001-73800000	1.424218e-08	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73800001-73840000	1.268973e-28	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73840001-73880000	5.804798e-10	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73880001-73920000	1.575138e-34	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73920001-73960000	3.500612e-37	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:73960001-74000000	6.134399e-51	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:74000001-74040000	1.296548e-11	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:74080001-74120000	5.025497e-26	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:74160001-74200000	2.167727e-16	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:74200001-74240000	1.138408e-19	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:74240001-74280000	8.734918e-30	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:74280001-74320000	3.108286e-30	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72600001-72640000	16:74320001-74360000	1.959774e-08	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	ENSG00000103035	1
12	16:72600001-72640000	16:74600001-74640000	4.171323e-08	HiC	GSE87112	IMR90	intra	rs148926303;rs35449889	NA	0
12	16:72640001-72680000	16:72720001-72760000	7.848169e-07	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:72760001-72800000	2.84854e-08	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:72800001-72840000	6.485753e-33	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:72840001-72880000	1.301419e-09	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:72880001-72920000	7.23091e-21	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73000001-73040000	3.007306e-18	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73120001-73160000	2.432911e-08	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73200001-73240000	2.653002e-27	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73240001-73280000	2.222653e-15	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73360001-73400000	2.094986e-08	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73400001-73440000	2.40212e-13	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73440001-73480000	7.365433e-07	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73480001-73520000	1.494821e-21	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73520001-73560000	2.569278e-14	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73560001-73600000	7.04796e-10	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73600001-73640000	5.532375e-10	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73640001-73680000	8.462346e-20	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73680001-73720000	7.212015e-17	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73720001-73760000	3.020586e-07	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73760001-73800000	1.257981e-09	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73800001-73840000	1.198111e-10	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73840001-73880000	1.14123e-14	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73880001-73920000	7.314395e-18	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73920001-73960000	3.421054e-55	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:73960001-74000000	4.458687e-28	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:74000001-74040000	1.991085e-20	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:74080001-74120000	7.271203e-16	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:74200001-74240000	1.150266e-13	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:74240001-74280000	5.582031e-14	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:74280001-74320000	2.329418e-16	HiC	GSE87112	IMR90	intra	rs12924285	NA	0
12	16:72640001-72680000	16:74320001-74360000	1.044464e-07	HiC	GSE87112	IMR90	intra	rs12924285	ENSG00000103035	1
12	16:72720001-72760000	16:72760001-72800000	2.454305e-11	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:72800001-72840000	5.054365e-61	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:72880001-72920000	3.388585e-22	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:72960001-73000000	1.223932e-07	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73000001-73040000	1.975056e-09	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73080001-73120000	7.22245e-10	HiC	GSE87112	IMR90	intra	rs71386976	ENSG00000140836	1
12	16:72720001-72760000	16:73200001-73240000	2.782623e-29	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73240001-73280000	7.64998e-20	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73360001-73400000	3.427936e-14	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73400001-73440000	2.092684e-12	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73480001-73520000	8.697651e-35	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73520001-73560000	8.882562e-31	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73560001-73600000	1.630123e-10	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73640001-73680000	7.461759e-20	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73680001-73720000	9.364189e-23	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73720001-73760000	1.558895e-26	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73760001-73800000	4.006097e-09	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73800001-73840000	1.855294e-32	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73840001-73880000	2.562094e-12	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73880001-73920000	3.586016e-37	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73920001-73960000	1.005369e-41	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:73960001-74000000	6.122651e-25	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:74080001-74120000	1.373192e-15	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:74160001-74200000	1.597761e-08	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:74200001-74240000	2.383758e-12	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:74240001-74280000	4.444849e-09	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:74280001-74320000	2.665866e-26	HiC	GSE87112	IMR90	intra	rs71386976	NA	0
12	16:72720001-72760000	16:74320001-74360000	2.398842e-07	HiC	GSE87112	IMR90	intra	rs71386976	ENSG00000103035	1
1	1:43840001-43880000	1:43280001-43320000	2.824621e-12	HiC	GSE87112	IMR90	intra	rs11587504;rs685756;rs143796540;rs4141739;rs4141740;rs4141741;rs66559745;rs11210839;rs11172;rs839752;rs839754;rs839755;rs1004291;rs999288;rs839758;rs839759;rs839760;rs839761;rs710249;rs17573239;rs839768;rs839769;rs839770;rs839771;rs839772;rs839773;rs3001721;rs2152112;rs9793186;rs9793527;rs35533173	ENSG00000177868:ENSG00000164010:ENSG00000164011	1
1	1:44200001-44240000	1:43280001-43320000	7.522231e-07	HiC	GSE87112	IMR90	intra	rs3791040;rs3838466;rs3791041;rs10749850;rs1013793;rs1029632;rs1472661;rs10599480;rs59305903;rs6686238;rs201958677;rs6696529;rs6429638;rs10692321;rs2158956;rs35545005;rs28833034;rs112646031;rs7549094;rs7551551;rs7511800;rs55722803;rs56338811;rs56367078;rs56701980;rs12062824;rs6668616;rs11584382;rs6669157;rs6700256;rs6429639;rs3791042;rs3791043;rs3791044;rs6678767;rs11210912;rs61768408;rs202215468;rs11581514;rs36004035;rs11587515;rs11210913;rs11210914;rs34264939;rs72678674;rs112518613;rs7513994;rs6664485;rs6665014;rs7520053;rs201546697;rs11210915;rs7551644;rs4660261;rs56352978;rs56009633;rs3842543;rs3791046;rs11210916;rs71579310;rs6656457;rs4660745;rs11210917;rs3791047;rs7531165;rs7516647;rs11320873;rs10890280	ENSG00000177868:ENSG00000164010:ENSG00000164011	1
1	1:43840001-43880000	1:43320001-43360000	3.879632e-08	HiC	GSE87112	IMR90	intra	rs11587504;rs685756;rs143796540;rs4141739;rs4141740;rs4141741;rs66559745;rs11210839;rs11172;rs839752;rs839754;rs839755;rs1004291;rs999288;rs839758;rs839759;rs839760;rs839761;rs710249;rs17573239;rs839768;rs839769;rs839770;rs839771;rs839772;rs839773;rs3001721;rs2152112;rs9793186;rs9793527;rs35533173	NA	0
1	1:43800001-43840000	1:43360001-43400000	9.880896e-09	HiC	GSE87112	IMR90	intra	rs1199038;rs12058355;rs839993;rs710252;rs1749959;rs35732878;rs111888775;rs374643640;rs1199036;rs1760670;rs839995;rs839996;rs72669002;rs1760669;rs45508694;rs2069378;rs839763;rs839764;rs3834088;rs839765;rs652941;rs839766	NA	0
1	1:43840001-43880000	1:43360001-43400000	7.356503e-24	HiC	GSE87112	IMR90	intra	rs11587504;rs685756;rs143796540;rs4141739;rs4141740;rs4141741;rs66559745;rs11210839;rs11172;rs839752;rs839754;rs839755;rs1004291;rs999288;rs839758;rs839759;rs839760;rs839761;rs710249;rs17573239;rs839768;rs839769;rs839770;rs839771;rs839772;rs839773;rs3001721;rs2152112;rs9793186;rs9793527;rs35533173	NA	0
