# MEAN_SAMPLE_SIZE = 51027
# TOTAL_GENES = 18669
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:lopez_epit...          SET      17      0.18329    0.0055285      0.21597      0.19804 Curated_gene_sets:lopez_epithelioid_mesothelioma
Curated_gene_sets:lopez_meso...5         SET       8    0.0057947   0.00011993      0.27942      0.49173 Curated_gene_sets:lopez_mesothelioma_survival_overall_up
Curated_gene_sets:lopez_meso...4         SET      13     -0.11672    -0.003079      0.24862      0.68063 Curated_gene_sets:lopez_mesothelioma_survival_overall_dn
Curated_gene_sets:lopez_meso...6         SET      14     -0.12112   -0.0033156       0.2219      0.70741 Curated_gene_sets:lopez_mesothelioma_survival_up
Curated_gene_sets:lopez_meso...3         SET      10     -0.36826   -0.0085209      0.32321      0.87272 Curated_gene_sets:lopez_mesothelioma_survival_dn
Curated_gene_sets:korkola_co...          SET      30      0.20675    0.0082814      0.16193      0.10084 Curated_gene_sets:korkola_correlated_with_pou5f1
Curated_gene_sets:korkola_em...5         SET      18     -0.20646   -0.0064078       0.2205      0.82544 Curated_gene_sets:korkola_embryonic_carcinoma_vs_seminoma_up
Curated_gene_sets:korkola_em...4         SET      20     -0.14236   -0.0046571      0.18262      0.78216 Curated_gene_sets:korkola_embryonic_carcinoma_vs_seminoma_dn
Curated_gene_sets:kobayashi_...2         SET      92      0.05665    0.0039671     0.091662      0.26828 Curated_gene_sets:kobayashi_egfr_signaling_24hr_up
Curated_gene_sets:kobayashi_...1         SET     248    -0.019037   -0.0021796     0.054568       0.6364 Curated_gene_sets:kobayashi_egfr_signaling_24hr_dn
Curated_gene_sets:fournier_a...3         SET     272    -0.050452   -0.0060454     0.053037      0.82926 Curated_gene_sets:fournier_acinar_development_late_2
Curated_gene_sets:boylan_mul...12        SET      96    -0.099439   -0.0071125     0.096621      0.84829 Curated_gene_sets:boylan_multiple_myeloma_pca1_up
Curated_gene_sets:boylan_mul...11        SET       8     0.076185    0.0015768      0.31618       0.4048 Curated_gene_sets:boylan_multiple_myeloma_pca1_dn
Curated_gene_sets:boylan_mul...14        SET      75    -0.076179   -0.0048188       0.1099      0.75589 Curated_gene_sets:boylan_multiple_myeloma_pca3_up
Curated_gene_sets:boylan_mul...13        SET      60      0.12131    0.0068663       0.1105      0.13615 Curated_gene_sets:boylan_multiple_myeloma_pca3_dn
Curated_gene_sets:hoshida_li...3         SET     223     0.042725    0.0046417     0.059385      0.23593 Curated_gene_sets:hoshida_liver_cancer_subclass_s1
Curated_gene_sets:hoshida_li...4         SET     112    -0.038887    -0.003003     0.078704      0.68938 Curated_gene_sets:hoshida_liver_cancer_subclass_s2
Curated_gene_sets:hoshida_li...5         SET     256    -0.064238   -0.0074708     0.054825      0.87933 Curated_gene_sets:hoshida_liver_cancer_subclass_s3
Curated_gene_sets:pyeon_canc...2         SET     160    -0.035611   -0.0032827     0.072723      0.68782 Curated_gene_sets:pyeon_cancer_head_and_neck_vs_cervical_up
Curated_gene_sets:pyeon_canc...1         SET      18     0.083964     0.002606      0.21021      0.34479 Curated_gene_sets:pyeon_cancer_head_and_neck_vs_cervical_dn
Curated_gene_sets:cairo_hepa...5         SET     198     0.033238    0.0034049      0.06659      0.30884 Curated_gene_sets:cairo_hepatoblastoma_up
Curated_gene_sets:cairo_hepa...3         SET     250    -0.010974   -0.0012614     0.057561       0.5756 Curated_gene_sets:cairo_hepatoblastoma_dn
Curated_gene_sets:cairo_hepa...2         SET     587     0.006873    0.0011994     0.034959      0.42207 Curated_gene_sets:cairo_hepatoblastoma_classes_up
Curated_gene_sets:cairo_hepa...1         SET     202    -0.042765   -0.0044244     0.063091      0.75106 Curated_gene_sets:cairo_hepatoblastoma_classes_dn
Curated_gene_sets:cairo_live...2         SET     144    0.0052403   0.00045847     0.075684       0.4724 Curated_gene_sets:cairo_liver_development_up
Curated_gene_sets:cairo_live...1         SET     207    -0.082137   -0.0086011     0.061884      0.90778 Curated_gene_sets:cairo_liver_development_dn
Curated_gene_sets:cairo_hepa...4         SET      14     0.050622    0.0013858      0.24175      0.41707 Curated_gene_sets:cairo_hepatoblastoma_poor_survival
Curated_gene_sets:gutierrez_...2         SET      11    -0.039222   -0.0009518      0.28426      0.55487 Curated_gene_sets:gutierrez_chronic_lymphocytic_leukemia_up
Curated_gene_sets:gutierrez_...1         SET      54      0.08256    0.0044339      0.12299      0.25103 Curated_gene_sets:gutierrez_chronic_lymphocytic_leukemia_dn
Curated_gene_sets:gutierrez_...5         SET      10     0.042979   0.00099448      0.31309      0.44541 Curated_gene_sets:gutierrez_waldenstroems_macroglobulinemia_1_up
Curated_gene_sets:gutierrez_...4         SET       9     -0.24345   -0.0053442      0.36324      0.74864 Curated_gene_sets:gutierrez_waldenstroems_macroglobulinemia_1_dn
Curated_gene_sets:gutierrez_...3         SET      33     0.091881    0.0038597      0.14071      0.25689 Curated_gene_sets:gutierrez_multiple_myeloma_up
Curated_gene_sets:gutierrez_...6         SET      12      -0.3727   -0.0094462      0.24793       0.9336 Curated_gene_sets:gutierrez_waldenstroems_macroglobulinemia_2
Curated_gene_sets:winnepenni...2         SET     159     -0.12479    -0.011468     0.065298        0.972 Curated_gene_sets:winnepenninckx_melanoma_metastasis_up
Curated_gene_sets:hahtola_ct...1         SET      24    -0.092296   -0.0033072      0.18192      0.69404 Curated_gene_sets:hahtola_ctcl_cutaneous
Curated_gene_sets:hahtola_ct...2         SET      15      0.15281      0.00433      0.24462      0.26609 Curated_gene_sets:hahtola_ctcl_pathogenesis
Curated_gene_sets:uzonyi_res...          SET      36    -0.065404   -0.0028694      0.16033      0.65833 Curated_gene_sets:uzonyi_response_to_leukotriene_and_thrombin
Curated_gene_sets:vantveer_b...7         SET      57     0.077075    0.0042524      0.12128      0.26255 Curated_gene_sets:vantveer_breast_cancer_poor_prognosis
Curated_gene_sets:kyng_werne...2         SET      79      0.24283     0.015763      0.09776     0.006502 Curated_gene_sets:kyng_werner_syndrom_and_normal_aging_up
Curated_gene_sets:kyng_werne...1         SET     176     0.027043    0.0026134      0.06457      0.33768 Curated_gene_sets:kyng_werner_syndrom_and_normal_aging_dn
Curated_gene_sets:kyng_norma...2         SET      14      0.15148    0.0041468       0.2208      0.24634 Curated_gene_sets:kyng_normal_aging_up
Curated_gene_sets:kyng_norma...1         SET      18    -0.016764  -0.00052029      0.21997      0.53037 Curated_gene_sets:kyng_normal_aging_dn
Curated_gene_sets:kyng_werne...4         SET      14     0.081098    0.0022201      0.23545      0.36526 Curated_gene_sets:kyng_werner_syndrom_up
Curated_gene_sets:kyng_werne...3         SET      18     0.056092    0.0017409       0.2079      0.39366 Curated_gene_sets:kyng_werner_syndrom_dn
Curated_gene_sets:chiaretti_...2         SET      28     -0.23937   -0.0092634      0.16923      0.92137 Curated_gene_sets:chiaretti_t_all_refractory_to_therapy
Curated_gene_sets:chiaretti_...3         SET      19     0.022135   0.00070582      0.22542      0.46089 Curated_gene_sets:chiaretti_t_all_relapse_prognosis
Curated_gene_sets:bystrykh_h...5         SET       8     -0.15277   -0.0031619      0.26099      0.72085 Curated_gene_sets:bystrykh_hematopoiesis_stem_cell_il3ra
Curated_gene_sets:bystrykh_h...9         SET      26    -0.084588   -0.0031546       0.1734      0.68716 Curated_gene_sets:bystrykh_hematopoiesis_stem_cell_scp2_qtl_trans
Curated_gene_sets:zhan_multi...3         SET      43    -0.022001   -0.0010547      0.13118      0.56659 Curated_gene_sets:zhan_multiple_myeloma_cd1_dn
Curated_gene_sets:zhan_multi...7         SET      47     -0.18197   -0.0091192      0.12927      0.92038 Curated_gene_sets:zhan_multiple_myeloma_cd2_dn
Curated_gene_sets:zhan_multi...12        SET      35      0.16583    0.0071735      0.15742      0.14609 Curated_gene_sets:zhan_multiple_myeloma_lb_dn
Curated_gene_sets:zhan_multi...10        SET      42      0.10162    0.0048145      0.13089      0.21877 Curated_gene_sets:zhan_multiple_myeloma_hp_dn
Curated_gene_sets:zhan_multi...14        SET      40     -0.10368    -0.004794      0.14585      0.76141 Curated_gene_sets:zhan_multiple_myeloma_mf_dn
Curated_gene_sets:zhan_multi...16        SET      41     -0.29426    -0.013775       0.1341      0.98589 Curated_gene_sets:zhan_multiple_myeloma_ms_dn
Curated_gene_sets:zhan_multi...18        SET      48    -0.078173   -0.0039589      0.13397      0.72023 Curated_gene_sets:zhan_multiple_myeloma_pr_dn
Curated_gene_sets:dang_regul...2         SET      65      0.19276     0.011355      0.10356     0.031358 Curated_gene_sets:dang_regulated_by_myc_up
Curated_gene_sets:dang_regul...1         SET     240     0.041766    0.0047051     0.056052       0.2281 Curated_gene_sets:dang_regulated_by_myc_dn
Curated_gene_sets:dang_myc_t...2         SET     122     0.068265    0.0055006     0.073889      0.17778 Curated_gene_sets:dang_myc_targets_up
Curated_gene_sets:dang_myc_t...1         SET      29      0.11164     0.004397      0.15574      0.23673 Curated_gene_sets:dang_myc_targets_dn
Curated_gene_sets:dang_bound...          SET    1001    0.0017512   0.00039448     0.027326      0.47445 Curated_gene_sets:dang_bound_by_myc
Curated_gene_sets:dorn_adeno...2         SET      28    -0.062062   -0.0024017      0.15103      0.65944 Curated_gene_sets:dorn_adenovirus_infection_12hr_up
Curated_gene_sets:dorn_adeno...1         SET      32      0.15859    0.0065602      0.14043      0.12939 Curated_gene_sets:dorn_adenovirus_infection_12hr_dn
Curated_gene_sets:dorn_adeno...4         SET      11      0.32295    0.0078371      0.22426     0.074931 Curated_gene_sets:dorn_adenovirus_infection_24hr_up
Curated_gene_sets:dorn_adeno...3         SET      43     0.023044    0.0011047      0.12314      0.42578 Curated_gene_sets:dorn_adenovirus_infection_24hr_dn
Curated_gene_sets:dorn_adeno...6         SET      10      0.40714    0.0094207      0.23289     0.040224 Curated_gene_sets:dorn_adenovirus_infection_32hr_up
Curated_gene_sets:dorn_adeno...5         SET      39     0.018028   0.00082315       0.1294       0.4446 Curated_gene_sets:dorn_adenovirus_infection_32hr_dn
Curated_gene_sets:dorn_adeno...8         SET      13      0.38606     0.010184      0.20938     0.032615 Curated_gene_sets:dorn_adenovirus_infection_48hr_up
Curated_gene_sets:dorn_adeno...7         SET      40    -0.021632   -0.0010003      0.12989      0.56613 Curated_gene_sets:dorn_adenovirus_infection_48hr_dn
Curated_gene_sets:tian_tnf_s...2         SET      25    -0.052621   -0.0019244      0.19446      0.60665 Curated_gene_sets:tian_tnf_signaling_via_nfkb
Curated_gene_sets:tian_tnf_s...1         SET      21     0.068495     0.002296      0.20829      0.37114 Curated_gene_sets:tian_tnf_signaling_not_via_nfkb
Curated_gene_sets:wong_embry...          SET     323    -0.041857    -0.005458     0.047997      0.80841 Curated_gene_sets:wong_embryonic_stem_cell_core
Curated_gene_sets:wong_adult...          SET     667    -0.035393   -0.0065695     0.036353      0.83487 Curated_gene_sets:wong_adult_tissue_stem_module
Curated_gene_sets:nakayama_s...2         SET      72     0.013362    0.0008282      0.10953      0.45145 Curated_gene_sets:nakayama_soft_tissue_tumors_pca1_up
Curated_gene_sets:nakayama_s...1         SET      66     0.018276    0.0010848       0.1127      0.43559 Curated_gene_sets:nakayama_soft_tissue_tumors_pca1_dn
Curated_gene_sets:nakayama_s...4         SET      83     -0.00304  -0.00020226     0.093678      0.51294 Curated_gene_sets:nakayama_soft_tissue_tumors_pca2_up
Curated_gene_sets:nakayama_s...3         SET      72    -0.032623   -0.0020221      0.10641      0.62041 Curated_gene_sets:nakayama_soft_tissue_tumors_pca2_dn
Curated_gene_sets:chandran_m...4         SET     181   -0.0082427  -0.00080769     0.068339        0.548 Curated_gene_sets:chandran_metastasis_up
Curated_gene_sets:chandran_m...1         SET     301   -0.0076175  -0.00095944     0.052749      0.55741 Curated_gene_sets:chandran_metastasis_dn
Curated_gene_sets:mikkelsen_...4         SET      37     0.080836    0.0035952       0.1606      0.30737 Curated_gene_sets:mikkelsen_es_hcp_with_h3k27me3
Curated_gene_sets:mikkelsen_...3         SET      58    -0.079873   -0.0044452       0.1202      0.74681 Curated_gene_sets:mikkelsen_es_hcp_with_h3_unmethylated
Curated_gene_sets:mikkelsen_...5         SET      39     -0.17147   -0.0078293      0.13612       0.8961 Curated_gene_sets:mikkelsen_es_icp_with_h3k27me3
Curated_gene_sets:mikkelsen_...6         SET     658     0.024501    0.0045182     0.033113      0.22968 Curated_gene_sets:mikkelsen_es_icp_with_h3k4me3
Curated_gene_sets:mikkelsen_...7         SET     130     0.038133    0.0031711     0.077825      0.31208 Curated_gene_sets:mikkelsen_es_icp_with_h3k4me3_and_h3k27me3
Curated_gene_sets:mikkelsen_...8         SET      14      0.32826    0.0089859      0.23205     0.078602 Curated_gene_sets:mikkelsen_es_lcp_with_h3k27me3
Curated_gene_sets:mikkelsen_...9         SET     131    -0.040722   -0.0033993     0.071848      0.71457 Curated_gene_sets:mikkelsen_es_lcp_with_h3k4me3
Curated_gene_sets:mikkelsen_...10        SET       6     -0.26237    -0.004703      0.30557      0.80472 Curated_gene_sets:mikkelsen_es_lcp_with_h3k4me3_and_h3k27me3
Curated_gene_sets:mikkelsen_...29        SET     327     0.064089    0.0084076      0.05412      0.11818 Curated_gene_sets:mikkelsen_npc_hcp_with_h3k27me3
Curated_gene_sets:mikkelsen_...30        SET     197     0.014432    0.0014747     0.066505       0.4141 Curated_gene_sets:mikkelsen_npc_hcp_with_h3k4me3_and_h3k27me3
Curated_gene_sets:mikkelsen_...31        SET      12      0.03816   0.00096719      0.26075      0.44182 Curated_gene_sets:mikkelsen_npc_icp_with_h3k27me3
Curated_gene_sets:mikkelsen_...32        SET     405    0.0054858    0.0007992      0.04262      0.44879 Curated_gene_sets:mikkelsen_npc_icp_with_h3k4me3
Curated_gene_sets:mikkelsen_...34        SET       8      0.12725    0.0026336      0.27859      0.32393 Curated_gene_sets:mikkelsen_npc_with_lcp_h3k27me3
Curated_gene_sets:mikkelsen_...33        SET      58      0.17328    0.0096437      0.11578      0.06726 Curated_gene_sets:mikkelsen_npc_lcp_with_h3k4me3
Curated_gene_sets:mikkelsen_...24        SET     563      0.12604     0.021555     0.040183   0.00085619 Curated_gene_sets:mikkelsen_mef_hcp_with_h3k27me3
Curated_gene_sets:mikkelsen_...23        SET     190    -0.005617  -0.00056378     0.066731      0.53354 Curated_gene_sets:mikkelsen_mef_hcp_with_h3_unmethylated
Curated_gene_sets:yao_tempor...1         SET      66     -0.11582   -0.0068746      0.10616      0.86237 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_0
Curated_gene_sets:yao_tempor...2         SET      64     -0.13004    -0.007601      0.11606      0.86872 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_1
Curated_gene_sets:yao_tempor...11        SET      50      0.02375    0.0012275      0.12598      0.42524 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_2
Curated_gene_sets:yao_tempor...12        SET      13     -0.31541   -0.0083205       0.2498      0.89663 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_3
Curated_gene_sets:yao_tempor...13        SET      14     0.051931    0.0014216       0.2116      0.40307 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_4
Curated_gene_sets:yao_tempor...14        SET      28     0.055492    0.0021475       0.1852      0.38223 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_5
Curated_gene_sets:yao_tempor...15        SET      69     0.027743    0.0016836      0.10969      0.40017 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_6
Curated_gene_sets:yao_tempor...16        SET      64    -0.015845  -0.00092618      0.10352      0.56082 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_7
Curated_gene_sets:yao_tempor...17        SET      47      0.15092    0.0075632      0.13692      0.13518 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_8
Curated_gene_sets:yao_tempor...18        SET      69     -0.20042    -0.012162     0.097987      0.97958 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_9
Curated_gene_sets:yao_tempor...3         SET      67      0.19511     0.011668      0.10353      0.02976 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_10
Curated_gene_sets:yao_tempor...4         SET      95    -0.051741   -0.0036816      0.08631      0.72557 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_11
Curated_gene_sets:yao_tempor...5         SET      69      0.17711     0.010748     0.097441     0.034572 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_12
Curated_gene_sets:yao_tempor...6         SET     158    -0.024773   -0.0022694     0.067217      0.64377 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_13
Curated_gene_sets:yao_tempor...7         SET     134     -0.01637    -0.001382     0.070631      0.59164 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_14
Curated_gene_sets:yao_tempor...8         SET      31    0.0061782   0.00025156      0.13959      0.48235 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_15
Curated_gene_sets:yao_tempor...9         SET      69      0.06124    0.0037163      0.10568      0.28114 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_16
Curated_gene_sets:yao_tempor...10        SET     175     0.074186    0.0071491     0.061854       0.1152 Curated_gene_sets:yao_temporal_response_to_progesterone_cluster_17
Curated_gene_sets:sengupta_e...          SET     137      0.13925     0.011885     0.073455     0.029009 Curated_gene_sets:sengupta_ebna1_anticorrelated
Curated_gene_sets:yih_respon...5         SET       9      0.19263    0.0042285      0.31396      0.26976 Curated_gene_sets:yih_response_to_arsenite_c5
Curated_gene_sets:mootha_pyr             SET       6      0.34396    0.0061655       0.3311      0.14945 Curated_gene_sets:mootha_pyr
Curated_gene_sets:mootha_ffa...          SET      22    -0.068385   -0.0023462      0.16517      0.66057 Curated_gene_sets:mootha_ffa_oxydation
Curated_gene_sets:mootha_glu...          SET      29      0.11738    0.0046229       0.1554      0.22502 Curated_gene_sets:mootha_gluconeogenesis
Curated_gene_sets:mootha_gly...1         SET      19    -0.064359   -0.0020522      0.19397      0.62998 Curated_gene_sets:mootha_glycogen_metabolism
Curated_gene_sets:mootha_gly...2         SET      19      0.23531    0.0075033       0.1958      0.11473 Curated_gene_sets:mootha_glycolysis
Curated_gene_sets:ly_aging_o...2         SET       6      0.13644    0.0024457      0.37673      0.35861 Curated_gene_sets:ly_aging_old_up
Curated_gene_sets:nakamura_a...2         SET      58      0.21886      0.01218      0.13207      0.04876 Curated_gene_sets:nakamura_adipogenesis_early_up
Curated_gene_sets:nakamura_a...1         SET      36    -0.061673   -0.0027057      0.15158      0.65794 Curated_gene_sets:nakamura_adipogenesis_early_dn
Curated_gene_sets:nakamura_a...4         SET      94   -0.0044405  -0.00031431     0.092556      0.51913 Curated_gene_sets:nakamura_adipogenesis_late_up
Curated_gene_sets:nakamura_a...3         SET      35    -0.054903   -0.0023751      0.15536       0.6381 Curated_gene_sets:nakamura_adipogenesis_late_dn
Curated_gene_sets:rampon_enr...1         SET      10     0.087078    0.0020148      0.28776       0.3811 Curated_gene_sets:rampon_enriched_learning_environment_early_dn
Curated_gene_sets:verrecchia...8         SET       5     0.097781       0.0016       0.4184      0.40761 Curated_gene_sets:verrecchia_response_to_tgfb1_c6
Curated_gene_sets:baus_tff2_...2         SET      29     -0.17371   -0.0068412       0.1484      0.87911 Curated_gene_sets:baus_tff2_targets_up
Curated_gene_sets:baus_tff2_...1         SET      11     -0.28075    -0.006813      0.26057      0.85935 Curated_gene_sets:baus_tff2_targets_dn
Curated_gene_sets:kamminga_s...          SET      38    -0.087281   -0.0039339       0.1578      0.70991 Curated_gene_sets:kamminga_senescence
Curated_gene_sets:ho_liver_c...          SET      12      0.50811     0.012878      0.27503     0.032349 Curated_gene_sets:ho_liver_cancer_vascular_invasion
Curated_gene_sets:gerhold_re...2         SET       5     -0.16043   -0.0026253      0.41888      0.64914 Curated_gene_sets:gerhold_response_to_tzd_up
Curated_gene_sets:gerhold_re...1         SET      10     0.029837   0.00069038       0.3143      0.46219 Curated_gene_sets:gerhold_response_to_tzd_dn
Curated_gene_sets:mariadason...3         SET       6      0.20996    0.0037636      0.37089      0.28566 Curated_gene_sets:mariadason_response_to_butyrate_curcumin_sulindac_tsa_1
Curated_gene_sets:mariadason...4         SET       7    -0.020286  -0.00039274      0.26917      0.53004 Curated_gene_sets:mariadason_response_to_butyrate_curcumin_sulindac_tsa_2
Curated_gene_sets:murakami_u...2         SET      14    -0.093887   -0.0025701      0.21668       0.6676 Curated_gene_sets:murakami_uv_response_1hr_up
Curated_gene_sets:murakami_u...1         SET      10    -0.056397    -0.001305      0.26748       0.5835 Curated_gene_sets:murakami_uv_response_1hr_dn
Curated_gene_sets:kyng_respo...4         SET      38     0.098509    0.0044399      0.13149      0.22688 Curated_gene_sets:kyng_response_to_h2o2_via_ercc6_up
Curated_gene_sets:kyng_respo...3         SET      39     0.081305    0.0037123      0.13645      0.27564 Curated_gene_sets:kyng_response_to_h2o2_via_ercc6_dn
Curated_gene_sets:visala_agi...2         SET       7    -0.020205  -0.00039119      0.41903      0.51923 Curated_gene_sets:visala_aging_lymphocyte_up
Curated_gene_sets:dazard_uv_...7         SET      11      0.12321      0.00299      0.21785      0.28584 Curated_gene_sets:dazard_uv_response_cluster_g5
Curated_gene_sets:dazard_uv_...3         SET      21     -0.22965   -0.0076981      0.19173       0.8845 Curated_gene_sets:dazard_uv_response_cluster_g24
Curated_gene_sets:dazard_uv_...4         SET      18    -0.089944   -0.0027916      0.22542      0.65505 Curated_gene_sets:dazard_uv_response_cluster_g28
Curated_gene_sets:ruan_respo...5         SET      15    -0.075916   -0.0021511      0.22534       0.6319 Curated_gene_sets:ruan_response_to_troglitazone_dn
Curated_gene_sets:dasu_il6_s...4         SET      58     0.017757   0.00098824      0.10879      0.43517 Curated_gene_sets:dasu_il6_signaling_up
Curated_gene_sets:dasu_il6_s...1         SET       7     -0.24531   -0.0047493      0.38133      0.73998 Curated_gene_sets:dasu_il6_signaling_dn
Curated_gene_sets:bandres_re...5         SET       9     -0.25065   -0.0055022      0.34876      0.76383 Curated_gene_sets:bandres_response_to_carmustin_without_mgmt_24hr_dn
Curated_gene_sets:bandres_re...2         SET       8     0.071348    0.0014767      0.30877      0.40863 Curated_gene_sets:bandres_response_to_carmustin_mgmt_24hr_up
Curated_gene_sets:hoffman_cl...2         SET      10     -0.31644   -0.0073219      0.31844      0.83981 Curated_gene_sets:hoffman_clock_targets_up
Curated_gene_sets:hoffman_cl...1         SET      10      0.32044    0.0074145      0.32961      0.16549 Curated_gene_sets:hoffman_clock_targets_dn
Curated_gene_sets:whitfield_...4         SET      42    -0.071283   -0.0033773      0.12739       0.7121 Curated_gene_sets:whitfield_cell_cycle_literature
Curated_gene_sets:jiang_hypo...3         SET      18       0.4106     0.012744       0.1909     0.015752 Curated_gene_sets:jiang_hypoxia_via_vhl
Curated_gene_sets:wu_apoptos...2         SET      51     -0.13005   -0.0067884      0.12131      0.85815 Curated_gene_sets:wu_apoptosis_by_cdkn1a_via_tp53
Curated_gene_sets:wu_apoptos...1         SET      11      0.24457    0.0059351      0.28422      0.19476 Curated_gene_sets:wu_apoptosis_by_cdkn1a_not_via_tp53
Curated_gene_sets:ongusaha_b...2         SET      11     -0.31477   -0.0076386      0.24803      0.89779 Curated_gene_sets:ongusaha_brca1_targets_up
Curated_gene_sets:ongusaha_b...1         SET      11      0.15553    0.0037742      0.25948      0.27447 Curated_gene_sets:ongusaha_brca1_targets_dn
Curated_gene_sets:sasson_res...4         SET      79       0.1522    0.0098803      0.10122     0.066338 Curated_gene_sets:sasson_response_to_gonadotrophins_up
Curated_gene_sets:sasson_res...3         SET      87    -0.070676   -0.0048136      0.09575      0.76978 Curated_gene_sets:sasson_response_to_gonadotrophins_dn
Curated_gene_sets:sasson_res...2         SET      81      0.13205    0.0086792      0.09967      0.09262 Curated_gene_sets:sasson_response_to_forskolin_up
Curated_gene_sets:sasson_res...1         SET      86    -0.066052   -0.0044728     0.094173      0.75847 Curated_gene_sets:sasson_response_to_forskolin_dn
Curated_gene_sets:bae_brca1_...2         SET      67     0.060356    0.0036093      0.10826      0.28859 Curated_gene_sets:bae_brca1_targets_up
Curated_gene_sets:bae_brca1_...1         SET      30    -0.067093   -0.0026874      0.18202      0.64378 Curated_gene_sets:bae_brca1_targets_dn
Curated_gene_sets:browne_hcm...20        SET      49      0.27902     0.014276      0.13046     0.016233 Curated_gene_sets:browne_hcmv_infection_30min_up
Curated_gene_sets:browne_hcm...19        SET     132    -0.028556   -0.0023928     0.077172      0.64432 Curated_gene_sets:browne_hcmv_infection_30min_dn
Curated_gene_sets:browne_hcm...12        SET      50      0.12387     0.006402      0.12645      0.16365 Curated_gene_sets:browne_hcmv_infection_1hr_up
Curated_gene_sets:browne_hcm...11        SET     192     0.067721    0.0068325     0.062869      0.14071 Curated_gene_sets:browne_hcmv_infection_1hr_dn
Curated_gene_sets:browne_hcm...18        SET      34     -0.22563   -0.0096204      0.16707      0.91156 Curated_gene_sets:browne_hcmv_infection_2hr_up
Curated_gene_sets:browne_hcm...17        SET      48     -0.11898   -0.0060255      0.11695      0.84551 Curated_gene_sets:browne_hcmv_infection_2hr_dn
Curated_gene_sets:browne_hcm...24        SET      50       0.1453    0.0075099      0.12334      0.11939 Curated_gene_sets:browne_hcmv_infection_4hr_up
Curated_gene_sets:browne_hcm...23        SET     240   0.00041038   4.6231e-05      0.05917      0.49723 Curated_gene_sets:browne_hcmv_infection_4hr_dn
Curated_gene_sets:whitfield_...1         SET     120   -0.0074396  -0.00059455     0.077957      0.53801 Curated_gene_sets:whitfield_cell_cycle_g1_s
Curated_gene_sets:whitfield_...6         SET     147    -0.033951   -0.0030009     0.070111      0.68589 Curated_gene_sets:whitfield_cell_cycle_s
Curated_gene_sets:whitfield_...2         SET     159    -0.030913   -0.0028408     0.068104      0.67505 Curated_gene_sets:whitfield_cell_cycle_g2
Curated_gene_sets:whitfield_...3         SET     196     0.086798     0.008847     0.062354     0.081968 Curated_gene_sets:whitfield_cell_cycle_g2_m
Curated_gene_sets:whitfield_...5         SET     123    -0.055431   -0.0044846     0.080942      0.75327 Curated_gene_sets:whitfield_cell_cycle_m_g1
Curated_gene_sets:raghavacha...          SET      64    -0.073894   -0.0043192      0.11672      0.73666 Curated_gene_sets:raghavachari_platelet_specific_genes
Curated_gene_sets:karlsson_t...2         SET     113     0.076042    0.0058983     0.082334      0.17786 Curated_gene_sets:karlsson_tgfb1_targets_up
Curated_gene_sets:karlsson_t...1         SET     184    -0.023702   -0.0023415      0.06271      0.64727 Curated_gene_sets:karlsson_tgfb1_targets_dn
Curated_gene_sets:wang_metas...3         SET      22    -0.070031   -0.0024027      0.19141      0.64277 Curated_gene_sets:wang_metastasis_of_breast_cancer_esr1_up
Curated_gene_sets:wang_metas...2         SET      29     -0.19813   -0.0078032      0.15445      0.90022 Curated_gene_sets:wang_metastasis_of_breast_cancer_esr1_dn
Curated_gene_sets:wang_metas...1         SET      13      0.24427    0.0064437      0.27892      0.19059 Curated_gene_sets:wang_metastasis_of_breast_cancer
Curated_gene_sets:li_induced...2         SET     285    -0.048034   -0.0058895      0.05193       0.8225 Curated_gene_sets:li_induced_t_to_natural_killer_up
Curated_gene_sets:li_induced...1         SET     131   -0.0017001  -0.00014191     0.077494      0.50875 Curated_gene_sets:li_induced_t_to_natural_killer_dn
Curated_gene_sets:noushmehr_...3         SET       9     0.031326   0.00068766      0.31639      0.46057 Curated_gene_sets:noushmehr_gbm_somatic_mutated
Curated_gene_sets:noushmehr_...1         SET       7      0.35212    0.0068173      0.37336      0.17282 Curated_gene_sets:noushmehr_gbm_germline_mutated
