# TOTAL_GENES = 19126
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:reactome_n...5         SET       5      0.71152     0.011503      0.43322     0.050263 Curated_gene_sets:reactome_nade_modulates_death_signalling
Curated_gene_sets:reactome_n...44        SET      12      0.16353    0.0040949      0.20736      0.21517 Curated_gene_sets:reactome_nf_kb_is_activated_and_signals_survival
Curated_gene_sets:reactome_m...28        SET      17    -0.079993   -0.0023839      0.20775      0.64989 Curated_gene_sets:reactome_metabolism_of_amine_derived_hormones
Curated_gene_sets:reactome_s...17        SET       4     -0.30025   -0.0043418      0.41936      0.76299 Curated_gene_sets:reactome_serotonin_and_melatonin_biosynthesis
Curated_gene_sets:reactome_t...29        SET      10    -0.036965  -0.00084503      0.26746      0.55496 Curated_gene_sets:reactome_thyroxine_biosynthesis
Curated_gene_sets:reactome_r...35        SET      15     -0.28372   -0.0079426      0.26891       0.8543 Curated_gene_sets:reactome_regulation_of_gene_expression_in_late_stage_branching_morphogenesis_pancreatic_bud_precursor_cells
Curated_gene_sets:reactome_r...34        SET       5     0.057283   0.00092609      0.40669        0.444 Curated_gene_sets:reactome_regulation_of_gene_expression_in_endocrine_committed_neurog3plus_progenitor_cells
Curated_gene_sets:reactome_r...33        SET       8    -0.052055   -0.0010644      0.35087      0.55897 Curated_gene_sets:reactome_regulation_of_gene_expression_in_early_pancreatic_precursor_cells
Curated_gene_sets:reactome_g...35        SET     118     -0.15141    -0.011856     0.083054      0.96584 Curated_gene_sets:reactome_gene_silencing_by_rna
Curated_gene_sets:reactome_v...15        SET       6    -0.084354   -0.0014939      0.37483      0.58903 Curated_gene_sets:reactome_vitamins
Curated_gene_sets:reactome_f...5         SET      14      0.43054     0.011644      0.25861     0.047982 Curated_gene_sets:reactome_fatty_acids
Curated_gene_sets:reactome_p...27        SET     101    -0.015338   -0.0011117     0.089975      0.56768 Curated_gene_sets:reactome_phase_i_functionalization_of_compounds
Curated_gene_sets:reactome_m...57        SET      12      0.27801    0.0069617      0.28585      0.16539 Curated_gene_sets:reactome_miscellaneous_substrates
Curated_gene_sets:reactome_e...11        SET      11      0.36444    0.0087378      0.30878      0.11895 Curated_gene_sets:reactome_eicosanoids
Curated_gene_sets:reactome_c...109       SET      11      0.26314    0.0063088      0.26092      0.15662 Curated_gene_sets:reactome_cyp2e1_reactions
Curated_gene_sets:reactome_e...24        SET     126     0.027249    0.0022044      0.07668      0.36116 Curated_gene_sets:reactome_epigenetic_regulation_of_gene_expression
Curated_gene_sets:reactome_p...78        SET      53      -0.1932    -0.010157      0.12797      0.93444 Curated_gene_sets:reactome_prc2_methylates_histones_and_dna
Curated_gene_sets:reactome_e...8         SET      10     -0.42997   -0.0098294      0.33207       0.9023 Curated_gene_sets:reactome_egfr_interacts_with_phospholipase_c_gamma
Curated_gene_sets:reactome_m...79        SET      39     0.012902   0.00058202      0.14254      0.46394 Curated_gene_sets:reactome_molecules_associated_with_elastic_fibres
Curated_gene_sets:reactome_s...152       SET       8     0.092178    0.0018849      0.26972      0.36627 Curated_gene_sets:reactome_synthesis_of_epoxy_eet_and_dihydroxyeicosatrienoic_acids_dhet
Curated_gene_sets:reactome_s...144       SET       9     -0.29771   -0.0064568      0.28373      0.85297 Curated_gene_sets:reactome_synthesis_of_5_eicosatetraenoic_acids
Curated_gene_sets:reactome_s...158       SET      20    -0.033368   -0.0010785      0.19338       0.5685 Curated_gene_sets:reactome_synthesis_of_leukotrienes_lt_and_eoxins_ex
Curated_gene_sets:reactome_s...159       SET       6     -0.45583   -0.0080725      0.35683      0.89927 Curated_gene_sets:reactome_synthesis_of_lipoxins_lx
Curated_gene_sets:reactome_s...141       SET       7     -0.16809   -0.0032153      0.30131      0.71153 Curated_gene_sets:reactome_synthesis_of_12_eicosatetraenoic_acid_derivatives
Curated_gene_sets:reactome_a...100       SET      56     -0.07292     -0.00394      0.11179      0.74289 Curated_gene_sets:reactome_arachidonic_acid_metabolism
Curated_gene_sets:reactome_s...142       SET       6     -0.18008   -0.0031891      0.31727      0.71484 Curated_gene_sets:reactome_synthesis_of_15_eicosatetraenoic_acid_derivatives
Curated_gene_sets:reactome_u...2         SET       8     -0.15781   -0.0032269      0.25324      0.73341 Curated_gene_sets:reactome_ubiquinol_biosynthesis
Curated_gene_sets:reactome_s...143       SET       9      -0.2126   -0.0046108       0.2693      0.78507 Curated_gene_sets:reactome_synthesis_of_16_20_hydroxyeicosatetraenoic_acids_hete
Curated_gene_sets:reactome_h...35        SET       5     -0.48243   -0.0077995       0.4174      0.87611 Curated_gene_sets:reactome_hyaluronan_biosynthesis_and_export
Curated_gene_sets:reactome_t...73        SET      52      0.10141    0.0052808      0.11483      0.18858 Curated_gene_sets:reactome_transcriptional_activation_of_mitochondrial_biogenesis
Curated_gene_sets:reactome_a...39        SET      10    0.0089774   0.00020523      0.27752       0.4871 Curated_gene_sets:reactome_activation_of_ppargc1a_pgc_1alpha_by_phosphorylation
Curated_gene_sets:reactome_a...3         SET       5     -0.35578   -0.0057518      0.44325      0.78891 Curated_gene_sets:reactome_abacavir_transmembrane_transport
Curated_gene_sets:reactome_a...2         SET       5      -0.2063   -0.0033353      0.31687       0.7425 Curated_gene_sets:reactome_abacavir_metabolism
Curated_gene_sets:reactome_s...170       SET      15      0.11425    0.0031984      0.20949      0.29275 Curated_gene_sets:reactome_synthesis_of_prostaglandins_pg_and_thromboxanes_tx
Curated_gene_sets:reactome_s...5         SET      13      0.15453    0.0040275      0.22409      0.24523 Curated_gene_sets:reactome_scavenging_of_heme_from_plasma
Curated_gene_sets:reactome_d...2         SET      39     -0.15403   -0.0069484      0.14686      0.85286 Curated_gene_sets:reactome_dap12_interactions
Curated_gene_sets:reactome_b...18        SET      42      0.15175    0.0071036      0.13275       0.1265 Curated_gene_sets:reactome_binding_and_uptake_of_ligands_by_scavenger_receptors
Curated_gene_sets:reactome_t...74        SET      43    -0.097182   -0.0046029      0.12418      0.78306 Curated_gene_sets:reactome_transcriptional_activity_of_smad2_smad3:smad4_heterotrimer
Curated_gene_sets:reactome_d...83        SET      22      0.21629    0.0073316      0.17163       0.1038 Curated_gene_sets:reactome_downregulation_of_smad2_3:smad4_transcriptional_activity
Curated_gene_sets:reactome_s...102       SET      32     -0.20834    -0.008515      0.14193      0.92892 Curated_gene_sets:reactome_smad2_smad3:smad4_heterotrimer_regulates_transcription
Curated_gene_sets:reactome_e...9         SET       9     -0.88885    -0.019277      0.31309      0.99773 Curated_gene_sets:reactome_egfr_transactivation_by_gastrin
Curated_gene_sets:reactome_t...24        SET       4     -0.90362    -0.013067       0.5456      0.95115 Curated_gene_sets:reactome_the_retinoid_cycle_in_cones_daylight_vision
Curated_gene_sets:reactome_v...9         SET      93    -0.012972  -0.00090235     0.091069      0.55663 Curated_gene_sets:reactome_visual_phototransduction
Curated_gene_sets:reactome_n...59        SET      11      0.12626    0.0030271      0.31721      0.34531 Curated_gene_sets:reactome_notch2_intracellular_domain_regulates_transcription
Curated_gene_sets:reactome_m...90        SET      10      0.16539    0.0037809      0.23927      0.24472 Curated_gene_sets:reactome_mucopolysaccharidoses
Curated_gene_sets:reactome_a...79        SET      13      0.28206    0.0073514      0.26102      0.13994 Curated_gene_sets:reactome_anchoring_fibril_formation
Curated_gene_sets:reactome_p...42        SET     102    -0.027542    -0.002006      0.08874      0.62186 Curated_gene_sets:reactome_pi3k_akt_signaling_in_cancer
Curated_gene_sets:reactome_c...83        SET      76    -0.052897   -0.0033279      0.10621      0.69076 Curated_gene_sets:reactome_constitutive_signaling_by_aberrant_pi3k_in_cancer
Curated_gene_sets:reactome_c...104       SET      16      0.22202    0.0064189      0.24972      0.18699 Curated_gene_sets:reactome_crosslinking_of_collagen_fibrils
Curated_gene_sets:reactome_c...39        SET     416    0.0078482    0.0011448      0.04088      0.42388 Curated_gene_sets:reactome_cellular_responses_to_stress
Curated_gene_sets:reactome_c...81        SET      54     -0.16548   -0.0087807      0.12808      0.90181 Curated_gene_sets:reactome_condensation_of_prophase_chromosomes
Curated_gene_sets:reactome_p...32        SET       7      0.35401    0.0067714      0.29061      0.11159 Curated_gene_sets:reactome_phosphate_bond_hydrolysis_by_nudt_proteins
Curated_gene_sets:reactome_s...90        SET      54    -0.023572   -0.0012508       0.1201       0.5778 Curated_gene_sets:reactome_signaling_by_type_1_insulin_like_growth_factor_1_receptor_igf1r
Curated_gene_sets:reactome_m...35        SET       8     -0.17655     -0.00361      0.28171      0.73457 Curated_gene_sets:reactome_metabolism_of_ingested_semet_sec_mesec_into_h2se
Curated_gene_sets:reactome_s...7         SET     111    -0.022719   -0.0017258     0.073637      0.62116 Curated_gene_sets:reactome_selenoamino_acid_metabolism
Curated_gene_sets:reactome_d...3         SET      29     -0.20236    -0.007874      0.16733      0.88673 Curated_gene_sets:reactome_dap12_signaling
Curated_gene_sets:reactome_a...30        SET      41      0.21225    0.0098168      0.13198     0.053905 Curated_gene_sets:reactome_activation_of_gene_expression_by_srebf_srebp
Curated_gene_sets:reactome_s...27        SET       9      0.11986    0.0025995       0.2863      0.33774 Curated_gene_sets:reactome_shc_related_events_triggered_by_igf1r
Curated_gene_sets:reactome_t...20        SET      23     -0.11311   -0.0039201      0.16334      0.75567 Curated_gene_sets:reactome_the_canonical_retinoid_cycle_in_rods_twilight_vision
Curated_gene_sets:reactome_f...10        SET     131     -0.13375    -0.011031     0.071535      0.96923 Curated_gene_sets:reactome_fc_epsilon_receptor_fceri_signaling
Curated_gene_sets:reactome_m...10        SET      10    -0.056988   -0.0013028      0.23911      0.59419 Curated_gene_sets:reactome_mastl_facilitates_mitotic_progression
Curated_gene_sets:reactome_e...37        SET       9     -0.29938    -0.006493      0.32138      0.82421 Curated_gene_sets:reactome_establishment_of_sister_chromatid_cohesion
Curated_gene_sets:reactome_c...71        SET       8   -0.0089176  -0.00018235      0.31647      0.51124 Curated_gene_sets:reactome_cohesin_loading_onto_chromatin
Curated_gene_sets:reactome_d...55        SET      11      0.12609    0.0030232      0.27373      0.32253 Curated_gene_sets:reactome_diseases_associated_with_visual_transduction
Curated_gene_sets:reactome_a...47        SET      11     -0.16131   -0.0038674      0.26862      0.72591 Curated_gene_sets:reactome_activation_of_the_phototransduction_cascade
Curated_gene_sets:reactome_r...79        SET     120     -0.10126   -0.0079957     0.077362      0.90471 Curated_gene_sets:reactome_resolution_of_sister_chromatid_cohesion
Curated_gene_sets:reactome_c...80        SET      11    -0.044528   -0.0010676      0.21312      0.58275 Curated_gene_sets:reactome_condensation_of_prometaphase_chromosomes
Curated_gene_sets:reactome_t...23        SET      32      -0.1602   -0.0065473      0.15422      0.85053 Curated_gene_sets:reactome_the_phototransduction_cascade
Curated_gene_sets:reactome_i...27        SET      11      0.36441     0.008737      0.25387      0.07559 Curated_gene_sets:reactome_interaction_with_cumulus_cells_and_the_zona_pellucida
Curated_gene_sets:reactome_m...74        SET     197     -0.10866    -0.010972      0.05672       0.9723 Curated_gene_sets:reactome_mitotic_metaphase_and_anaphase
Curated_gene_sets:reactome_o...21        SET     104     -0.14153    -0.010409      0.08702      0.94807 Curated_gene_sets:reactome_oxidative_stress_induced_senescence
Curated_gene_sets:reactome_s...14        SET      90    -0.056273   -0.0038512      0.08814       0.7384 Curated_gene_sets:reactome_senescence_associated_secretory_phenotype_sasp
Curated_gene_sets:reactome_c...40        SET     173     -0.01754   -0.0016607     0.064157      0.60772 Curated_gene_sets:reactome_cellular_senescence
Curated_gene_sets:reactome_f...36        SET      17     0.049398    0.0014721      0.19038      0.39764 Curated_gene_sets:reactome_formation_of_senescence_associated_heterochromatin_foci_sahf
Curated_gene_sets:reactome_o...7         SET      33     -0.10379   -0.0043076      0.13841      0.77334 Curated_gene_sets:reactome_oncogene_induced_senescence
Curated_gene_sets:reactome_d...69        SET      67    -0.010291  -0.00060804      0.10595      0.53869 Curated_gene_sets:reactome_dna_damage_telomere_stress_induced_senescence
Curated_gene_sets:reactome_t...109       SET       9    -0.099549    -0.002159      0.27577      0.64094 Curated_gene_sets:reactome_trif_mediated_programmed_cell_death
Curated_gene_sets:reactome_c...113       SET      12     -0.39724   -0.0099472       0.2308      0.95738 Curated_gene_sets:reactome_cytosolic_iron_sulfur_cluster_assembly
Curated_gene_sets:reactome_r...49        SET      84    -0.068173   -0.0045081     0.091103      0.77286 Curated_gene_sets:reactome_regulation_of_plk1_activity_at_g2_m_transition
Curated_gene_sets:reactome_s...59        SET      11     -0.28162   -0.0067521      0.29792      0.82774 Curated_gene_sets:reactome_signaling_by_leptin
Curated_gene_sets:reactome_s...69        SET      54     0.052233    0.0027716      0.12273       0.3352 Curated_gene_sets:reactome_signaling_by_notch1_in_cancer
Curated_gene_sets:reactome_f...9         SET       5    -0.015915   -0.0002573      0.39892      0.51591 Curated_gene_sets:reactome_fbxw7_mutants_and_notch1_in_cancer
Curated_gene_sets:reactome_i...19        SET      26    -0.010188   -0.0003754       0.1639      0.52478 Curated_gene_sets:reactome_insulin_processing
Curated_gene_sets:reactome_s...70        SET       7      0.13273    0.0025388       0.3465      0.35084 Curated_gene_sets:reactome_signaling_by_notch1_t_7_9_notch1:m1580_k2555_translocation_mutant
Curated_gene_sets:reactome_s...117       SET     100     0.016428    0.0011848     0.087277      0.42535 Curated_gene_sets:reactome_stimuli_sensing_channels
Curated_gene_sets:reactome_e...20        SET      91     -0.01265  -0.00087048     0.094704      0.55313 Curated_gene_sets:reactome_eph_ephrin_signaling
Curated_gene_sets:reactome_s...68        SET      15     -0.22408    -0.006273      0.21854       0.8474 Curated_gene_sets:reactome_signaling_by_notch1_hd_domain_mutants_in_cancer
Curated_gene_sets:reactome_r...119       SET      17    -0.087951    -0.002621      0.19489      0.67411 Curated_gene_sets:reactome_role_of_lat2_ntal_lab_on_calcium_mobilization
Curated_gene_sets:reactome_f...30        SET       5     -0.28131    -0.004548      0.33902      0.79667 Curated_gene_sets:reactome_ficolins_bind_to_repetitive_carbohydrate_structures_on_the_target_cell_surface
Curated_gene_sets:reactome_f...12        SET      32     -0.30384    -0.012418      0.15516      0.97489 Curated_gene_sets:reactome_fceri_mediated_mapk_activation
Curated_gene_sets:reactome_f...11        SET      30     0.006016   0.00023808      0.16937      0.48583 Curated_gene_sets:reactome_fceri_mediated_caplus2_mobilization
Curated_gene_sets:reactome_f...13        SET      81     -0.13507   -0.0087714      0.08683      0.94008 Curated_gene_sets:reactome_fceri_mediated_nf_kb_activation
Curated_gene_sets:reactome_p...76        SET      10     -0.21361   -0.0048833      0.29463      0.76578 Curated_gene_sets:reactome_pou5f1_oct4_sox2_nanog_repress_genes_related_to_differentiation
Curated_gene_sets:reactome_p...75        SET      12     -0.01639  -0.00041043      0.25344      0.52578 Curated_gene_sets:reactome_pou5f1_oct4_sox2_nanog_activate_genes_related_to_proliferation
Curated_gene_sets:reactome_n...58        SET      22     -0.14111   -0.0047831      0.17293      0.79274 Curated_gene_sets:reactome_notch2_activation_and_transmission_of_signal_to_the_nucleus
Curated_gene_sets:reactome_p...16        SET      87     0.073928    0.0049748     0.088447      0.20163 Curated_gene_sets:reactome_peptide_hormone_metabolism
Curated_gene_sets:reactome_n...69        SET      52     0.026909    0.0014012      0.11924      0.41073 Curated_gene_sets:reactome_nuclear_envelope_breakdown
Curated_gene_sets:reactome_a...36        SET       7     -0.14337   -0.0027423      0.44798      0.62553 Curated_gene_sets:reactome_activation_of_nima_kinases_nek9_nek6_nek7
Curated_gene_sets:reactome_s...125       SET     178     0.017278    0.0016591     0.064997      0.39519 Curated_gene_sets:reactome_sumoylation
Curated_gene_sets:reactome_n...70        SET      12     0.084916    0.0021264      0.19958      0.33525 Curated_gene_sets:reactome_nuclear_envelope_reassembly
Curated_gene_sets:reactome_l...3         SET      28     0.027065    0.0010348      0.17592      0.43886 Curated_gene_sets:reactome_laminin_interactions
Curated_gene_sets:reactome_s...140       SET      27    0.0094177    0.0003536      0.17351      0.47836 Curated_gene_sets:reactome_syndecan_interactions
Curated_gene_sets:reactome_n...50        SET      56     0.044069    0.0023812      0.12376      0.36089 Curated_gene_sets:reactome_non_integrin_membrane_ecm_interactions
Curated_gene_sets:reactome_e...5         SET      74    -0.040482   -0.0025132      0.10987      0.64373 Curated_gene_sets:reactome_ecm_proteoglycans
Curated_gene_sets:reactome_s...3         SET       6    -0.084804   -0.0015018      0.36115      0.59282 Curated_gene_sets:reactome_scavenging_by_class_b_receptors
Curated_gene_sets:reactome_s...2         SET      19    -0.010755  -0.00033883      0.19515      0.52198 Curated_gene_sets:reactome_scavenging_by_class_a_receptors
Curated_gene_sets:reactome_s...4         SET       6      0.37114    0.0065727      0.35805      0.14997 Curated_gene_sets:reactome_scavenging_by_class_f_receptors
Curated_gene_sets:reactome_s...122       SET       5    -0.026958  -0.00043582        0.312      0.53443 Curated_gene_sets:reactome_sumo_is_conjugated_to_e1_uba2:sae1
Curated_gene_sets:reactome_s...124       SET       7    -0.087293   -0.0016697      0.28475      0.62041 Curated_gene_sets:reactome_sumo_is_transferred_from_e1_to_e2_ube2i_ubc9
Curated_gene_sets:reactome_s...123       SET       6      0.32592     0.005772      0.29374       0.1336 Curated_gene_sets:reactome_sumo_is_proteolytically_processed
Curated_gene_sets:reactome_s...127       SET      74    -0.019494   -0.0012103      0.10255      0.57538 Curated_gene_sets:reactome_sumoylation_of_dna_damage_response_and_repair_proteins
Curated_gene_sets:reactome_d...43        SET       7      0.01061   0.00020295      0.31259      0.48646 Curated_gene_sets:reactome_dex_h_box_helicases_activate_type_i_ifn_and_inflammatory_cytokines_production
Curated_gene_sets:reactome_l...17        SET       5     -0.30742   -0.0049701      0.40866      0.77405 Curated_gene_sets:reactome_lrr_flii_interacting_protein_1_lrrfip1_activates_type_i_ifn_production
Curated_gene_sets:reactome_r...40        SET      15     -0.14876   -0.0041645      0.20629      0.76457 Curated_gene_sets:reactome_regulation_of_innate_immune_responses_to_cytosolic_dna
Curated_gene_sets:reactome_h...2         SET      73     -0.08803   -0.0054283      0.10944       0.7894 Curated_gene_sets:reactome_hdacs_deacetylate_histones
Curated_gene_sets:reactome_p...56        SET      60    -0.041607   -0.0023268       0.1071      0.65117 Curated_gene_sets:reactome_pkmts_methylate_histone_lysines
Curated_gene_sets:reactome_h...6         SET      36      -0.0932   -0.0040398      0.13837       0.7497 Curated_gene_sets:reactome_hdms_demethylate_histones
Curated_gene_sets:reactome_h...1         SET     117     0.073427    0.0057255     0.077116      0.17051 Curated_gene_sets:reactome_hats_acetylate_histones
Curated_gene_sets:reactome_r...101       SET      63    -0.054254   -0.0031087      0.10458      0.69804 Curated_gene_sets:reactome_rmts_methylate_histone_arginines
Curated_gene_sets:reactome_p...86        SET      10      0.10452    0.0023895      0.24625      0.33562 Curated_gene_sets:reactome_processing_and_activation_of_sumo
Curated_gene_sets:reactome_g...56        SET      15     -0.24674   -0.0069075      0.20201      0.88904 Curated_gene_sets:reactome_glycogen_storage_diseases
Curated_gene_sets:reactome_s...135       SET      20      0.47364     0.015309      0.19567    0.0077531 Curated_gene_sets:reactome_sumoylation_of_transcription_factors
Curated_gene_sets:reactome_s...136       SET      39   -0.0074724  -0.00033709      0.13888      0.52145 Curated_gene_sets:reactome_sumoylation_of_ubiquitinylation_proteins
Curated_gene_sets:reactome_w...4         SET      25     0.050708    0.0018322      0.16495      0.37926 Curated_gene_sets:reactome_wnt_ligand_biogenesis_and_trafficking
Curated_gene_sets:reactome_i...76        SET      12      -0.2039   -0.0051058      0.23761      0.80458 Curated_gene_sets:reactome_irf3_mediated_induction_of_type_i_ifn
Curated_gene_sets:reactome_t...121       SET      27      0.19252    0.0072287      0.18106      0.14383 Curated_gene_sets:reactome_trp_channels
Curated_gene_sets:reactome_d...28        SET      14       0.4288     0.011597      0.22233     0.026892 Curated_gene_sets:reactome_defects_in_cobalamin_b12_metabolism
Curated_gene_sets:reactome_d...29        SET      22      0.49316     0.016717      0.18141    0.0032815 Curated_gene_sets:reactome_defects_in_vitamin_and_cofactor_metabolism
Curated_gene_sets:reactome_d...40        SET      35      0.10153    0.0043392      0.13521      0.22637 Curated_gene_sets:reactome_detoxification_of_reactive_oxygen_species
Curated_gene_sets:reactome_n...73        SET      36    -0.050841   -0.0022037      0.15294      0.63022 Curated_gene_sets:reactome_nuclear_pore_complex_npc_disassembly
Curated_gene_sets:reactome_s...88        SET       8       0.1036    0.0021184      0.28841      0.35972 Curated_gene_sets:reactome_signaling_by_tgf_beta_receptor_complex_in_cancer
Curated_gene_sets:reactome_g...57        SET      15     -0.12774   -0.0035761      0.20785      0.73059 Curated_gene_sets:reactome_glycogen_synthesis
Curated_gene_sets:reactome_d...27        SET       8      0.62104     0.012699      0.31377       0.0239 Curated_gene_sets:reactome_defects_in_biotin_btn_metabolism
Curated_gene_sets:reactome_r...21        SET      11     -0.32158   -0.0077101      0.23732      0.91229 Curated_gene_sets:reactome_regulation_by_c_flip
Curated_gene_sets:reactome_r...37        SET      81     0.065112    0.0042285      0.09202      0.23961 Curated_gene_sets:reactome_regulation_of_hsf1_mediated_heat_shock_response
Curated_gene_sets:reactome_h...33        SET      55     0.052703    0.0028222      0.11121      0.31779 Curated_gene_sets:reactome_hsp90_chaperone_cycle_for_steroid_hormone_receptors_shr
Curated_gene_sets:reactome_h...31        SET      29      0.14663    0.0057053       0.1416      0.15023 Curated_gene_sets:reactome_hsf1_activation
Curated_gene_sets:reactome_c...36        SET      99     0.041355    0.0029677     0.081728      0.30643 Curated_gene_sets:reactome_cellular_response_to_heat_stress
Curated_gene_sets:reactome_a...117       SET      27     0.090984    0.0034162      0.15699      0.28112 Curated_gene_sets:reactome_attenuation_phase
Curated_gene_sets:reactome_h...32        SET      37   -0.0029687  -0.00013045      0.13547      0.50874 Curated_gene_sets:reactome_hsf1_dependent_transactivation
Curated_gene_sets:reactome_g...68        SET      16     -0.51019    -0.014751      0.22612      0.98797 Curated_gene_sets:reactome_grb2:sos_provides_linkage_to_mapk_signaling_for_integrins
Curated_gene_sets:reactome_d...50        SET      38      0.13934     0.006205      0.13918      0.15838 Curated_gene_sets:reactome_diseases_associated_with_glycosaminoglycan_metabolism
Curated_gene_sets:reactome_d...14        SET      17      0.24555    0.0073178      0.20986        0.121 Curated_gene_sets:reactome_defective_b4galt7_causes_eds_progeroid_type
Curated_gene_sets:reactome_d...18        SET       7      -0.1078   -0.0020621      0.29053       0.6447 Curated_gene_sets:reactome_defective_chst3_causes_sedcjd
Curated_gene_sets:reactome_d...17        SET       7    -0.061576   -0.0011778      0.29016      0.58403 Curated_gene_sets:reactome_defective_chst14_causes_eds_musculocontractural_type
Curated_gene_sets:reactome_d...20        SET       7      -0.0999   -0.0019109      0.29295      0.63345 Curated_gene_sets:reactome_defective_chsy1_causes_tpbs
Curated_gene_sets:reactome_d...19        SET       8     -0.10962   -0.0022415      0.30023      0.64249 Curated_gene_sets:reactome_defective_chst6_causes_mcdc1
Curated_gene_sets:reactome_d...22        SET      12      0.59238     0.014834      0.28852     0.020036 Curated_gene_sets:reactome_defective_ext2_causes_exostoses_2
Curated_gene_sets:reactome_d...25        SET       8     -0.12866   -0.0026308      0.30449      0.66368 Curated_gene_sets:reactome_defective_st3gal3_causes_mct12_and_eiee15
Curated_gene_sets:reactome_d...13        SET       8     -0.22768   -0.0046556       0.3098       0.7688 Curated_gene_sets:reactome_defective_b4galt1_causes_b4galt1_cdg_cdg_2d
Curated_gene_sets:reactome_l...15        SET       7     -0.34846   -0.0066653       0.3571      0.83542 Curated_gene_sets:reactome_loss_of_function_of_tgfbr1_in_cancer
Curated_gene_sets:reactome_t...82        SET     349     0.054018    0.0072303     0.043655      0.10798 Curated_gene_sets:reactome_transcriptional_regulation_by_tp53
Curated_gene_sets:reactome_c...60        SET     303    -0.038876   -0.0048544     0.053532      0.76614 Curated_gene_sets:reactome_class_a_1_rhodopsin_like_receptors
Curated_gene_sets:reactome_n...32        SET      49     -0.28595    -0.014455      0.13291      0.98427 Curated_gene_sets:reactome_netrin_1_signaling
Curated_gene_sets:reactome_n...31        SET      22      0.11904     0.004035       0.1919      0.26753 Curated_gene_sets:reactome_nephrin_family_interactions
Curated_gene_sets:reactome_s...84        SET     209    -0.050307   -0.0052301     0.055584      0.81727 Curated_gene_sets:reactome_signaling_by_robo_receptors
Curated_gene_sets:reactome_d...7         SET      40    -0.056707   -0.0025907      0.13688      0.66066 Curated_gene_sets:reactome_deactivation_of_the_beta_catenin_transactivating_complex
Curated_gene_sets:reactome_n...28        SET      15      0.36295     0.010161      0.22209     0.051115 Curated_gene_sets:reactome_negative_regulation_of_tcf_dependent_signaling_by_wnt_ligand_antagonists
Curated_gene_sets:reactome_d...52        SET      17    -0.067477   -0.0020109       0.1806      0.64565 Curated_gene_sets:reactome_diseases_associated_with_n_glycosylation_of_proteins
Curated_gene_sets:reactome_d...57        SET     137     0.025666    0.0021645     0.071893      0.36055 Curated_gene_sets:reactome_diseases_of_glycosylation
Curated_gene_sets:reactome_m...95        SET       9     -0.17755   -0.0038506       0.2449      0.76576 Curated_gene_sets:reactome_myoclonic_epilepsy_of_lafora
Curated_gene_sets:reactome_t...1         SET       5      0.01148   0.00018559      0.46829      0.49022 Curated_gene_sets:reactome_tachykinin_receptors_bind_tachykinins
Curated_gene_sets:reactome_c...41        SET      78     -0.04724   -0.0030107     0.094688      0.69107 Curated_gene_sets:reactome_centrosome_maturation
Curated_gene_sets:reactome_a...113       SET      26     -0.30865    -0.011372      0.15145      0.97921 Curated_gene_sets:reactome_atf4_activates_genes_in_response_to_endoplasmic_reticulum_stress
Curated_gene_sets:reactome_a...115       SET      11     0.078654    0.0018858      0.22504      0.36335 Curated_gene_sets:reactome_atf6_atf6_alpha_activates_chaperones
Curated_gene_sets:reactome_p...18        SET      30      -0.2866    -0.011342      0.14101      0.97894 Curated_gene_sets:reactome_perk_regulates_gene_expression
Curated_gene_sets:reactome_i...74        SET      48      0.13859    0.0069342      0.10745     0.098568 Curated_gene_sets:reactome_ire1alpha_activates_chaperones
Curated_gene_sets:reactome_u...5         SET      87     -0.02649   -0.0017826     0.081299      0.62772 Curated_gene_sets:reactome_unfolded_protein_response_upr
Curated_gene_sets:reactome_a...114       SET      10     0.087004    0.0019889      0.23096       0.3532 Curated_gene_sets:reactome_atf6_atf6_alpha_activates_chaperone_genes
Curated_gene_sets:reactome_r...41        SET     119    -0.093699   -0.0073681     0.081863       0.8738 Curated_gene_sets:reactome_regulation_of_insulin_like_growth_factor_igf_transport_and_uptake_by_insulin_like_growth_factor_binding_proteins_igfbps
Curated_gene_sets:reactome_g...40        SET      42      0.12464    0.0058344      0.13484      0.17766 Curated_gene_sets:reactome_glucagon_like_peptide_1_glp1_regulates_insulin_secretion
Curated_gene_sets:reactome_t...105       SET     704    -0.074554    -0.014038     0.032407      0.98929 Curated_gene_sets:reactome_transport_of_small_molecules
Curated_gene_sets:reactome_b...5         SET     147       -0.141    -0.012314     0.070007      0.97799 Curated_gene_sets:reactome_beta_catenin_independent_wnt_signaling
Curated_gene_sets:reactome_v...1         SET       5     -0.21526   -0.0034802      0.46044      0.67993 Curated_gene_sets:reactome_vasopressin_like_receptors
Curated_gene_sets:reactome_r...11        SET      16    -0.085523   -0.0024726      0.24023      0.63908 Curated_gene_sets:reactome_receptor_type_tyrosine_protein_phosphatases
Curated_gene_sets:reactome_o...12        SET       8      0.27415    0.0056058      0.36807      0.22819 Curated_gene_sets:reactome_orexin_and_neuropeptides_ff_and_qrfp_bind_to_their_respective_receptors
Curated_gene_sets:reactome_a...72        SET       6    -0.060069   -0.0010638      0.30668      0.57764 Curated_gene_sets:reactome_alpha_oxidation_of_phytanate
