ensg	symbol	chr	start	end	strand	type	entrezID	HUGO	pLI	ncRVIS	posMapSNPs	posMapMaxCADD	eqtlMapSNPs	eqtlMapminP	eqtlMapminQ	eqtlMapts	eqtlDirection	ciMap	ciMapts	minGwasP	IndSigSNPs	GenomicLocus
ENSG00000235109	ZSCAN31	6	28292470	28324048	-1	protein_coding	64288	ZSCAN31	3.7712697083703e-09	1.107125092	19	13.57	490	3.90935e-24	2.82876382939694e-21	PsychENCODE_eQTLs:BRAINEAC/FCTX:BRAINEAC/MEDU:BRAINEAC/OCTX:BRAINEAC/TCTX:BRAINEAC/WHMT:BRAINEAC/aveALL:GTEx/v8/Brain_Amygdala:GTEx/v8/Brain_Anterior_cingulate_cortex_BA24:GTEx/v8/Brain_Caudate_basal_ganglia:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Nucleus_accumbens_basal_ganglia:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1:GTEx/v8/Brain_Substantia_nigra	-	No	NA	3.468e-11	rs114702617;rs7752448;rs156743;rs6905391;rs13195401;rs6940116;rs1736904;rs137966363	4
ENSG00000189298	ZKSCAN3	6	28317691	28336947	1	protein_coding	80317	ZKSCAN3	0.000122608322341288	-0.65244291	6	13.57	109	6.79863e-27	5.71889559488075e-24	PsychENCODE_eQTLs:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Frontal_Cortex_BA9:GTEx/v8/Brain_Hippocampus	+	Yes	Adult_Cortex:Fetal_Cortex	3.468e-11	rs114702617;rs7752448;rs156743;rs13195401;rs6940116;rs6905391;rs1736904;rs137966363	4
ENSG00000158691	ZSCAN12	6	28346732	28367511	-1	protein_coding	9753	ZSCAN12	1.43991732878074e-05	NA	11	9.552	0	NA	NA	NA	NA	No	NA	8.089e-09	rs114702617;rs7752448;rs156743	4
ENSG00000187987	ZSCAN23	6	28399707	28411279	-1	protein_coding	222696	ZSCAN23	0.00270295085017911	0.070656525	2	2.102	196	1.22977e-27	1.07467519820457e-24	PsychENCODE_eQTLs:BRAINEAC/CRBL:BRAINEAC/OCTX:BRAINEAC/WHMT:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum:GTEx/v8/Brain_Cortex:GTEx/v8/Brain_Hypothalamus:GTEx/v8/Brain_Putamen_basal_ganglia:GTEx/v8/Brain_Spinal_cord_cervical_c-1	-	No	NA	3.468e-11	rs114702617;rs137966363;rs7752448;rs156743;rs13195401;rs6940116;rs6905391;rs1736904	4
ENSG00000198704	GPX6	6	28471073	28495992	-1	protein_coding	257202	GPX6	3.13757952195529e-05	0.718702709	1	0.984	0	NA	NA	NA	NA	No	NA	1.335e-08	rs114702617;rs137966363;rs7752448;rs156743	4
ENSG00000232040	SCAND3	6	28539407	28583989	-1	protein_coding	114821	SCAND3	9.70724396864633e-09	-0.785031462	1	10.48	0	NA	NA	NA	NA	No	NA	5.321e-09	rs114702617;rs137966363;rs7752448;rs156743	4
ENSG00000204713	TRIM27	6	28870779	28891766	-1	protein_coding	5987	TRIM27	0.878751858118275	-0.142067713	13	18.69	0	NA	NA	NA	NA	No	NA	9.483e-10	rs114702617;rs137966363;rs7752448;rs156743	4
ENSG00000204709	C6orf100	6	28911654	28912314	1	protein_coding	729583	C6orf100	NA	NA	8	3.641	3	5.98722e-05	0.00637638	GTEx/v8/Brain_Cortex	-	Yes	Promoter_anchored_loops	2.432e-09	rs114702617;rs137966363;rs7752448;rs156743	4
ENSG00000197935	ZNF311	6	28962562	28973093	-1	protein_coding	282890	ZNF311	0.000129446471411909	0.377857886	8	11.6	0	NA	NA	NA	NA	Yes	Neural_Progenitor_Cell	2.782e-09	rs114702617;rs137966363;rs7752448;rs156743	4
ENSG00000204704	OR2W1	6	29011990	29013017	-1	protein_coding	26692	OR2W1	0.0865618905271982	0.531528388	4	4.172	0	NA	NA	NA	NA	No	NA	2.834e-09	rs114702617;rs137966363;rs7752448	4
ENSG00000204703	OR2B3	6	29053985	29055090	-1	protein_coding	442184	OR2B3	0.0013369321318042	0.458839963	3	9.377	0	NA	NA	NA	NA	No	NA	3.177e-09	rs114702617;rs137966363;rs7752448	4
ENSG00000204702	OR2J1	6	29068386	29069658	1	protein_coding	442185	OR2J1	0.0174945019459341	NA	1	0.549	0	NA	NA	NA	NA	No	NA	4.053e-09	rs114702617;rs137966363;rs7752448	4
ENSG00000204701	OR2J3	6	29079668	29080603	1	protein_coding	442186	OR2J3	0.0281435008681581	0.112859372	2	1.351	0	NA	NA	NA	NA	No	NA	2.751e-09	rs114702617;rs137966363;rs7752448	4
ENSG00000204700	OR2J2	6	29141311	29142351	1	protein_coding	26707	OR2J2	0.0107267189301636	0.271259236	4	5.147	0	NA	NA	NA	NA	No	NA	4.211e-09	rs114702617;rs137966363;rs7752448	4
ENSG00000204695	OR14J1	6	29274403	29275519	1	protein_coding	442191	OR14J1	8.02406099709927e-08	1.335471591	3	6.748	0	NA	NA	NA	NA	No	NA	6.892e-09	rs114702617;rs137966363;rs7752448	4
ENSG00000243729	OR5V1	6	29323007	29399744	-1	protein_coding	81696	OR5V1	0.00344261897900665	0.32363506	10	11.39	180	0.000241095686186775	0.0486732873560182	BRAINEAC/THAL	NA	No	NA	9.483e-10	rs137966363;rs114702617;rs7752448;rs156743	4
ENSG00000112462	OR12D3	6	29341200	29343068	-1	protein_coding	81797	OR12D3	1.34136303903671e-05	0.883548764	5	11.39	0	NA	NA	NA	NA	No	NA	4.396e-09	rs137966363;rs114702617	4
ENSG00000168787	OR12D2	6	29364416	29365448	1	protein_coding	26529	OR12D2	0.601033125257784	0.457835329	3	6.779	0	NA	NA	NA	NA	No	NA	2.491e-09	rs137966363;rs114702617	4
ENSG00000204694	OR11A1	6	29393281	29424848	-1	protein_coding	26531	OR11A1	0.0434844025575059	1.230255274	4	3.951	180	0.000241095686186775	0.0486732873560182	BRAINEAC/THAL	NA	No	NA	9.483e-10	rs114702617;rs137966363;rs7752448;rs156743	4
ENSG00000206474	OR10C1	6	29407083	29408731	1	protein_coding	442194	OR10C1	0.227592079399406	0.363897038	3	1.81	0	NA	NA	NA	NA	No	NA	1.045e-08	rs114702617;rs137966363	4
ENSG00000204688	OR2H1	6	29424958	29432105	1	protein_coding	26716	OR2H1	0.0449040613109769	-0.358288136	4	3.951	0	NA	NA	NA	NA	No	NA	1.045e-08	rs114702617;rs137966363	4
ENSG00000204687	MAS1L	6	29454474	29455738	-1	protein_coding	116511	MAS1L	0.000466205666114264	0.689547747	5	8.385	0	NA	NA	NA	NA	No	NA	1.248e-08	rs114702617;rs137966363	4
ENSG00000213886	UBD	6	29523292	29527702	-1	protein_coding	10537	UBD	0.0798957514124674	0.401530797	5	14.02	0	NA	NA	NA	NA	No	NA	2.742e-08	rs114702617;rs137966363	4
ENSG00000204681	GABBR1	6	29523406	29601753	-1	protein_coding	2550	GABBR1	0.999969901472702	0.238892484	10	14.02	0	NA	NA	NA	NA	No	NA	1.384e-08	rs114702617;rs137966363	4
ENSG00000204657	OR2H2	6	29555683	29556745	1	protein_coding	7932	OR2H2	0.0899459247726437	0.69683603	4	3.904	0	NA	NA	NA	NA	No	NA	2.629e-08	rs137966363;rs114702617	4
ENSG00000165379	LRFN5	14	42076773	42373752	1	protein_coding	145581	LRFN5	0.712324783241459	0.122069049	51	16.21	88	2.00338e-21	1.22647052698887e-18	PsychENCODE_eQTLs:GTEx/v8/Brain_Cerebellar_Hemisphere:GTEx/v8/Brain_Cerebellum	+	No	NA	8.151e-09	rs1950829	5
