region2	reg_region	type	tissue/cell	genes
6:26450000-26460000	6:26457414-26458758	prom	E082	ENSG00000112763
6:26450000-26460000	6:26458838-26458906	prom	E053	NA
6:26450000-26460000	6:26458838-26458906	prom	E054	NA
6:26450000-26460000	6:26458838-26458906	prom	E067	NA
6:26450000-26460000	6:26458838-26458906	prom	E068	NA
6:26450000-26460000	6:26458838-26458906	prom	E069	NA
6:26450000-26460000	6:26458838-26458906	prom	E070	NA
6:26450000-26460000	6:26458838-26458906	prom	E071	NA
6:26450000-26460000	6:26458838-26458906	prom	E072	NA
6:26450000-26460000	6:26458838-26458906	prom	E073	NA
6:26450000-26460000	6:26458838-26458906	prom	E074	NA
6:26450000-26460000	6:26458838-26458906	prom	E081	NA
6:26450000-26460000	6:26458838-26458906	prom	E082	NA
6:26450000-26460000	6:26458984-26459116	prom	E053	NA
6:26450000-26460000	6:26458984-26459116	prom	E054	NA
6:26450000-26460000	6:26458984-26459116	prom	E067	NA
6:26450000-26460000	6:26458984-26459116	prom	E068	NA
6:26450000-26460000	6:26458984-26459116	prom	E069	NA
6:26450000-26460000	6:26458984-26459116	prom	E070	NA
6:26450000-26460000	6:26458984-26459116	prom	E071	NA
6:26450000-26460000	6:26458984-26459116	prom	E072	NA
6:26450000-26460000	6:26458984-26459116	prom	E073	NA
6:26450000-26460000	6:26458984-26459116	prom	E074	NA
6:26450000-26460000	6:26458984-26459116	prom	E081	NA
6:26450000-26460000	6:26458984-26459116	prom	E082	NA
6:26470000-26480000	6:26473777-26474982	prom	E053	NA
6:26470000-26480000	6:26473777-26474982	prom	E054	NA
6:26470000-26480000	6:26473777-26474982	prom	E067	NA
6:26470000-26480000	6:26473777-26474982	prom	E068	NA
6:26470000-26480000	6:26473777-26474982	prom	E069	NA
6:26470000-26480000	6:26473777-26474982	prom	E070	NA
6:26470000-26480000	6:26473777-26474982	prom	E071	NA
6:26470000-26480000	6:26473777-26474982	prom	E072	NA
6:26470000-26480000	6:26473777-26474982	prom	E073	NA
6:26470000-26480000	6:26473777-26474982	prom	E074	NA
6:26470000-26480000	6:26473777-26474982	prom	E081	NA
6:26470000-26480000	6:26473777-26474982	prom	E082	NA
6:26500000-26510000	6:26501593-26501704	prom	E068	ENSG00000124557
6:26500000-26510000	6:26501593-26501704	prom	E069	ENSG00000124557
6:26500000-26510000	6:26501593-26501704	prom	E071	ENSG00000124557
6:26500000-26510000	6:26501593-26501704	prom	E073	ENSG00000124557
6:26500000-26510000	6:26501593-26501704	prom	E074	ENSG00000124557
6:26500000-26510000	6:26501707-26502238	prom	E067	ENSG00000124557
6:26500000-26510000	6:26501707-26502238	prom	E068	ENSG00000124557
6:26500000-26510000	6:26501707-26502238	prom	E071	ENSG00000124557
6:26500000-26510000	6:26501707-26502238	prom	E073	ENSG00000124557
6:26500000-26510000	6:26501707-26502238	prom	E074	ENSG00000124557
6:26500000-26510000	6:26502271-26502414	prom	E067	NA
6:26500000-26510000	6:26502271-26502414	prom	E069	NA
6:26520000-26530000	6:26520399-26522719	prom	E053	NA
6:26520000-26530000	6:26520399-26522719	prom	E054	NA
6:26520000-26530000	6:26520399-26522719	prom	E067	NA
6:26520000-26530000	6:26520399-26522719	prom	E068	NA
6:26520000-26530000	6:26520399-26522719	prom	E069	NA
6:26520000-26530000	6:26520399-26522719	prom	E070	NA
6:26520000-26530000	6:26520399-26522719	prom	E071	NA
6:26520000-26530000	6:26520399-26522719	prom	E072	NA
6:26520000-26530000	6:26520399-26522719	prom	E073	NA
6:26520000-26530000	6:26520399-26522719	prom	E074	NA
6:26520000-26530000	6:26520399-26522719	prom	E082	NA
6:26520000-26530000	6:26522857-26522972	prom	E068	NA
6:26520000-26530000	6:26522857-26522972	prom	E069	NA
6:26520000-26530000	6:26522857-26522972	prom	E072	NA
6:26520000-26530000	6:26522857-26522972	prom	E074	NA
6:26520000-26530000	6:26523031-26523098	prom	E074	NA
6:26520001-26560000	6:26520399-26522719	prom	E053	NA
6:26520001-26560000	6:26520399-26522719	prom	E054	NA
6:26520001-26560000	6:26520399-26522719	prom	E067	NA
6:26520001-26560000	6:26520399-26522719	prom	E068	NA
6:26520001-26560000	6:26520399-26522719	prom	E069	NA
6:26520001-26560000	6:26520399-26522719	prom	E070	NA
6:26520001-26560000	6:26520399-26522719	prom	E071	NA
6:26520001-26560000	6:26520399-26522719	prom	E072	NA
6:26520001-26560000	6:26520399-26522719	prom	E073	NA
6:26520001-26560000	6:26520399-26522719	prom	E074	NA
6:26520001-26560000	6:26520399-26522719	prom	E082	NA
6:26520001-26560000	6:26522857-26522972	prom	E068	NA
6:26520001-26560000	6:26522857-26522972	prom	E069	NA
6:26520001-26560000	6:26522857-26522972	prom	E072	NA
6:26520001-26560000	6:26522857-26522972	prom	E074	NA
6:26520001-26560000	6:26523031-26523098	prom	E074	NA
6:26520001-26560000	6:26532220-26533956	prom	E053	NA
6:26520001-26560000	6:26532220-26533956	prom	E054	NA
6:26520001-26560000	6:26532220-26533956	prom	E068	NA
6:26520001-26560000	6:26532220-26533956	prom	E069	NA
6:26520001-26560000	6:26532220-26533956	prom	E071	NA
6:26520001-26560000	6:26532220-26533956	prom	E072	NA
6:26520001-26560000	6:26532220-26533956	prom	E073	NA
6:26520001-26560000	6:26532220-26533956	prom	E074	NA
6:26520001-26560000	6:26532220-26533956	prom	E081	NA
6:26520001-26560000	6:26532220-26533956	prom	E082	NA
6:26520001-26560000	6:26536715-26539678	prom	E053	ENSG00000182952
6:26520001-26560000	6:26536715-26539678	prom	E054	ENSG00000182952
6:26520001-26560000	6:26536715-26539678	prom	E067	ENSG00000182952
6:26520001-26560000	6:26536715-26539678	prom	E068	ENSG00000182952
6:26520001-26560000	6:26536715-26539678	prom	E069	ENSG00000182952
6:26520001-26560000	6:26536715-26539678	prom	E070	ENSG00000182952
6:26520001-26560000	6:26536715-26539678	prom	E071	ENSG00000182952
6:26520001-26560000	6:26536715-26539678	prom	E072	ENSG00000182952
6:26520001-26560000	6:26536715-26539678	prom	E073	ENSG00000182952
6:26520001-26560000	6:26536715-26539678	prom	E074	ENSG00000182952
6:26520001-26560000	6:26536715-26539678	prom	E081	ENSG00000182952
6:26520001-26560000	6:26536715-26539678	prom	E082	ENSG00000182952
6:26520001-26560000	6:26550516-26551225	prom	E053	NA
6:26520001-26560000	6:26550516-26551225	prom	E054	NA
6:26520001-26560000	6:26550516-26551225	prom	E067	NA
6:26520001-26560000	6:26550516-26551225	prom	E068	NA
6:26520001-26560000	6:26550516-26551225	prom	E069	NA
6:26520001-26560000	6:26550516-26551225	prom	E070	NA
6:26520001-26560000	6:26550516-26551225	prom	E071	NA
6:26520001-26560000	6:26550516-26551225	prom	E072	NA
6:26520001-26560000	6:26550516-26551225	prom	E073	NA
6:26520001-26560000	6:26550516-26551225	prom	E074	NA
6:26520001-26560000	6:26550516-26551225	prom	E081	NA
6:26520001-26560000	6:26550516-26551225	prom	E082	NA
6:26520001-26560000	6:26551269-26551490	prom	E070	NA
6:26520001-26560000	6:26551269-26551490	prom	E082	NA
6:26520001-26560000	6:26553129-26556206	prom	E053	NA
6:26520001-26560000	6:26553129-26556206	prom	E054	NA
6:26520001-26560000	6:26553129-26556206	prom	E067	NA
6:26520001-26560000	6:26553129-26556206	prom	E068	NA
6:26520001-26560000	6:26553129-26556206	prom	E069	NA
6:26520001-26560000	6:26553129-26556206	prom	E070	NA
6:26520001-26560000	6:26553129-26556206	prom	E071	NA
6:26520001-26560000	6:26553129-26556206	prom	E072	NA
6:26520001-26560000	6:26553129-26556206	prom	E073	NA
6:26520001-26560000	6:26553129-26556206	prom	E074	NA
6:26520001-26560000	6:26553129-26556206	prom	E081	NA
6:26520001-26560000	6:26553129-26556206	prom	E082	NA
6:26520001-26560000	6:26556218-26557325	prom	E073	NA
6:26530000-26540000	6:26532220-26533956	prom	E053	NA
6:26530000-26540000	6:26532220-26533956	prom	E054	NA
6:26530000-26540000	6:26532220-26533956	prom	E068	NA
6:26530000-26540000	6:26532220-26533956	prom	E069	NA
6:26530000-26540000	6:26532220-26533956	prom	E071	NA
6:26530000-26540000	6:26532220-26533956	prom	E072	NA
6:26530000-26540000	6:26532220-26533956	prom	E073	NA
6:26530000-26540000	6:26532220-26533956	prom	E074	NA
6:26530000-26540000	6:26532220-26533956	prom	E081	NA
6:26530000-26540000	6:26532220-26533956	prom	E082	NA
6:26530000-26540000	6:26536715-26539678	prom	E053	ENSG00000182952
6:26530000-26540000	6:26536715-26539678	prom	E054	ENSG00000182952
6:26530000-26540000	6:26536715-26539678	prom	E067	ENSG00000182952
6:26530000-26540000	6:26536715-26539678	prom	E068	ENSG00000182952
6:26530000-26540000	6:26536715-26539678	prom	E069	ENSG00000182952
6:26530000-26540000	6:26536715-26539678	prom	E070	ENSG00000182952
6:26530000-26540000	6:26536715-26539678	prom	E071	ENSG00000182952
6:26530000-26540000	6:26536715-26539678	prom	E072	ENSG00000182952
6:26530000-26540000	6:26536715-26539678	prom	E073	ENSG00000182952
6:26530000-26540000	6:26536715-26539678	prom	E074	ENSG00000182952
6:26530000-26540000	6:26536715-26539678	prom	E081	ENSG00000182952
6:26530000-26540000	6:26536715-26539678	prom	E082	ENSG00000182952
6:26550000-26560000	6:26550516-26551225	prom	E053	NA
6:26550000-26560000	6:26550516-26551225	prom	E054	NA
6:26550000-26560000	6:26550516-26551225	prom	E067	NA
6:26550000-26560000	6:26550516-26551225	prom	E068	NA
6:26550000-26560000	6:26550516-26551225	prom	E069	NA
6:26550000-26560000	6:26550516-26551225	prom	E070	NA
6:26550000-26560000	6:26550516-26551225	prom	E071	NA
6:26550000-26560000	6:26550516-26551225	prom	E072	NA
6:26550000-26560000	6:26550516-26551225	prom	E073	NA
6:26550000-26560000	6:26550516-26551225	prom	E074	NA
6:26550000-26560000	6:26550516-26551225	prom	E081	NA
6:26550000-26560000	6:26550516-26551225	prom	E082	NA
6:26550000-26560000	6:26551269-26551490	prom	E070	NA
6:26550000-26560000	6:26551269-26551490	prom	E082	NA
6:26550000-26560000	6:26553129-26556206	prom	E053	NA
6:26550000-26560000	6:26553129-26556206	prom	E054	NA
6:26550000-26560000	6:26553129-26556206	prom	E067	NA
6:26550000-26560000	6:26553129-26556206	prom	E068	NA
6:26550000-26560000	6:26553129-26556206	prom	E069	NA
6:26550000-26560000	6:26553129-26556206	prom	E070	NA
6:26550000-26560000	6:26553129-26556206	prom	E071	NA
6:26550000-26560000	6:26553129-26556206	prom	E072	NA
6:26550000-26560000	6:26553129-26556206	prom	E073	NA
6:26550000-26560000	6:26553129-26556206	prom	E074	NA
6:26550000-26560000	6:26553129-26556206	prom	E081	NA
6:26550000-26560000	6:26553129-26556206	prom	E082	NA
6:26550000-26560000	6:26556218-26557325	prom	E073	NA
6:26560000-26570000	6:26567964-26569873	prom	E053	NA
6:26560000-26570000	6:26567964-26569873	prom	E054	NA
6:26560000-26570000	6:26567964-26569873	prom	E067	NA
6:26560000-26570000	6:26567964-26569873	prom	E068	NA
6:26560000-26570000	6:26567964-26569873	prom	E069	NA
6:26560000-26570000	6:26567964-26569873	prom	E070	NA
6:26560000-26570000	6:26567964-26569873	prom	E071	NA
6:26560000-26570000	6:26567964-26569873	prom	E072	NA
6:26560000-26570000	6:26567964-26569873	prom	E073	NA
6:26560000-26570000	6:26567964-26569873	prom	E074	NA
6:26560000-26570000	6:26567964-26569873	prom	E082	NA
6:26560000-26570000	6:26569884-26569991	prom	E069	NA
6:26560001-26600000	6:26567964-26569873	prom	E053	NA
6:26560001-26600000	6:26567964-26569873	prom	E054	NA
6:26560001-26600000	6:26567964-26569873	prom	E067	NA
6:26560001-26600000	6:26567964-26569873	prom	E068	NA
6:26560001-26600000	6:26567964-26569873	prom	E069	NA
6:26560001-26600000	6:26567964-26569873	prom	E070	NA
6:26560001-26600000	6:26567964-26569873	prom	E071	NA
6:26560001-26600000	6:26567964-26569873	prom	E072	NA
6:26560001-26600000	6:26567964-26569873	prom	E073	NA
6:26560001-26600000	6:26567964-26569873	prom	E074	NA
6:26560001-26600000	6:26567964-26569873	prom	E082	NA
6:26560001-26600000	6:26569884-26569991	prom	E069	NA
6:26560001-26600000	6:26571744-26572798	prom	E053	NA
6:26560001-26600000	6:26571744-26572798	prom	E054	NA
6:26560001-26600000	6:26571744-26572798	prom	E067	NA
6:26560001-26600000	6:26571744-26572798	prom	E068	NA
6:26560001-26600000	6:26571744-26572798	prom	E069	NA
6:26560001-26600000	6:26571744-26572798	prom	E070	NA
6:26560001-26600000	6:26571744-26572798	prom	E071	NA
6:26560001-26600000	6:26571744-26572798	prom	E072	NA
6:26560001-26600000	6:26571744-26572798	prom	E073	NA
6:26560001-26600000	6:26571744-26572798	prom	E074	NA
6:26560001-26600000	6:26571744-26572798	prom	E082	NA
6:26560001-26600000	6:26572851-26573370	prom	E054	NA
6:26560001-26600000	6:26572851-26573370	prom	E067	NA
6:26560001-26600000	6:26572851-26573370	prom	E068	NA
6:26560001-26600000	6:26572851-26573370	prom	E071	NA
6:26560001-26600000	6:26572851-26573370	prom	E072	NA
6:26560001-26600000	6:26572851-26573370	prom	E073	NA
6:26560001-26600000	6:26572851-26573370	prom	E074	NA
6:26560001-26600000	6:26572851-26573370	prom	E081	NA
6:26560001-26600000	6:26572851-26573370	prom	E082	NA
6:26560001-26600000	6:26576578-26578046	prom	E067	NA
6:26560001-26600000	6:26576578-26578046	prom	E068	NA
6:26560001-26600000	6:26576578-26578046	prom	E071	NA
6:26560001-26600000	6:26576578-26578046	prom	E072	NA
6:26560001-26600000	6:26594978-26596646	prom	E053	NA
6:26560001-26600000	6:26594978-26596646	prom	E054	NA
6:26560001-26600000	6:26594978-26596646	prom	E067	NA
6:26560001-26600000	6:26594978-26596646	prom	E068	NA
6:26560001-26600000	6:26594978-26596646	prom	E069	NA
6:26560001-26600000	6:26594978-26596646	prom	E070	NA
6:26560001-26600000	6:26594978-26596646	prom	E071	NA
6:26560001-26600000	6:26594978-26596646	prom	E072	NA
6:26560001-26600000	6:26594978-26596646	prom	E073	NA
6:26560001-26600000	6:26594978-26596646	prom	E074	NA
6:26560001-26600000	6:26594978-26596646	prom	E082	NA
6:26560001-26600000	6:26596693-26597739	prom	E053	ENSG00000146109
6:26560001-26600000	6:26596693-26597739	prom	E054	ENSG00000146109
6:26560001-26600000	6:26596693-26597739	prom	E067	ENSG00000146109
6:26560001-26600000	6:26596693-26597739	prom	E068	ENSG00000146109
6:26560001-26600000	6:26596693-26597739	prom	E069	ENSG00000146109
6:26560001-26600000	6:26596693-26597739	prom	E070	ENSG00000146109
6:26560001-26600000	6:26596693-26597739	prom	E071	ENSG00000146109
6:26560001-26600000	6:26596693-26597739	prom	E072	ENSG00000146109
6:26560001-26600000	6:26596693-26597739	prom	E073	ENSG00000146109
6:26560001-26600000	6:26596693-26597739	prom	E074	ENSG00000146109
6:26560001-26600000	6:26596693-26597739	prom	E081	ENSG00000146109
6:26560001-26600000	6:26596693-26597739	prom	E082	ENSG00000146109
6:26560001-26600000	6:26597778-26597828	prom	E053	NA
6:26560001-26600000	6:26597778-26597828	prom	E054	NA
6:26560001-26600000	6:26597778-26597828	prom	E067	NA
6:26560001-26600000	6:26597778-26597828	prom	E068	NA
6:26560001-26600000	6:26597778-26597828	prom	E069	NA
6:26560001-26600000	6:26597778-26597828	prom	E070	NA
6:26560001-26600000	6:26597778-26597828	prom	E071	NA
6:26560001-26600000	6:26597778-26597828	prom	E072	NA
6:26560001-26600000	6:26597778-26597828	prom	E073	NA
6:26560001-26600000	6:26597778-26597828	prom	E074	NA
6:26560001-26600000	6:26597778-26597828	prom	E081	NA
6:26560001-26600000	6:26597778-26597828	prom	E082	NA
6:26560001-26600000	6:26597878-26597922	prom	E053	NA
6:26560001-26600000	6:26597878-26597922	prom	E054	NA
6:26560001-26600000	6:26597878-26597922	prom	E067	NA
6:26560001-26600000	6:26597878-26597922	prom	E068	NA
6:26560001-26600000	6:26597878-26597922	prom	E069	NA
6:26560001-26600000	6:26597878-26597922	prom	E070	NA
6:26560001-26600000	6:26597878-26597922	prom	E071	NA
6:26560001-26600000	6:26597878-26597922	prom	E072	NA
6:26560001-26600000	6:26597878-26597922	prom	E073	NA
6:26560001-26600000	6:26597878-26597922	prom	E074	NA
6:26560001-26600000	6:26597878-26597922	prom	E081	NA
6:26560001-26600000	6:26597878-26597922	prom	E082	NA
6:26560001-26600000	6:26597950-26598126	prom	E053	NA
6:26560001-26600000	6:26597950-26598126	prom	E054	NA
6:26560001-26600000	6:26597950-26598126	prom	E067	NA
6:26560001-26600000	6:26597950-26598126	prom	E068	NA
6:26560001-26600000	6:26597950-26598126	prom	E069	NA
6:26560001-26600000	6:26597950-26598126	prom	E070	NA
6:26560001-26600000	6:26597950-26598126	prom	E071	NA
6:26560001-26600000	6:26597950-26598126	prom	E072	NA
6:26560001-26600000	6:26597950-26598126	prom	E073	NA
6:26560001-26600000	6:26597950-26598126	prom	E074	NA
6:26560001-26600000	6:26597950-26598126	prom	E081	NA
6:26560001-26600000	6:26597950-26598126	prom	E082	NA
6:26570000-26580000	6:26571744-26572798	prom	E053	NA
6:26570000-26580000	6:26571744-26572798	prom	E054	NA
6:26570000-26580000	6:26571744-26572798	prom	E067	NA
6:26570000-26580000	6:26571744-26572798	prom	E068	NA
6:26570000-26580000	6:26571744-26572798	prom	E069	NA
6:26570000-26580000	6:26571744-26572798	prom	E070	NA
6:26570000-26580000	6:26571744-26572798	prom	E071	NA
6:26570000-26580000	6:26571744-26572798	prom	E072	NA
6:26570000-26580000	6:26571744-26572798	prom	E073	NA
6:26570000-26580000	6:26571744-26572798	prom	E074	NA
6:26570000-26580000	6:26571744-26572798	prom	E082	NA
6:26570000-26580000	6:26572851-26573370	prom	E054	NA
6:26570000-26580000	6:26572851-26573370	prom	E067	NA
6:26570000-26580000	6:26572851-26573370	prom	E068	NA
6:26570000-26580000	6:26572851-26573370	prom	E071	NA
6:26570000-26580000	6:26572851-26573370	prom	E072	NA
6:26570000-26580000	6:26572851-26573370	prom	E073	NA
6:26570000-26580000	6:26572851-26573370	prom	E074	NA
6:26570000-26580000	6:26572851-26573370	prom	E081	NA
6:26570000-26580000	6:26572851-26573370	prom	E082	NA
6:26570000-26580000	6:26576578-26578046	prom	E067	NA
6:26570000-26580000	6:26576578-26578046	prom	E068	NA
6:26570000-26580000	6:26576578-26578046	prom	E071	NA
6:26570000-26580000	6:26576578-26578046	prom	E072	NA
6:26590000-26600000	6:26594978-26596646	prom	E053	NA
6:26590000-26600000	6:26594978-26596646	prom	E054	NA
6:26590000-26600000	6:26594978-26596646	prom	E067	NA
6:26590000-26600000	6:26594978-26596646	prom	E068	NA
6:26590000-26600000	6:26594978-26596646	prom	E069	NA
6:26590000-26600000	6:26594978-26596646	prom	E070	NA
6:26590000-26600000	6:26594978-26596646	prom	E071	NA
6:26590000-26600000	6:26594978-26596646	prom	E072	NA
6:26590000-26600000	6:26594978-26596646	prom	E073	NA
6:26590000-26600000	6:26594978-26596646	prom	E074	NA
6:26590000-26600000	6:26594978-26596646	prom	E082	NA
6:26590000-26600000	6:26596693-26597739	prom	E053	ENSG00000146109
6:26590000-26600000	6:26596693-26597739	prom	E054	ENSG00000146109
6:26590000-26600000	6:26596693-26597739	prom	E067	ENSG00000146109
6:26590000-26600000	6:26596693-26597739	prom	E068	ENSG00000146109
6:26590000-26600000	6:26596693-26597739	prom	E069	ENSG00000146109
6:26590000-26600000	6:26596693-26597739	prom	E070	ENSG00000146109
6:26590000-26600000	6:26596693-26597739	prom	E071	ENSG00000146109
6:26590000-26600000	6:26596693-26597739	prom	E072	ENSG00000146109
6:26590000-26600000	6:26596693-26597739	prom	E073	ENSG00000146109
6:26590000-26600000	6:26596693-26597739	prom	E074	ENSG00000146109
6:26590000-26600000	6:26596693-26597739	prom	E081	ENSG00000146109
6:26590000-26600000	6:26596693-26597739	prom	E082	ENSG00000146109
6:26590000-26600000	6:26597778-26597828	prom	E053	NA
6:26590000-26600000	6:26597778-26597828	prom	E054	NA
6:26590000-26600000	6:26597778-26597828	prom	E067	NA
6:26590000-26600000	6:26597778-26597828	prom	E068	NA
6:26590000-26600000	6:26597778-26597828	prom	E069	NA
6:26590000-26600000	6:26597778-26597828	prom	E070	NA
6:26590000-26600000	6:26597778-26597828	prom	E071	NA
6:26590000-26600000	6:26597778-26597828	prom	E072	NA
6:26590000-26600000	6:26597778-26597828	prom	E073	NA
6:26590000-26600000	6:26597778-26597828	prom	E074	NA
6:26590000-26600000	6:26597778-26597828	prom	E081	NA
6:26590000-26600000	6:26597778-26597828	prom	E082	NA
6:26590000-26600000	6:26597878-26597922	prom	E053	NA
6:26590000-26600000	6:26597878-26597922	prom	E054	NA
6:26590000-26600000	6:26597878-26597922	prom	E067	NA
6:26590000-26600000	6:26597878-26597922	prom	E068	NA
6:26590000-26600000	6:26597878-26597922	prom	E069	NA
6:26590000-26600000	6:26597878-26597922	prom	E070	NA
6:26590000-26600000	6:26597878-26597922	prom	E071	NA
6:26590000-26600000	6:26597878-26597922	prom	E072	NA
6:26590000-26600000	6:26597878-26597922	prom	E073	NA
6:26590000-26600000	6:26597878-26597922	prom	E074	NA
6:26590000-26600000	6:26597878-26597922	prom	E081	NA
6:26590000-26600000	6:26597878-26597922	prom	E082	NA
6:26590000-26600000	6:26597950-26598126	prom	E053	NA
6:26590000-26600000	6:26597950-26598126	prom	E054	NA
6:26590000-26600000	6:26597950-26598126	prom	E067	NA
6:26590000-26600000	6:26597950-26598126	prom	E068	NA
6:26590000-26600000	6:26597950-26598126	prom	E069	NA
6:26590000-26600000	6:26597950-26598126	prom	E070	NA
6:26590000-26600000	6:26597950-26598126	prom	E071	NA
6:26590000-26600000	6:26597950-26598126	prom	E072	NA
6:26590000-26600000	6:26597950-26598126	prom	E073	NA
6:26590000-26600000	6:26597950-26598126	prom	E074	NA
6:26590000-26600000	6:26597950-26598126	prom	E081	NA
6:26590000-26600000	6:26597950-26598126	prom	E082	NA
6:26600000-26610000	6:26607661-26608039	prom	E054	NA
6:26600000-26610000	6:26607661-26608039	prom	E071	NA
6:26600001-26640000	6:26607661-26608039	prom	E054	NA
6:26600001-26640000	6:26607661-26608039	prom	E071	NA
6:26600001-26640000	6:26613575-26613771	prom	E054	NA
6:26600001-26640000	6:26613874-26614835	prom	E067	NA
6:26600001-26640000	6:26613874-26614835	prom	E068	NA
6:26600001-26640000	6:26613874-26614835	prom	E069	NA
6:26600001-26640000	6:26613874-26614835	prom	E071	NA
6:26600001-26640000	6:26613874-26614835	prom	E072	NA
6:26600001-26640000	6:26613874-26614835	prom	E073	NA
6:26600001-26640000	6:26613874-26614835	prom	E082	NA
6:26650000-26660000	6:26659148-26659255	prom	E053	NA
6:26650000-26660000	6:26659148-26659255	prom	E054	NA
6:26650000-26660000	6:26659148-26659255	prom	E067	NA
6:26650000-26660000	6:26659148-26659255	prom	E068	NA
6:26650000-26660000	6:26659148-26659255	prom	E069	NA
6:26650000-26660000	6:26659148-26659255	prom	E070	NA
6:26650000-26660000	6:26659148-26659255	prom	E071	NA
6:26650000-26660000	6:26659148-26659255	prom	E072	NA
6:26650000-26660000	6:26659148-26659255	prom	E073	NA
6:26650000-26660000	6:26659148-26659255	prom	E074	NA
6:26650000-26660000	6:26659148-26659255	prom	E081	NA
6:26650000-26660000	6:26659148-26659255	prom	E082	NA
6:26650000-26660000	6:26659355-26659454	prom	E053	NA
6:26650000-26660000	6:26659355-26659454	prom	E054	NA
6:26650000-26660000	6:26659355-26659454	prom	E067	NA
6:26650000-26660000	6:26659355-26659454	prom	E068	NA
6:26650000-26660000	6:26659355-26659454	prom	E069	NA
6:26650000-26660000	6:26659355-26659454	prom	E070	NA
6:26650000-26660000	6:26659355-26659454	prom	E071	NA
6:26650000-26660000	6:26659355-26659454	prom	E072	NA
6:26650000-26660000	6:26659355-26659454	prom	E073	NA
6:26650000-26660000	6:26659355-26659454	prom	E074	NA
6:26650000-26660000	6:26659355-26659454	prom	E081	NA
6:26650000-26660000	6:26659355-26659454	prom	E082	NA
6:26650000-26660000	6:26659480-26659704	prom	E053	ENSG00000181315
6:26650000-26660000	6:26659480-26659704	prom	E054	ENSG00000181315
6:26650000-26660000	6:26659480-26659704	prom	E067	ENSG00000181315
6:26650000-26660000	6:26659480-26659704	prom	E068	ENSG00000181315
6:26650000-26660000	6:26659480-26659704	prom	E069	ENSG00000181315
6:26650000-26660000	6:26659480-26659704	prom	E070	ENSG00000181315
6:26650000-26660000	6:26659480-26659704	prom	E071	ENSG00000181315
6:26650000-26660000	6:26659480-26659704	prom	E072	ENSG00000181315
6:26650000-26660000	6:26659480-26659704	prom	E073	ENSG00000181315
6:26650000-26660000	6:26659480-26659704	prom	E074	ENSG00000181315
6:26650000-26660000	6:26659480-26659704	prom	E081	ENSG00000181315
6:26650000-26660000	6:26659480-26659704	prom	E082	ENSG00000181315
6:26650000-26660000	6:26659826-26660740	prom	E053	ENSG00000181315
6:26650000-26660000	6:26659826-26660740	prom	E054	ENSG00000181315
6:26650000-26660000	6:26659826-26660740	prom	E067	ENSG00000181315
6:26650000-26660000	6:26659826-26660740	prom	E068	ENSG00000181315
6:26650000-26660000	6:26659826-26660740	prom	E069	ENSG00000181315
6:26650000-26660000	6:26659826-26660740	prom	E070	ENSG00000181315
6:26650000-26660000	6:26659826-26660740	prom	E071	ENSG00000181315
6:26650000-26660000	6:26659826-26660740	prom	E072	ENSG00000181315
6:26650000-26660000	6:26659826-26660740	prom	E073	ENSG00000181315
6:26650000-26660000	6:26659826-26660740	prom	E074	ENSG00000181315
6:26650000-26660000	6:26659826-26660740	prom	E081	ENSG00000181315
6:26650000-26660000	6:26659826-26660740	prom	E082	ENSG00000181315
6:26660000-26670000	6:26659826-26660740	prom	E053	ENSG00000181315
6:26660000-26670000	6:26659826-26660740	prom	E054	ENSG00000181315
6:26660000-26670000	6:26659826-26660740	prom	E067	ENSG00000181315
6:26660000-26670000	6:26659826-26660740	prom	E068	ENSG00000181315
6:26660000-26670000	6:26659826-26660740	prom	E069	ENSG00000181315
6:26660000-26670000	6:26659826-26660740	prom	E070	ENSG00000181315
6:26660000-26670000	6:26659826-26660740	prom	E071	ENSG00000181315
6:26660000-26670000	6:26659826-26660740	prom	E072	ENSG00000181315
6:26660000-26670000	6:26659826-26660740	prom	E073	ENSG00000181315
6:26660000-26670000	6:26659826-26660740	prom	E074	ENSG00000181315
6:26660000-26670000	6:26659826-26660740	prom	E081	ENSG00000181315
6:26660000-26670000	6:26659826-26660740	prom	E082	ENSG00000181315
6:26680000-26690000	6:26689939-26690080	prom	E054	NA
6:26680000-26690000	6:26689939-26690080	prom	E069	NA
6:26690000-26700000	6:26689939-26690080	prom	E054	NA
6:26690000-26700000	6:26689939-26690080	prom	E069	NA
6:26690000-26700000	6:26698155-26698318	prom	E054	NA
6:26740000-26750000	6:26743745-26743907	prom	E054	NA
6:26740000-26750000	6:26745145-26745497	prom	E053	NA
6:26740000-26750000	6:26745145-26745497	prom	E054	NA
6:26740000-26750000	6:26745145-26745497	prom	E069	NA
6:26740000-26750000	6:26745563-26745729	prom	E053	NA
6:26740000-26750000	6:26745563-26745729	prom	E054	NA
6:26740000-26750000	6:26745563-26745729	prom	E069	NA
6:26750000-26760000	6:26756932-26757064	prom	E054	NA
6:26750000-26760000	6:26756932-26757064	prom	E082	NA
6:26750000-26760000	6:26757146-26757687	prom	E054	NA
6:26750000-26760000	6:26757146-26757687	prom	E082	NA
6:26750000-26760000	6:26757771-26757963	prom	E054	NA
6:26750000-26760000	6:26757771-26757963	prom	E082	NA
6:26750000-26760000	6:26758019-26758707	prom	E054	NA
6:26750000-26760000	6:26758019-26758707	prom	E082	NA
6:26920000-26930000	6:26923907-26924282	prom	E053	NA
