# ALPHA = 0.05
# NUMBER_OF_TESTS = 15484

# _SET1_  VARIABLE = Curated_gene_sets:nikolsky_breast_cancer_16q24_amplicon (set)
# _SET1_  NGENES = 53
# _SET1_  P-VALUE = 3.65481e-07
_SET1_   GENE              CHR     START      STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET4_   ENSG00000145740     5   68389473   68426896     80       8  157805      0.40396      0.10104    3.1863e-14      0.40396
_SET4_   ENSG00000181104     5   76011868   76031606     26       6  153741     -0.75541      0.45798    3.1863e-14     -0.75541
_SET4_   ENSG00000145708     5   76248538   76276983     59      10  156553     -0.27522      0.28878    3.1863e-14     -0.27522
_SET4_   ENSG00000152413     5   78668459   78810040    320      25  146598     -0.10666      0.13609    3.1863e-14     -0.10666
_SET4_   ENSG00000081189     5   88013975   88199922    312      24  149283       2.6147   6.9307e-05    3.1974e-14       2.6147
_SET4_   ENSG00000173221     5   95087023   95158709    164      28  150840     -0.42048      0.26097    3.1863e-14     -0.42048
_SET4_   ENSG00000080709     5  113696642  113832337    296      32  151516     -0.18036      0.16903    3.1863e-14     -0.18036
_SET4_   ENSG00000169194     5  131991955  131996802      9       2  157715      -1.3763      0.77967    3.1974e-14      -1.3763
_SET4_   ENSG00000152705     5  134303596  134347392     56      14  149657      0.32401     0.099569    3.1863e-14      0.32401
_SET4_   ENSG00000131504     5  140894583  140998622    156      23  151490       1.2998     0.014349    3.1974e-14       1.2998
_SET4_   ENSG00000169252     5  148206156  148208196     10       3  153292     -0.77912      0.47462    3.1863e-14     -0.77912
_SET4_   ENSG00000155511     5  152869175  153193429   1187      65  146785     -0.41379     0.061584    3.1863e-14     -0.41379
_SET4_   ENSG00000182132     5  169780491  170163636   1269     126  152912       0.7249    0.0067749    3.1863e-14       0.7249
_SET4_   ENSG00000145936     5  169801675  169816681     67      10  157770      0.13959      0.18098    3.1863e-14      0.13959
_SET4_   ENSG00000184845     5  174867042  174871211     10       4  147568       -2.508      0.94816    3.1974e-14       -2.508
_SET4_   ENSG00000131183     5  176806236  176825849     28       5  158660     -0.15827      0.29773    3.1863e-14     -0.15827
_SET4_   ENSG00000137275     6    3064225    3115421    119      22  148215     -0.98687      0.53124    3.1863e-14     -0.98687
_SET4_   ENSG00000213719     6   31698358   31707540     13       7  128743       5.5368        5e-10    3.1974e-14       5.5368
_SET4_   ENSG00000164626     6   39156749   39197226    133      24  155170      -1.8973      0.83567    3.1974e-14      -1.8973
_SET4_   ENSG00000124780     6   39266777   39282329     41      12  141415      -1.7967      0.79926    3.1974e-14      -1.7967
_SET4_   ENSG00000095981     6   39282474   39290744     41       5  145537    -0.026669      0.18182    3.1867e-14    -0.026669
_SET4_   ENSG00000095970     6   41126244   41130924      3       2  125237       0.9201      0.13917    3.1863e-14       0.9201
_SET4_   ENSG00000112782     6   45868045   46048132    535      53  152368     -0.27549      0.14961    3.1863e-14     -0.27549
_SET4_   ENSG00000185760     6   73331520   73908574   1414     100  151628       1.2042   0.00084685    3.1974e-14       1.2042
_SET4_   ENSG00000057663     6  106632351  106773666    352      19  143365      -2.1571      0.85306    3.1974e-14      -2.1571
_SET4_   ENSG00000010810     6  111981535  112194655    548      31  150418        2.174   0.00027733    3.1974e-14        2.174
_SET4_   ENSG00000047932     6  117639374  117923691    924      48  152929       1.7045   0.00042811    3.1974e-14       1.7045
_SET4_   ENSG00000198523     6  118869461  118881893     24       6  149532     -0.30409      0.26722    3.1863e-14     -0.30409
_SET4_   ENSG00000186439     6  123537483  123958238   1196      61  154344       1.0252    0.0019187    3.1974e-14       1.0252
_SET4_   ENSG00000152818     6  144606837  145174170   1104      71  150820       1.7707   0.00023376    3.1974e-14       1.7707
_SET4_   ENSG00000112038     6  154331631  154568001    641      48  153330      0.18582     0.060355    3.1863e-14      0.18582
_SET4_   ENSG00000153721     6  154708638  154831793    504      57  152337     -0.85361      0.34667    3.1863e-14     -0.85361
_SET4_   ENSG00000164850     7    1121844    1133451     50      12  148672     -0.27889      0.25484    3.1863e-14     -0.27889
_SET4_   ENSG00000106537     7   16793160   16824161    116      16  149913      0.43387     0.069351    3.1863e-14      0.43387
_SET4_   ENSG00000122691     7   19060614   19157295    248      23  136210     -0.73344      0.42104    3.1863e-14     -0.73344
_SET4_   ENSG00000187258     7   34697851   34917944    712      45  152405      -1.4563      0.49771    3.1974e-14      -1.4563
_SET4_   ENSG00000002746     7   43152198   43605600   1341     102  154282      -2.2346       0.6332    3.1974e-14      -2.2346
_SET4_   ENSG00000122679     7   45197390   45225901    198      11  147387      -2.9826      0.97007    3.1974e-14      -2.9826
_SET4_   ENSG00000146729     7   56019486   56067874    130      20  155428      0.31324      0.11481    3.1863e-14      0.31324
_SET4_   ENSG00000176410     7   73095299   73097783     13       3  150445      -1.0374      0.57728    3.1974e-14      -1.0374
_SET4_   ENSG00000153956     7   81575760   82073114   1481      99  152504      0.92879    0.0014129    3.1863e-14      0.92879
_SET4_   ENSG00000085563     7   87133175   87342611    408      36  147834       3.5422   1.0015e-06    3.1974e-14       3.5422
_SET4_   ENSG00000075142     7   87834433   87856308     30       7  150024     -0.26312      0.27253    3.1863e-14     -0.26312
_SET4_   ENSG00000127914     7   91570181   91739987    283       6  156110      0.96773     0.022452    3.1863e-14      0.96773
_SET4_   ENSG00000004948     7   93053799   93204042    388      29  156454      0.64058      0.03581    3.1863e-14      0.64058
_SET4_   ENSG00000130427     7  100318423  100321323      6       3  139797       2.8506   0.00012859    3.1974e-14       2.8506
_SET4_   ENSG00000170615     7  102993177  103086624    201      27  152020     -0.17512       0.2189    3.1863e-14     -0.17512
_SET4_   ENSG00000189056     7  103112231  103629963   1930     102  156924       -0.323     0.019506    3.1863e-14       -0.323
_SET4_   ENSG00000105851     7  106505723  106547590     74      16  151162     -0.21057       0.2461    3.1863e-14     -0.21057
_SET4_   ENSG00000105974     7  116164839  116201233     99      13  155173     -0.52192      0.37385    3.1863e-14     -0.52192
_SET4_   ENSG00000001626     7  117105838  117356025    398      22  146941      0.58434     0.032282    3.1863e-14      0.58434
_SET4_   ENSG00000184408     7  119913722  120390385    893      40  149874     -0.52254      0.16399    3.1863e-14     -0.52254
_SET4_   ENSG00000197993     7  142638201  142659768     52       8  142217      0.33126      0.15131    3.1863e-14      0.33126
_SET4_   ENSG00000188037     7  143013219  143049176     89      15  158931       1.6072    0.0068106    3.1974e-14       1.6072
_SET4_   ENSG00000170379     7  143318043  143427502     10       4  158985     -0.55209      0.45243    3.1863e-14     -0.55209
_SET4_   ENSG00000198420     7  143548468  143599291     36       8  153498    -0.096158      0.22841    3.1863e-14    -0.096158
_SET4_   ENSG00000055118     7  150642049  150675403     75      12  155195      0.57259     0.071266    3.1863e-14      0.57259
_SET4_   ENSG00000130226     7  153584182  154685995   3524     288  154878     0.035364    0.0037811    3.1863e-14     0.035364
_SET4_   ENSG00000120899     8   27168999   27316903    395      23  153924        3.238   3.6823e-06    3.1974e-14        3.238
_SET4_   ENSG00000215262     8   36641842   36793646    248      21  149920     -0.32116      0.21042    3.1863e-14     -0.32116
_SET4_   ENSG00000082556     8   54138284   54164257    142      13  154349      -1.2952       0.7072    3.1974e-14      -1.2952
_SET4_   ENSG00000254087     8   56792372   56923940    423      31  151079      -1.1997       0.4739    3.1974e-14      -1.1997
_SET4_   ENSG00000171316     8   61591337   61779465    339      18  148146       1.3425    0.0059206    3.1974e-14       1.3425
_SET4_   ENSG00000147571     8   67088620   67090960      2       1  160272      -1.5158      0.87954    3.1974e-14      -1.5158
_SET4_   ENSG00000182674     8   73449626   73850584   1103      63  153456      -2.0127      0.60005    3.1974e-14      -2.0127
_SET4_   ENSG00000104369     8   75146935   75233563    137      20  154000       1.6488    0.0044806    3.1974e-14       1.6488
_SET4_   ENSG00000164949     8   95261481   95274578     32       7  153972      -1.0625      0.57665    3.1974e-14      -1.0625
_SET4_   ENSG00000156486     8   99439250   99445076      3       2  151151     -0.60872      0.46194    3.1863e-14     -0.60872
_SET4_   ENSG00000164794     8  110975874  110988076     18       5  137835      0.73226     0.084747    3.1863e-14      0.73226
_SET4_   ENSG00000184156     8  133133108  133493200   1204      91  149469        1.393   0.00058521    3.1974e-14        1.393
_SET4_   ENSG00000198576     8  143692405  143696833     14       3  161405       1.2192      0.02633    3.1974e-14       1.2192
_SET4_   ENSG00000168263     9    2717502    2730037     30       8  154743      -0.5885      0.41661    3.1863e-14      -0.5885
_SET4_   ENSG00000165091     9   75136717   75451267    914      29  151987      -1.9301      0.59623    3.1974e-14      -1.9301
_SET4_   ENSG00000135018     9   86274878   86323118    123      11  153793       1.4805    0.0070794    3.1974e-14       1.4805
_SET4_   ENSG00000196730     9   90112143   90323548    750      69  156801      -1.1359      0.38929    3.1974e-14      -1.1359
_SET4_   ENSG00000165238     9   95947198   96082854    390      32  149057     -0.66105      0.29369    3.1863e-14     -0.66105
_SET4_   ENSG00000095209     9  108456825  108538893    217       9  154876      0.63848     0.070454    3.1863e-14      0.63848
_SET4_   ENSG00000070159     9  112137746  112260590    318      26  154932    -0.071187      0.15995    3.1863e-14    -0.071187
_SET4_   ENSG00000136867     9  115913222  115926417     66      12  156620     -0.34993       0.3018    3.1863e-14     -0.34993
_SET4_   ENSG00000148175     9  124101355  124132531     79      16  141389     -0.16963      0.22197    3.1863e-14     -0.16963
_SET4_   ENSG00000097007     9  133589333  133763062    432      33  150708     -0.43802      0.21654    3.1863e-14     -0.43802
_SET4_   ENSG00000169583     9  139889087  139891255      4       2  137907      0.38707      0.19962    3.1863e-14      0.38707
_SET4_   ENSG00000176884     9  140032842  140063207     40       8  151538      0.49124     0.078069    3.1863e-14      0.49124
_SET4_   ENSG00000184709     9  140063210  140064503      3       2  160698     -0.25183       0.3549    3.1863e-14     -0.25183
_SET4_   ENSG00000148408     9  140772241  141019076    440      31  141863      0.27801     0.066915    3.1863e-14      0.27801
_SET4_   ENSG00000165995    10   18429606   18830798   1498     109  152327       6.5787   3.3818e-18    3.1974e-14       6.5787
_SET4_   ENSG00000170759    10   32297938   32345359     88      10  144435       2.0161    0.0013041    3.1974e-14       2.0161
_SET4_   ENSG00000150201    10   43867090   43871783      9       3  150108     -0.65724       0.5098    3.1863e-14     -0.65724
_SET4_   ENSG00000151150    10   61786056   62493248   2103      82  151965       2.5827   6.2292e-08    3.1974e-14       2.5827
_SET4_   ENSG00000156113    10   78629359   79398353   2041     140  152587      0.69641   0.00081237    3.1863e-14      0.69641
_SET4_   ENSG00000108179    10   81107225   81115093     17       4  149562     -0.66733      0.40112    3.1863e-14     -0.66733
_SET4_   ENSG00000171862    10   89622870   89731687    125      26  146789      0.27904      0.11896    3.1863e-14      0.27904
_SET4_   ENSG00000120049    10  103585731  103603677     25       8  148777       2.0664    0.0015777    3.1974e-14       2.0664
_SET4_   ENSG00000185933    10  105213144  105218645     11       4  150323       1.6885    0.0053626    3.1974e-14       1.6885
_SET4_   ENSG00000148834    10  105995114  106027217     66      14  151368       2.4876   0.00032844    3.1974e-14       2.4876
_SET4_   ENSG00000150594    10  112836790  112840658      7       3  151244      -2.0162       0.9214    3.1974e-14      -2.0162
_SET4_   ENSG00000185101    11     417933     442011     63      10  150840       1.1528     0.018483    3.1974e-14       1.1528
_SET4_   ENSG00000069696    11     637293     640706      6       3  151659      0.74014     0.064223    3.1863e-14      0.74014
_SET4_   ENSG00000070985    11    2425745    2444275     74      14  157417      0.89677     0.036959    3.1863e-14      0.89677
_SET4_   ENSG00000053918    11    2465914    2870339   1146     142  153329     -0.30034     0.096914    3.1863e-14     -0.30034
_SET4_   ENSG00000167323    11    3875757    4114439    540      22  155749      -1.2129      0.46898    3.1974e-14      -1.2129
_SET4_   ENSG00000187486    11   17407406   17410878     10       3  151242       2.7338    0.0001532    3.1974e-14       2.7338
_SET4_   ENSG00000006071    11   17414432   17498449    285      27  153934       3.1775   8.2287e-06    3.1974e-14       3.1775
_SET4_   ENSG00000129159    11   17756359   17804602    123      19  150165     -0.17463      0.20845    3.1863e-14     -0.17463
_SET4_   ENSG00000182255    11   30031288   30038570      9       4  142093      0.65383     0.061783    3.1863e-14      0.65383
_SET4_   ENSG00000180210    11   46740730   46761056     53       8  140439       5.9817   4.0477e-12    3.1974e-14       5.9817
_SET4_   ENSG00000183908    11   56949221   56959191     28       7  151326       0.4296     0.092886    3.1863e-14       0.4296
_SET4_   ENSG00000134817    11   57001051   57004709      8       3  156538        2.268    0.0011563    3.1974e-14        2.268
_SET4_   ENSG00000110108    11   60681346   60690915     12       4  145462       1.0291     0.025584    3.1974e-14       1.0291
_SET4_   ENSG00000124942    11   62201016   62323707    247      36  150953      -1.6251      0.73233    3.1974e-14      -1.6251
_SET4_   ENSG00000182450    11   64058774   64067503      6       2  148281        1.571     0.012157    3.1974e-14        1.571
_SET4_   ENSG00000014216    11   64948037   64979477     58      10  153765      -2.0273      0.87674    3.1974e-14      -2.0273
_SET4_   ENSG00000173338    11   65360326   65363467      3       2  149074      0.90761     0.046084    3.1863e-14      0.90761
_SET4_   ENSG00000175294    11   65784223   65793988     21       4  158465       1.1914      0.02864    3.1974e-14       1.1914
_SET4_   ENSG00000174871    11   66045661   66052772      7       3  153128      0.57379     0.097102    3.1863e-14      0.57379
_SET4_   ENSG00000069482    11   68451247   68458643     12       3  160975       1.0513     0.046359    3.1974e-14       1.0513
_SET4_   ENSG00000162341    11   68816365   68858072    151      10  146998        1.841    0.0014654    3.1974e-14        1.841
_SET4_   ENSG00000162105    11   70313961   70963623   1794     140  152738      0.93028   0.00086141    3.1863e-14      0.93028
_SET4_   ENSG00000171631    11   72975550   73009662     76       7  155439     -0.32032      0.33519    3.1863e-14     -0.32032
_SET4_   ENSG00000175538    11   74165886   74178774     34       8  151613     -0.40013      0.29863    3.1863e-14     -0.40013
_SET4_   ENSG00000150672    11   83166055   85338966   5769     172  147853    -0.085409    0.0056918    3.1863e-14    -0.085409
_SET4_   ENSG00000168959    11   88237744   88799113   1675      41  155109      0.31292    0.0045127    3.1863e-14      0.31292
_SET4_   ENSG00000134640    11   92702886   92718232     42       8  144301      -1.0243      0.53956    3.1974e-14      -1.0243
_SET4_   ENSG00000137672    11  101322295  101743293   1629      48  149716       -3.097      0.76179    3.1974e-14       -3.097
_SET4_   ENSG00000152578    11  105480721  105852819    724      43  149452     -0.32752       0.1064    3.1863e-14     -0.32752
_SET4_   ENSG00000170290    11  107578104  107590419     31       7  148152       -1.508      0.71107    3.1974e-14       -1.508
_SET4_   ENSG00000149295    11  113280318  113346413    173      23  157277       4.7576   6.4392e-09    3.1974e-14       4.7576
_SET4_   ENSG00000166736    11  113845603  113861035     55      11  148416    -0.062382       0.2171    3.1863e-14    -0.062382
_SET4_   ENSG00000137731    11  117671559  117699413     95      22  153047      0.53322      0.06679    3.1863e-14      0.53322
_SET4_   ENSG00000137726    11  117707693  117748201    126      20  152535    -0.072566      0.17739    3.1863e-14    -0.072566
_SET4_   ENSG00000177098    11  118004092  118023603     48       7  156708      -1.7506      0.80755    3.1974e-14      -1.7506
_SET4_   ENSG00000149575    11  118032666  118047388     44      11  153398     0.030661      0.20435    3.1867e-14     0.030661
_SET4_   ENSG00000154096    11  119288090  119295695     18       3  159346       0.3872       0.1434    3.1863e-14       0.3872
_SET4_   ENSG00000154127    11  122526383  122685181    508      68  154566        1.724    0.0016211    3.1974e-14        1.724
_SET4_   ENSG00000166257    11  123499895  123525952    105      19  153043      -1.3322        0.677    3.1974e-14      -1.3322
_SET4_   ENSG00000151704    11  128706210  128737268     80      13  152936       1.3167     0.015058    3.1974e-14       1.3167
_SET4_   ENSG00000120457    11  128761251  128790930    108      17  156554      0.57546     0.073646    3.1863e-14      0.57546
_SET4_   ENSG00000060237    12     861759    1020618    340      23  152571      0.17712     0.091929    3.1863e-14      0.17712
_SET4_   ENSG00000151062    12    1901123    2028002    450      52  149548       2.4839   0.00011479    3.1974e-14       2.4839
_SET4_   ENSG00000151067    12    2079952    2802108   1981     174  150671       6.1264   6.1369e-18    3.1974e-14       6.1264
_SET4_   ENSG00000130038    12    3715799    3873985    621      57  151781        1.002    0.0084716    3.1974e-14        1.002
_SET4_   ENSG00000151079    12    4918342    4960277    217      27  155947       0.8408     0.031363    3.1863e-14       0.8408
_SET4_   ENSG00000111262    12    5019071    5040527     52      10  156216       1.6632    0.0064569    3.1974e-14       1.6632
_SET4_   ENSG00000130037    12    5153085    5155949      4       2  146675     -0.96437      0.55341    3.1863e-14     -0.96437
_SET4_   ENSG00000111679    12    7055631    7070479     20       6  140723       1.1354     0.023329    3.1974e-14       1.1354
_SET4_   ENSG00000273079    12   13693165   14133053   1358      88  149985     -0.27325     0.042968    3.1863e-14     -0.27325
_SET4_   ENSG00000121361    12   21917889   21928515      4       2  138926      0.21793      0.19545    3.1863e-14      0.21793
_SET4_   ENSG00000175548    12   38710380   38717784     21       4  151185      -1.0288      0.54887    3.1974e-14      -1.0288
_SET4_   ENSG00000177119    12   45609770   45834187    519      20  146605     -0.87643      0.40399    3.1863e-14     -0.87643
_SET4_   ENSG00000167535    12   49207577   49222724     25      11  139389        2.188   0.00086068    3.1974e-14        2.188
_SET4_   ENSG00000135519    12   49932940   49952091     39       6  151151       2.7197   0.00032594    3.1974e-14       2.7197
_SET4_   ENSG00000196876    12   51984050   52206648    371      26  150412       1.7775    0.0022498    3.1974e-14       1.7775
_SET4_   ENSG00000135413    12   55024595   55028679      1       1  161405     -0.32251       0.3378    3.1863e-14     -0.32251
_SET4_   ENSG00000135404    12   56119107   56123491      5       2  142273      -1.4688      0.81412    3.1974e-14      -1.4688
_SET4_   ENSG00000185482    12   57637236   57644976      8       3  149566       3.2214   2.7572e-05    3.1974e-14       3.2214
_SET4_   ENSG00000166006    12   75433857   75603648    435      33  153454      0.96071     0.014786    3.1863e-14      0.96071
_SET4_   ENSG00000122986    12  111065646  111142755     97       9  134970        3.825   1.5146e-06    3.1974e-14        3.825
_SET4_   ENSG00000186815    12  113658855  113736390    137       7  151202     -0.42504      0.37406    3.1863e-14     -0.42504
_SET4_   ENSG00000088992    12  117476728  117537284    184      18  153211      0.46759     0.066228    3.1863e-14      0.46759
_SET4_   ENSG00000089250    12  117645947  117889975    653      57  156027       2.8616   1.2444e-05    3.1974e-14       2.8616
_SET4_   ENSG00000089041    12  121570622  121623876    250      27  154628      0.55297     0.057255    3.1863e-14      0.55297
_SET4_   ENSG00000198553    13   50589390   50595058     12       3  156132      0.87242      0.06644    3.1863e-14      0.87242
_SET4_   ENSG00000102452    13  101706130  102068843   1240      83  151081       1.7705   0.00011388    3.1974e-14       1.7705
_SET4_   ENSG00000102466    13  102372134  103054124   1746     102  151187      -0.9269     0.080249    3.1863e-14      -0.9269
_SET4_   ENSG00000139780    13  103338094  103346854     50      17  153499       1.7104     0.004384    3.1974e-14       1.7104
_SET4_   ENSG00000185950    13  110406184  110438915     85      13  158536       1.8852    0.0031848    3.1974e-14       1.8852
_SET4_   ENSG00000139890    14   23352374   23356895      8       5  136872      0.32842      0.12248    3.1863e-14      0.32842
_SET4_   ENSG00000092051    14   24037244   24048009     12       4  139607      0.83126     0.064186    3.1863e-14      0.83126
_SET4_   ENSG00000151320    14   32798479   33300567   1573     138  155429      0.90072    0.0020385    3.1863e-14      0.90072
_SET4_   ENSG00000140015    14   63173287   63568755   1073      57  151746     -0.23072     0.060313    3.1863e-14     -0.23072
_SET4_   ENSG00000126803    14   65002623   65009955     22       5  140246      0.25755      0.12679    3.1863e-14      0.25755
_SET4_   ENSG00000080815    14   73603126   73690399    165      18  150626       1.5189    0.0077389    3.1974e-14       1.5189
_SET4_   ENSG00000100433    14   88649113   88793251    544      51  151392     -0.16424      0.12403    3.1863e-14     -0.16424
_SET4_   ENSG00000152315    14   90528109   90652201    481      43  158071     -0.20192      0.17089    3.1863e-14     -0.20192
_SET4_   ENSG00000198668    14   90862846   90874605     26       6  158553     0.067987      0.21553    3.1863e-14     0.067987
_SET4_   ENSG00000100739    14   96722161   96735304     54      12  155082      0.38225      0.11566    3.1863e-14      0.38225
_SET4_   ENSG00000142208    14  105235686  105262088     81      21  149657     -0.63801      0.38136    3.1863e-14     -0.63801
_SET4_   ENSG00000137801    15   39873280   39891667     31       5  146756      0.71562     0.063954    3.1863e-14      0.71562
_SET4_   ENSG00000187446    15   41523037   41574043    111      12  154773     -0.38366      0.29565    3.1863e-14     -0.38366
_SET4_   ENSG00000092529    15   42640301   42704516    144      12  141877      0.86379     0.038808    3.1863e-14      0.86379
_SET4_   ENSG00000166762    15   43920701   43960316     49       7  150210       4.7617   1.2542e-08    3.1974e-14       4.7617
_SET4_   ENSG00000069966    15   52413117   52483566    196      19  149648      -1.0297      0.52519    3.1974e-14      -1.0297
_SET4_   ENSG00000197535    15   52599480   52821247    560      15  157999       1.9411    0.0008461    3.1974e-14       1.9411
_SET4_   ENSG00000069869    15   56119120   56285944    630      23  155109       1.0182     0.010023    3.1974e-14       1.0182
_SET4_   ENSG00000255346    15   69222864   69355083    191      19  151578      -1.1686      0.60061    3.1974e-14      -1.1686
_SET4_   ENSG00000138622    15   73612200   73661605    138      25  147174       2.7253   8.7988e-05    3.1974e-14       2.7253
_SET4_   ENSG00000058335    15   79252289   79383115    409      61  151738      0.89938     0.018719    3.1863e-14      0.89938
_SET4_   ENSG00000103888    15   81071684   81244117    389      74  154146     -0.85175      0.39999    3.1863e-14     -0.85175
_SET4_   ENSG00000196557    16    1203241    1271771    245      49  146651      0.12088      0.11676    3.1863e-14      0.12088
_SET4_   ENSG00000140992    16    2587965    2653189     16       8  145246      0.61558     0.072593    3.1863e-14      0.61558
_SET4_   ENSG00000183454    16    9852376   10276611   1745      50  148540       2.9487    2.772e-08    3.1974e-14       2.9487
_SET4_   ENSG00000237515    16   12995477   13334272   1375      95  154300      0.14033     0.020527    3.1863e-14      0.14033
_SET4_   ENSG00000170540    16   18802991   18813000     22       6  144825      -0.6445      0.40664    3.1863e-14      -0.6445
_SET4_   ENSG00000006116    16   24266874   24374122    339      49  154695       1.0384      0.01527    3.1974e-14       1.0384
_SET4_   ENSG00000169181    16   27798850   28074830    870      89  155844      0.23355     0.042919    3.1863e-14      0.23355
_SET4_   ENSG00000177455    16   28943260   28950667      8       4  129996      0.17182      0.16231    3.1863e-14      0.17182
_SET4_   ENSG00000102879    16   30194148   30200397      6       3  154629       3.2916   2.3607e-05    3.1974e-14       3.2916
_SET4_   ENSG00000171208    16   47111614   47177908     51       6  142391      0.91025     0.055879    3.1863e-14      0.91025
_SET4_   ENSG00000006210    16   57406370   57418960     38       9  150027     -0.53921      0.38985    3.1863e-14     -0.53921
_SET4_   ENSG00000166592    16   66955582   66959547      5       2  156224        3.429   4.2021e-05    3.1974e-14        3.429
_SET4_   ENSG00000198373    16   69796209   69975644    454      27  152163       1.3955    0.0037893    3.1974e-14       1.3955
_SET4_   ENSG00000197943    16   81772702   81991899   1241     104  152718       -1.583       0.3983    3.1974e-14       -1.583
_SET4_   ENSG00000168418    16   84255823   84273356     90      17  157089     -0.59535      0.39714    3.1863e-14     -0.59535
_SET4_   ENSG00000154118    16   87635441   87731762    495      57  155215        2.245    0.0002594    3.1974e-14        2.245
_SET4_   ENSG00000051523    16   88709691   88717560     26       8  157602     -0.28812      0.28569    3.1863e-14     -0.28812
_SET4_   ENSG00000108953    17    1247566    1303672    202      24  146315        5.317   6.9288e-11    3.1974e-14        5.317
_SET4_   ENSG00000141503    17    4736683    4801356    171      19  153462     -0.13255      0.21176    3.1863e-14     -0.13255
_SET4_   ENSG00000132535    17    7093209    7123021     44       9  147551       3.0614    2.888e-05    3.1974e-14       3.0614
_SET4_   ENSG00000169992    17    7308193    7323179     36      16  147756       1.5493    0.0068159    3.1974e-14       1.5493
_SET4_   ENSG00000129244    17    7549945    7561086     34       5  158915       0.3584      0.14524    3.1863e-14       0.3584
_SET4_   ENSG00000170049    17    7825177    7833121     17       5  145562       2.1306   0.00097101    3.1974e-14       2.1306
_SET4_   ENSG00000220205    17    8062467    8066864      8       2  157286     -0.89511       0.5729    3.1863e-14     -0.89511
_SET4_   ENSG00000108961    17    8191815    8193410      4       1  137764       1.4016     0.042131    3.1974e-14       1.4016
_SET4_   ENSG00000184544    17    9674751    9694614     72      10  158415      -1.0189      0.61403    3.1974e-14      -1.0189
_SET4_   ENSG00000233670    17   10725792   10741762     36       7  149879      0.85287     0.044292    3.1863e-14      0.85287
_SET4_   ENSG00000188803    17   11144580   11467380   1103     102  153755       1.3083    0.0014237    3.1974e-14       1.3083
_SET4_   ENSG00000184185    17   21279509   21323179     63      18  153368       1.1423     0.017645    3.1974e-14       1.1423
_SET4_   ENSG00000108684    17   31340105   32501983   3679     266  154490   -0.0045217    0.0038228    3.1866e-14   -0.0045217
_SET4_   ENSG00000067191    17   37329709   37353956     54      18  152571       2.2745   0.00084221    3.1974e-14       2.2745
_SET4_   ENSG00000141750    17   37366789   37382125     29       9  153245       1.1186     0.026187    3.1974e-14       1.1186
_SET4_   ENSG00000173805    17   39873994   39890896     65       6  156384       -1.243      0.70315    3.1974e-14       -1.243
_SET4_   ENSG00000089558    17   40308909   40333296     27       7  146953      0.09409      0.22141    3.1863e-14      0.09409
_SET4_   ENSG00000126562    17   40932696   40948954      7       5  134738       1.0505     0.048367    3.1974e-14       1.0505
_SET4_   ENSG00000120088    17   43699267   43913194    980       9  135312       4.0493    2.521e-09    3.1974e-14       4.0493
_SET4_   ENSG00000006283    17   48638429   48704835    141      20  153750       1.8127      0.00219    3.1974e-14       1.8127
_SET4_   ENSG00000173826    17   61600695   61626338     49      10  150055      0.95128     0.027199    3.1863e-14      0.95128
_SET4_   ENSG00000007314    17   62015914   62050278     78      15  152355     0.098768      0.16944    3.1863e-14     0.098768
_SET4_   ENSG00000108370    17   63133549   63223821    285      22  150880      -1.2167      0.60384    3.1974e-14      -1.2167
_SET4_   ENSG00000075429    17   64831235   64881603    199      42  152469       -1.925      0.82802    3.1974e-14       -1.925
_SET4_   ENSG00000075461    17   64961026   65029514    201      35  153147      0.14761      0.13876    3.1863e-14      0.14761
_SET4_   ENSG00000108878    17   65040706   65052909     32       8  146773     -0.85601      0.48001    3.1863e-14     -0.85601
_SET4_   ENSG00000153822    17   68049570   68131749    259      14  149886     -0.84314      0.42587    3.1863e-14     -0.84314
_SET4_   ENSG00000123700    17   68164814   68176189     10       4  150460      -1.6025      0.79991    3.1974e-14      -1.6025
_SET4_   ENSG00000109062    17   72744791   72765492     25       8  149849      0.29555      0.12762    3.1863e-14      0.29555
_SET4_   ENSG00000049759    18   55711599   56068772   1085      88  151208      -1.2458      0.30711    3.1974e-14      -1.2458
_SET4_   ENSG00000166342    18   70409549   70535381    503      38  150975      -1.4124      0.51961    3.1974e-14      -1.4124
_SET4_   ENSG00000178342    18   77623668   77660184    132      16  157464       5.2133        5e-10    3.1974e-14       5.2133
_SET4_   ENSG00000099822    19     589893     617159    140      33  153069      -0.2722      0.23869    3.1863e-14      -0.2722
_SET4_   ENSG00000099625    19    1228286    1238026     20       6  153251        2.474   0.00059821    3.1974e-14        2.474
_SET4_   ENSG00000167476    19    2252251    2269758     62      13  152738       1.8884    0.0037298    3.1974e-14       1.8884
_SET4_   ENSG00000079805    19   10828755   10944164    284      25  150705     0.029764      0.14475    3.1867e-14     0.029764
_SET4_   ENSG00000141837    19   13317256   13734804   1496     157  153370       1.4225   0.00039949    3.1974e-14       1.4225
_SET4_   ENSG00000072062    19   14202500   14228896     30       8  153313      -0.1646      0.30711    3.1863e-14      -0.1646
_SET4_   ENSG00000072954    19   16771938   16800840     68      11  155395      0.95535     0.053671    3.1863e-14      0.95535
_SET4_   ENSG00000127533    19   16999671   17003417      8       3  150734     -0.30597      0.29275    3.1863e-14     -0.30597
