# TOTAL_GENES = 18863
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:ivanova_he...7         SET     204      0.01209    0.0012505     0.077625      0.43811 Curated_gene_sets:ivanova_hematopoiesis_stem_cell_long_term
Curated_gene_sets:weigel_oxi...1         SET      32     0.042829    0.0017626      0.18763      0.40972 Curated_gene_sets:weigel_oxidative_stress_by_hne_and_h2o2
Curated_gene_sets:hu_genotox...4         SET      37    -0.028829   -0.0012756      0.16995      0.56735 Curated_gene_sets:hu_genotoxin_action_direct_vs_indirect_4hr
Curated_gene_sets:zhou_tnf_s...2         SET      49     0.063166    0.0032153      0.14321      0.32958 Curated_gene_sets:zhou_tnf_signaling_4hr
Curated_gene_sets:marchini_t...2         SET      17    -0.086761   -0.0026035      0.25666      0.63233 Curated_gene_sets:marchini_trabectedin_resistance_up
Curated_gene_sets:gentile_uv...4         SET      23     -0.28735    -0.010028       0.2265      0.89771 Curated_gene_sets:gentile_uv_low_dose_up
Curated_gene_sets:blalock_al...1         SET    1167       0.1096     0.026406     0.031963   0.00030355 Curated_gene_sets:blalock_alzheimers_disease_dn
Curated_gene_sets:browne_hcm...7         SET      80     -0.04667    -0.003033       0.1274      0.64293 Curated_gene_sets:browne_hcmv_infection_16hr_dn
Curated_gene_sets:weston_veg...4         SET      51      -0.2246    -0.011663      0.15483      0.92656 Curated_gene_sets:weston_vegfa_targets_6hr
Curated_gene_sets:bandres_re...6         SET      12      0.14914    0.0037606      0.26344      0.28565 Curated_gene_sets:bandres_response_to_carmustin_without_mgmt_24hr_up
Curated_gene_sets:ramalho_st...1         SET      68      0.13156    0.0078848      0.13065      0.15699 Curated_gene_sets:ramalho_stemness_dn
Curated_gene_sets:ongusaha_t...          SET      32    -0.036672   -0.0015092      0.18332      0.57927 Curated_gene_sets:ongusaha_tp53_targets
Curated_gene_sets:gentile_uv...7         SET      53      0.02943    0.0015578      0.14147      0.41761 Curated_gene_sets:gentile_uv_response_cluster_d4
Curated_gene_sets:rhodes_can...          SET      62    -0.053183   -0.0030441      0.11954      0.67179 Curated_gene_sets:rhodes_cancer_meta_signature
Curated_gene_sets:lian_lipa_...2         SET      72     -0.16741    -0.010323      0.13095      0.89944 Curated_gene_sets:lian_lipa_targets_6m
Curated_gene_sets:wu_hbx_tar...1         SET      22      0.23831     0.008134      0.23603      0.15633 Curated_gene_sets:wu_hbx_targets_1_dn
Curated_gene_sets:harris_hyp...          SET      76      0.11378    0.0072077      0.12909      0.18906 Curated_gene_sets:harris_hypoxia
Curated_gene_sets:ruan_respo...2         SET      37       0.2004    0.0088669      0.18526       0.1397 Curated_gene_sets:ruan_response_to_tnf_troglitazone_dn
Curated_gene_sets:su_salivar...          SET      11    -0.017408  -0.00042025      0.34404      0.52018 Curated_gene_sets:su_salivary_gland
Curated_gene_sets:browne_hcm...1         SET      54     -0.14808   -0.0079121      0.15467      0.83081 Curated_gene_sets:browne_hcmv_infection_10hr_dn
Curated_gene_sets:kayo_calor...1         SET      80    -0.017105   -0.0011116      0.10941      0.56212 Curated_gene_sets:kayo_calorie_restriction_muscle_dn
Curated_gene_sets:hendricks_...2         SET      52     -0.28593    -0.014992      0.16215      0.96107 Curated_gene_sets:hendricks_smarca4_targets_up
Curated_gene_sets:zheng_resp...1         SET      12    -0.061647   -0.0015544      0.29689      0.58224 Curated_gene_sets:zheng_response_to_arsenite_dn
Curated_gene_sets:murakami_u...4         SET      20     0.011483   0.00037373      0.23202      0.48026 Curated_gene_sets:murakami_uv_response_6hr_dn
Curated_gene_sets:chen_lvad_...1         SET      43      0.65321     0.031153      0.16666   4.4549e-05 Curated_gene_sets:chen_lvad_support_of_failing_heart_dn
Curated_gene_sets:ramalho_st...2         SET     189      0.16057     0.015992     0.073072     0.014002 Curated_gene_sets:ramalho_stemness_up
Curated_gene_sets:mariadason...9         SET      13     0.034907   0.00091609      0.29646      0.45313 Curated_gene_sets:mariadason_response_to_curcumin_sulindac_7
Curated_gene_sets:mcdowell_a...2         SET      44     -0.15167   -0.0073167      0.16515      0.82078 Curated_gene_sets:mcdowell_acute_lung_injury_up
Curated_gene_sets:sesto_resp...5         SET      20     0.033556    0.0010921      0.21387      0.43766 Curated_gene_sets:sesto_response_to_uv_c4
Curated_gene_sets:wang_smarc...1         SET     342   -0.0070069  -0.00093491     0.059567      0.54682 Curated_gene_sets:wang_smarce1_targets_dn
Curated_gene_sets:su_testis              SET      73     0.057798    0.0035887      0.11756      0.31148 Curated_gene_sets:su_testis
Curated_gene_sets:traynor_re...1         SET      14     -0.10104   -0.0027518      0.30099      0.63145 Curated_gene_sets:traynor_rett_syndrom_dn
Curated_gene_sets:sesto_resp...7         SET      38     -0.13856   -0.0062129      0.16719      0.79637 Curated_gene_sets:sesto_response_to_uv_c6
Curated_gene_sets:mcclung_cr...1         SET      50     0.067642     0.003478      0.16365      0.33969 Curated_gene_sets:mcclung_creb1_targets_dn
Curated_gene_sets:rodwell_ag...2         SET     136    -0.023297   -0.0019711     0.096448      0.59543 Curated_gene_sets:rodwell_aging_kidney_no_blood_dn
Curated_gene_sets:ingram_shh...1         SET       6     -0.32177    -0.005738      0.54901      0.72109 Curated_gene_sets:ingram_shh_targets
Curated_gene_sets:suzuki_res...3         SET      17     -0.16706    -0.005013      0.28699      0.71974 Curated_gene_sets:suzuki_response_to_tsa_and_decitabine_1b
Curated_gene_sets:sesto_resp...3         SET      51      0.13728    0.0071286      0.14466      0.17132 Curated_gene_sets:sesto_response_to_uv_c2
Curated_gene_sets:kaab_heart...2         SET     240       0.1438     0.016117     0.071326     0.021904 Curated_gene_sets:kaab_heart_atrium_vs_ventricle_up
Curated_gene_sets:hu_genotox...1         SET      33     -0.11438   -0.0047801      0.17087      0.74838 Curated_gene_sets:hu_genotoxic_damage_24hr
Curated_gene_sets:cui_tcf21_...4         SET      33     -0.16177   -0.0067606      0.18731      0.80611 Curated_gene_sets:cui_tcf21_targets_up
Curated_gene_sets:hedenfalk_...2         SET      16      0.09329    0.0027159      0.25171      0.35546 Curated_gene_sets:hedenfalk_breast_cancer_bracx_up
Curated_gene_sets:geiss_resp...1         SET      15      0.21673    0.0061095      0.26215       0.2042 Curated_gene_sets:geiss_response_to_dsrna_dn
Curated_gene_sets:cui_tcf21_...1         SET     788    0.0076823    0.0015371     0.041105      0.42587 Curated_gene_sets:cui_tcf21_targets_2_dn
Curated_gene_sets:vietor_ifr...          SET      18     -0.24254    -0.007489       0.2409      0.84298 Curated_gene_sets:vietor_ifrd1_targets
Curated_gene_sets:pal_prmt5_...2         SET     183      0.11441     0.011214     0.076798     0.068158 Curated_gene_sets:pal_prmt5_targets_up
Curated_gene_sets:varela_zmp...1         SET      37    -0.091202   -0.0040354      0.16907       0.7052 Curated_gene_sets:varela_zmpste24_targets_dn
Curated_gene_sets:sato_silen...3         SET      41     -0.15878   -0.0073948       0.1679      0.82784 Curated_gene_sets:sato_silenced_by_methylation_in_pancreatic_cancer_2
Curated_gene_sets:zhang_resp...2         SET      15      0.19691    0.0055506       0.3111      0.26339 Curated_gene_sets:zhang_response_to_cantharidin_up
Curated_gene_sets:hedenfalk_...1         SET      19      0.22093    0.0070083      0.23645      0.17507 Curated_gene_sets:hedenfalk_breast_cancer_bracx_dn
Curated_gene_sets:jiang_agin...3         SET      33     0.064613    0.0027002      0.17283      0.35426 Curated_gene_sets:jiang_aging_hypothalamus_dn
Curated_gene_sets:chang_immo...1         SET      58      -0.1302   -0.0072088      0.14031      0.82328 Curated_gene_sets:chang_immortalized_by_hpv31_dn
Curated_gene_sets:browne_hcm...15        SET     137     0.010058   0.00085404     0.094405      0.45758 Curated_gene_sets:browne_hcmv_infection_24hr_dn
Curated_gene_sets:mariadason...5         SET       9    -0.025613  -0.00055935      0.43806      0.52331 Curated_gene_sets:mariadason_response_to_butyrate_curcumin_sulindac_tsa_8
Curated_gene_sets:chiba_resp...3         SET      51     -0.17392   -0.0090315      0.15011      0.87668 Curated_gene_sets:chiba_response_to_tsa_up
Curated_gene_sets:ramaswamy_...1         SET      52     0.022332     0.001171      0.14348      0.43816 Curated_gene_sets:ramaswamy_metastasis_dn
Curated_gene_sets:mody_hippo...1         SET      32   -0.0015332  -6.3098e-05      0.19209      0.50318 Curated_gene_sets:mody_hippocampus_neonatal
Curated_gene_sets:mcclung_co...2         SET      72     0.015505   0.00095614       0.1295      0.45235 Curated_gene_sets:mcclung_cocaine_reward_5d
Curated_gene_sets:kayo_aging...2         SET     214   0.00077185   8.1746e-05     0.071816      0.49571 Curated_gene_sets:kayo_aging_muscle_up
Curated_gene_sets:visala_res...2         SET      14     -0.14439   -0.0039323      0.23861      0.72745 Curated_gene_sets:visala_response_to_heat_shock_and_aging_up
Curated_gene_sets:chuang_oxi...1         SET      11    -0.087565    -0.002114      0.30209      0.61404 Curated_gene_sets:chuang_oxidative_stress_response_dn
Curated_gene_sets:browne_hcm...5         SET     273     0.017137    0.0020467     0.065998      0.39756 Curated_gene_sets:browne_hcmv_infection_14hr_dn
Curated_gene_sets:delaserna_...1         SET      54      0.11806    0.0063078       0.1552      0.22343 Curated_gene_sets:delaserna_myod_targets_dn
Curated_gene_sets:yamazaki_t...2         SET     157      0.08555    0.0077725      0.08635      0.16091 Curated_gene_sets:yamazaki_tceb3_targets_up
Curated_gene_sets:hu_genotox...3         SET      46      0.11025    0.0054377      0.14984      0.23095 Curated_gene_sets:hu_genotoxin_action_direct_vs_indirect_24hr
Curated_gene_sets:jiang_vhl_...          SET      85    0.0053769   0.00036014      0.11267      0.48097 Curated_gene_sets:jiang_vhl_targets
Curated_gene_sets:maclachlan...1         SET      16      0.11485    0.0033437      0.26692      0.33349 Curated_gene_sets:maclachlan_brca1_targets_dn
Curated_gene_sets:lee_aging_...1         SET      72     0.052028    0.0032083      0.12674      0.34071 Curated_gene_sets:lee_aging_cerebellum_dn
Curated_gene_sets:ehrlich_ic...2         SET      11      0.38181    0.0092176      0.39321      0.16578 Curated_gene_sets:ehrlich_icf_syndrom_up
Curated_gene_sets:browne_int...          SET      67     -0.19275    -0.011468      0.12833      0.93345 Curated_gene_sets:browne_interferon_responsive_genes
Curated_gene_sets:mcclung_de...1         SET      46       0.2503     0.012346      0.16737     0.067404 Curated_gene_sets:mcclung_delta_fosb_targets_2wk
Curated_gene_sets:cui_tcf21_...3         SET      30     -0.13371   -0.0053281      0.23083      0.71878 Curated_gene_sets:cui_tcf21_targets_dn
Curated_gene_sets:su_thymus              SET      18     -0.39289    -0.012131      0.25915      0.93524 Curated_gene_sets:su_thymus
Curated_gene_sets:kang_fluor...1         SET      16     -0.20455   -0.0059551      0.24066      0.80232 Curated_gene_sets:kang_fluorouracil_resistance_dn
Curated_gene_sets:browne_hcm...28        SET      96     0.098988     0.007044      0.10143      0.16455 Curated_gene_sets:browne_hcmv_infection_8hr_up
Curated_gene_sets:martinez_r...7         SET      66     -0.14151   -0.0083561      0.13497      0.85278 Curated_gene_sets:martinez_response_to_trabectedin_up
Curated_gene_sets:ji_respons...1         SET      50     0.052128    0.0026803      0.15187      0.36571 Curated_gene_sets:ji_response_to_fsh_dn
Curated_gene_sets:weston_veg...2         SET      26    -0.071773   -0.0026629      0.22249       0.6265 Curated_gene_sets:weston_vegfa_targets_12hr
Curated_gene_sets:krasnosels...2         SET      39     -0.25803    -0.011721      0.16311      0.94316 Curated_gene_sets:krasnoselskaya_ilf3_targets_up
Curated_gene_sets:chuang_oxi...2         SET      28     -0.11599   -0.0044657      0.20194      0.71715 Curated_gene_sets:chuang_oxidative_stress_response_up
Curated_gene_sets:natsume_re...1         SET      51     0.046854     0.002433      0.14271      0.37134 Curated_gene_sets:natsume_response_to_interferon_beta_dn
Curated_gene_sets:baelde_dia...2         SET      86     -0.12022   -0.0080995      0.11996      0.84187 Curated_gene_sets:baelde_diabetic_nephropathy_up
Curated_gene_sets:lindvall_i...2         SET      64     -0.23216      -0.0135      0.14232      0.94857 Curated_gene_sets:lindvall_immortalized_by_tert_up
Curated_gene_sets:wu_hbx_tar...6         SET      19     -0.27586    -0.008751      0.26644      0.84974 Curated_gene_sets:wu_hbx_targets_3_up
Curated_gene_sets:wang_cispl...1         SET     211     0.030933    0.0032533     0.069912      0.32909 Curated_gene_sets:wang_cisplatin_response_and_xpc_dn
Curated_gene_sets:murakami_u...5         SET      33     0.017212   0.00071932      0.16537      0.45855 Curated_gene_sets:murakami_uv_response_6hr_up
Curated_gene_sets:browne_hcm...13        SET      97     -0.11997   -0.0085814       0.1094       0.8636 Curated_gene_sets:browne_hcmv_infection_20hr_dn
Curated_gene_sets:simbulan_p...2         SET      28     -0.32485    -0.012507      0.21397      0.93551 Curated_gene_sets:simbulan_parp1_targets_up
Curated_gene_sets:ule_splici...          SET      41      0.27168     0.012653       0.1725     0.057642 Curated_gene_sets:ule_splicing_via_nova2
Curated_gene_sets:mariadason...1         SET      37     -0.22039   -0.0097515      0.16715      0.90632 Curated_gene_sets:mariadason_regulated_by_histone_acetylation_dn
Curated_gene_sets:ivanova_he...5         SET     179     0.086491    0.0083856     0.084082      0.15183 Curated_gene_sets:ivanova_hematopoiesis_stem_cell
Curated_gene_sets:kuninger_i...1         SET      40     0.073513    0.0033818      0.18939      0.34896 Curated_gene_sets:kuninger_igf1_vs_pdgfb_targets_dn
Curated_gene_sets:medina_sma...          SET      36      0.12435    0.0054275      0.17638       0.2404 Curated_gene_sets:medina_smarca4_targets
Curated_gene_sets:kang_fluor...2         SET      21     0.041902    0.0013974      0.22894      0.42739 Curated_gene_sets:kang_fluorouracil_resistance_up
Curated_gene_sets:mahajan_re...1         SET      67     0.068162    0.0040552      0.14226      0.31592 Curated_gene_sets:mahajan_response_to_il1a_dn
Curated_gene_sets:ruan_respo...1         SET      77      0.16149     0.010297      0.12029     0.089725 Curated_gene_sets:ruan_response_to_tnf_dn
Curated_gene_sets:blalock_al...4         SET    1575     0.020677    0.0057201     0.027571      0.22664 Curated_gene_sets:blalock_alzheimers_disease_up
Curated_gene_sets:delaserna_...2         SET      85     0.016739    0.0011211      0.11247      0.44085 Curated_gene_sets:delaserna_myod_targets_up
Curated_gene_sets:burton_adi...4         SET      31      0.64852      0.02627      0.19966   0.00058179 Curated_gene_sets:burton_adipogenesis_12
Curated_gene_sets:leonard_hy...          SET      42      0.16381    0.0077214      0.15432      0.14423 Curated_gene_sets:leonard_hypoxia
Curated_gene_sets:kayo_aging...1         SET     119    -0.084841   -0.0067176     0.090176       0.8266 Curated_gene_sets:kayo_aging_muscle_dn
Curated_gene_sets:kaab_faile...2         SET      33     0.041771    0.0017457      0.17619       0.4063 Curated_gene_sets:kaab_failed_heart_atrium_up
Curated_gene_sets:inga_tp53_...          SET      17     -0.15716   -0.0047162      0.26331      0.72471 Curated_gene_sets:inga_tp53_targets
Curated_gene_sets:mariadason...2         SET      61     0.033389    0.0018957      0.14126      0.40657 Curated_gene_sets:mariadason_regulated_by_histone_acetylation_up
Curated_gene_sets:dasu_il6_s...3         SET      30     -0.30501    -0.012155      0.21653      0.92052 Curated_gene_sets:dasu_il6_signaling_scar_up
Curated_gene_sets:lindvall_i...1         SET      73     -0.09432   -0.0058564       0.1324      0.76188 Curated_gene_sets:lindvall_immortalized_by_tert_dn
Curated_gene_sets:dazard_res...3         SET     114      0.18279     0.014168      0.10186     0.036369 Curated_gene_sets:dazard_response_to_uv_scc_dn
Curated_gene_sets:chiba_resp...1         SET      42      0.15579    0.0073432      0.16575      0.17364 Curated_gene_sets:chiba_response_to_tsa
Curated_gene_sets:rodwell_ag...1         SET     135     0.017963    0.0015142      0.09558      0.42547 Curated_gene_sets:rodwell_aging_kidney_dn
Curated_gene_sets:yih_respon...2         SET      14     0.003122   8.5025e-05       0.2706       0.4954 Curated_gene_sets:yih_response_to_arsenite_c2
Curated_gene_sets:kang_doxor...2         SET      52    -0.094758   -0.0049685      0.13831      0.75337 Curated_gene_sets:kang_doxorubicin_resistance_up
Curated_gene_sets:browne_hcm...21        SET     442     0.035993    0.0054449     0.051595      0.24271 Curated_gene_sets:browne_hcmv_infection_48hr_dn
Curated_gene_sets:browne_hcm...22        SET     174     0.048746    0.0046602     0.077979      0.26595 Curated_gene_sets:browne_hcmv_infection_48hr_up
Curated_gene_sets:burton_adi...8         SET     110     0.060615    0.0046154     0.093057      0.25741 Curated_gene_sets:burton_adipogenesis_5
Curated_gene_sets:weston_veg...1         SET      94     -0.18647    -0.013131      0.11241      0.95142 Curated_gene_sets:weston_vegfa_targets
Curated_gene_sets:chen_lvad_...2         SET     100     0.015444    0.0011215      0.11393      0.44609 Curated_gene_sets:chen_lvad_support_of_failing_heart_up
Curated_gene_sets:browne_hcm...27        SET      43      0.25085     0.011964      0.17242      0.07286 Curated_gene_sets:browne_hcmv_infection_8hr_dn
Curated_gene_sets:aprelikova...          SET      44    0.0039451   0.00019032      0.14231      0.48894 Curated_gene_sets:aprelikova_brca1_targets
Curated_gene_sets:verrecchia...4         SET      19     -0.12353   -0.0039188      0.25843      0.68368 Curated_gene_sets:verrecchia_response_to_tgfb1_c2
Curated_gene_sets:kim_gastri...          SET      90      0.13752    0.0094764      0.11164      0.10902 Curated_gene_sets:kim_gastric_cancer_chemosensitivity
Curated_gene_sets:bandres_re...1         SET      32      -0.3114    -0.012816      0.18152      0.95687 Curated_gene_sets:bandres_response_to_carmustin_mgmt_24hr_dn
Curated_gene_sets:gentile_uv...8         SET      36      0.16111    0.0070317      0.19018      0.19847 Curated_gene_sets:gentile_uv_response_cluster_d5
Curated_gene_sets:brachat_re...5         SET      22     -0.31019    -0.010587      0.22398      0.91694 Curated_gene_sets:brachat_response_to_methotrexate_up
Curated_gene_sets:rhodes_und...          SET      68     0.049722    0.0029801      0.11652      0.33479 Curated_gene_sets:rhodes_undifferentiated_cancer
Curated_gene_sets:browne_hcm...6         SET     146      0.15502     0.013585     0.081665     0.028843 Curated_gene_sets:browne_hcmv_infection_14hr_up
Curated_gene_sets:yamazaki_t...1         SET     186    -0.014399   -0.0014228     0.077877      0.57334 Curated_gene_sets:yamazaki_tceb3_targets_dn
Curated_gene_sets:lee_calori...2         SET      37     0.027607    0.0012215       0.1724      0.43639 Curated_gene_sets:lee_calorie_restriction_muscle_up
Curated_gene_sets:maclachlan...2         SET      19      0.12488    0.0039615      0.23567       0.2981 Curated_gene_sets:maclachlan_brca1_targets_up
Curated_gene_sets:verrecchia...3         SET      19     -0.49204    -0.015608      0.25533      0.97301 Curated_gene_sets:verrecchia_response_to_tgfb1_c1
Curated_gene_sets:gajate_res...1         SET      20     0.050633    0.0016479      0.22542      0.41114 Curated_gene_sets:gajate_response_to_trabectedin_dn
Curated_gene_sets:lee_aging_...3         SET      36       0.0464    0.0020252      0.16402      0.38863 Curated_gene_sets:lee_aging_muscle_dn
Curated_gene_sets:zhang_prol...          SET      50     -0.18971   -0.0097543      0.15125      0.89512 Curated_gene_sets:zhang_proliferating_vs_quiescent
Curated_gene_sets:gajate_res...2         SET      67     0.034388    0.0020459      0.13166      0.39698 Curated_gene_sets:gajate_response_to_trabectedin_up
Curated_gene_sets:verrecchia...7         SET      21      0.10038    0.0033476      0.20921      0.31568 Curated_gene_sets:verrecchia_response_to_tgfb1_c5
Curated_gene_sets:gerhold_ad...1         SET      61     -0.01134  -0.00064385      0.13682      0.53303 Curated_gene_sets:gerhold_adipogenesis_dn
Curated_gene_sets:lu_aging_b...2         SET     244   -0.0028831  -0.00032579     0.073568      0.51563 Curated_gene_sets:lu_aging_brain_up
Curated_gene_sets:burton_adi...6         SET      97    -0.034903   -0.0024965      0.10723      0.62759 Curated_gene_sets:burton_adipogenesis_3
Curated_gene_sets:dazard_res...2         SET     206     -0.02708   -0.0028145     0.072012      0.64656 Curated_gene_sets:dazard_response_to_uv_nhek_up
Curated_gene_sets:lian_lipa_...1         SET      58     -0.16069    -0.008897      0.14386      0.86799 Curated_gene_sets:lian_lipa_targets_3m
Curated_gene_sets:zhu_cmv_al...2         SET     106    -0.069747   -0.0052139      0.09964      0.75803 Curated_gene_sets:zhu_cmv_all_up
Curated_gene_sets:burton_adi...11        SET      69    -0.018159   -0.0010963      0.12448      0.55799 Curated_gene_sets:burton_adipogenesis_8
Curated_gene_sets:della_resp...          SET      21     -0.12474     -0.00416      0.24587      0.69404 Curated_gene_sets:della_response_to_tsa_and_butyrate
Curated_gene_sets:ruan_respo...3         SET      16      0.31817    0.0092628       0.2665      0.11627 Curated_gene_sets:ruan_response_to_tnf_troglitazone_up
Curated_gene_sets:burton_adi...5         SET      65       0.1149    0.0067334      0.13407      0.19573 Curated_gene_sets:burton_adipogenesis_2
Curated_gene_sets:verrecchia...2         SET      52     -0.21679    -0.011367      0.15508      0.91892 Curated_gene_sets:verrecchia_early_response_to_tgfb1
Curated_gene_sets:xu_gh1_exo...2         SET      54     0.043314    0.0023142      0.14278      0.38081 Curated_gene_sets:xu_gh1_exogenous_targets_up
Curated_gene_sets:zhu_cmv_8_...1         SET      48     -0.26853    -0.013529      0.16907      0.94388 Curated_gene_sets:zhu_cmv_8_hr_dn
Curated_gene_sets:zhu_cmv_24...1         SET      81    -0.083063   -0.0054316      0.12769      0.74231 Curated_gene_sets:zhu_cmv_24_hr_dn
Curated_gene_sets:wu_hbx_tar...5         SET      13     -0.12938   -0.0033955      0.31379      0.65994 Curated_gene_sets:wu_hbx_targets_3_dn
Curated_gene_sets:su_kidney              SET      12     -0.35491   -0.0089491      0.31026      0.87366 Curated_gene_sets:su_kidney
Curated_gene_sets:gentile_uv...6         SET      37      0.55245     0.024444      0.17539   0.00081838 Curated_gene_sets:gentile_uv_response_cluster_d2
Curated_gene_sets:pal_prmt5_...1         SET      27     -0.36299    -0.013724      0.22772      0.94453 Curated_gene_sets:pal_prmt5_targets_dn
Curated_gene_sets:visala_agi...1         SET      18     0.069876    0.0021576      0.26212       0.3949 Curated_gene_sets:visala_aging_lymphocyte_dn
Curated_gene_sets:sato_silen...4         SET      41   -0.0078994  -0.00036789      0.15512      0.52031 Curated_gene_sets:sato_silenced_epigenetically_in_pancreatic_cancer
Curated_gene_sets:chen_etv5_...1         SET      24     -0.15202    -0.005419      0.22877       0.7468 Curated_gene_sets:chen_etv5_targets_sertoli
Curated_gene_sets:browne_hcm...9         SET     171    -0.074712   -0.0070814     0.084233      0.81245 Curated_gene_sets:browne_hcmv_infection_18hr_dn
Curated_gene_sets:moreira_re...2         SET      25    -0.061863   -0.0022507      0.20153      0.62056 Curated_gene_sets:moreira_response_to_tsa_up
Curated_gene_sets:ivanova_he...8         SET      20     -0.14239   -0.0046342      0.21825      0.74293 Curated_gene_sets:ivanova_hematopoiesis_stem_cell_short_term
Curated_gene_sets:takao_resp...1         SET      96    -0.088353   -0.0062871      0.10455      0.80097 Curated_gene_sets:takao_response_to_uvb_radiation_dn
Curated_gene_sets:yih_respon...4         SET      16      0.12826    0.0037339      0.27983      0.32336 Curated_gene_sets:yih_response_to_arsenite_c4
Curated_gene_sets:zhang_anti...2         SET      26      -0.2514   -0.0093273      0.21944      0.87402 Curated_gene_sets:zhang_antiviral_response_to_ribavirin_up
Curated_gene_sets:mariadason...6         SET      15      0.62048     0.017491      0.27751     0.012687 Curated_gene_sets:mariadason_response_to_butyrate_sulindac_4
Curated_gene_sets:zheng_resp...2         SET      15       0.3398    0.0095787      0.27037      0.10442 Curated_gene_sets:zheng_response_to_arsenite_up
Curated_gene_sets:dazard_uv_...6         SET      20     -0.18121   -0.0058975       0.2475      0.76796 Curated_gene_sets:dazard_uv_response_cluster_g4
Curated_gene_sets:gentile_uv...10        SET      35    -0.082484   -0.0035498      0.17465      0.68164 Curated_gene_sets:gentile_uv_response_cluster_d7
Curated_gene_sets:ehrlich_ic...1         SET      12     -0.12473    -0.003145       0.2754      0.67469 Curated_gene_sets:ehrlich_icf_syndrom_dn
Curated_gene_sets:kaab_heart...1         SET     252      0.12463     0.014309     0.065867     0.029243 Curated_gene_sets:kaab_heart_atrium_vs_ventricle_dn
Curated_gene_sets:gentile_uv...9         SET      34     0.081546    0.0034591      0.19237      0.33582 Curated_gene_sets:gentile_uv_response_cluster_d6
Curated_gene_sets:verrecchia...1         SET      37     0.084506    0.0037391      0.16402      0.30321 Curated_gene_sets:verrecchia_delayed_response_to_tgfb1
Curated_gene_sets:browne_hcm...10        SET     166     0.025648    0.0023955     0.078739      0.37232 Curated_gene_sets:browne_hcmv_infection_18hr_up
Curated_gene_sets:lee_aging_...6         SET      74   0.00072275   4.5181e-05      0.12842      0.49775 Curated_gene_sets:lee_aging_neocortex_up
Curated_gene_sets:zhang_resp...1         SET      64      0.14256    0.0082899      0.11951      0.11647 Curated_gene_sets:zhang_response_to_cantharidin_dn
Curated_gene_sets:burton_adi...15        SET      44     -0.16801   -0.0081053      0.14944      0.86954 Curated_gene_sets:burton_adipogenesis_peak_at_24hr
Curated_gene_sets:sartipy_no...2         SET      30      0.20658     0.008232      0.19754      0.14785 Curated_gene_sets:sartipy_normal_at_insulin_resistance_up
Curated_gene_sets:mulligan_n...2         SET      22     -0.15081   -0.0051473       0.2207      0.75279 Curated_gene_sets:mulligan_ntf3_signaling_via_insr_and_igf1r_up
Curated_gene_sets:brachat_re...2         SET      25    -0.035215   -0.0012812      0.20918      0.56685 Curated_gene_sets:brachat_response_to_camptothecin_up
Curated_gene_sets:gentile_uv...1         SET     280      0.11467     0.013867     0.064284     0.037236 Curated_gene_sets:gentile_uv_high_dose_dn
Curated_gene_sets:hendricks_...1         SET      46      0.10812     0.005333      0.15516      0.24295 Curated_gene_sets:hendricks_smarca4_targets_dn
Curated_gene_sets:han_jnk_si...2         SET      34    -0.073961   -0.0031373      0.17781      0.66128 Curated_gene_sets:han_jnk_singaling_up
Curated_gene_sets:kang_doxor...1         SET      18     0.015108   0.00046648      0.25972      0.47681 Curated_gene_sets:kang_doxorubicin_resistance_dn
Curated_gene_sets:sesto_resp...1         SET     101    -0.091848    -0.006703     0.097905       0.8259 Curated_gene_sets:sesto_response_to_uv_c0
Curated_gene_sets:mclachlan_...1         SET      72       0.2539     0.015657      0.13205     0.027265 Curated_gene_sets:mclachlan_dental_caries_dn
Curated_gene_sets:burton_adi...16        SET      43     -0.22529    -0.010745      0.17004       0.9074 Curated_gene_sets:burton_adipogenesis_peak_at_2hr
Curated_gene_sets:chen_pdgf_...          SET      18     0.069682    0.0021516      0.27496      0.39997 Curated_gene_sets:chen_pdgf_targets
Curated_gene_sets:mcclung_cr...2         SET      94      0.27893     0.019642      0.11577    0.0079961 Curated_gene_sets:mcclung_creb1_targets_up
Curated_gene_sets:lee_aging_...2         SET      76      0.11539    0.0073099       0.1147       0.1572 Curated_gene_sets:lee_aging_cerebellum_up
Curated_gene_sets:weigel_oxi...2         SET      59     0.024852    0.0013878      0.15218      0.43514 Curated_gene_sets:weigel_oxidative_stress_by_hne_and_tbh
Curated_gene_sets:tseng_irs1...1         SET     118      -0.1648    -0.012994      0.10286      0.94543 Curated_gene_sets:tseng_irs1_targets_dn
Curated_gene_sets:rodwell_ag...3         SET     208     0.025636    0.0026772     0.077264      0.37002 Curated_gene_sets:rodwell_aging_kidney_no_blood_up
Curated_gene_sets:rodwell_ag...4         SET     458     -0.03139   -0.0048317     0.049779      0.73584 Curated_gene_sets:rodwell_aging_kidney_up
Curated_gene_sets:mcclung_co...1         SET      68     -0.19815    -0.011876      0.13499      0.92892 Curated_gene_sets:mcclung_cocain_reward_4wk
Curated_gene_sets:zhou_tnf_s...1         SET      49      0.03392    0.0017266       0.1341      0.40015 Curated_gene_sets:zhou_tnf_signaling_30min
