region2	reg_region	type	tissue/cell	genes
20:21480001-21520000	20:21492534-21493450	prom	E068	NA
20:21480001-21520000	20:21492534-21493450	prom	E069	NA
20:21480001-21520000	20:21492534-21493450	prom	E071	NA
20:21480001-21520000	20:21492534-21493450	prom	E072	NA
20:21480001-21520000	20:21492534-21493450	prom	E073	NA
20:21480001-21520000	20:21492534-21493450	prom	E074	NA
20:21480001-21520000	20:21501195-21503337	prom	E067	NA
20:21480001-21520000	20:21501195-21503337	prom	E068	NA
20:21480001-21520000	20:21501195-21503337	prom	E069	NA
20:21480001-21520000	20:21501195-21503337	prom	E071	NA
20:21480001-21520000	20:21501195-21503337	prom	E072	NA
20:21480001-21520000	20:21501195-21503337	prom	E073	NA
20:21480001-21520000	20:21501195-21503337	prom	E074	NA
20:21680000-21690000	20:21683271-21684300	prom	E067	NA
20:21680000-21690000	20:21683271-21684300	prom	E068	NA
20:21680000-21690000	20:21683271-21684300	prom	E069	NA
20:21680000-21690000	20:21683271-21684300	prom	E074	NA
20:21680000-21690000	20:21683271-21684300	prom	E082	NA
20:21680001-21720000	20:21683271-21684300	prom	E067	NA
20:21680001-21720000	20:21683271-21684300	prom	E068	NA
20:21680001-21720000	20:21683271-21684300	prom	E069	NA
20:21680001-21720000	20:21683271-21684300	prom	E074	NA
20:21680001-21720000	20:21683271-21684300	prom	E082	NA
20:14280001-14320000	20:14312964-14313097	dyadic	E053	NA
20:14280001-14320000	20:14312964-14313097	dyadic	E070	NA
20:14280001-14320000	20:14312964-14313097	dyadic	E073	NA
20:14310000-14320000	20:14312964-14313097	dyadic	E053	NA
20:14310000-14320000	20:14312964-14313097	dyadic	E070	NA
20:14310000-14320000	20:14312964-14313097	dyadic	E073	NA
20:14880001-14920000	20:14896776-14896853	dyadic	E053	NA
20:14880001-14920000	20:14896776-14896853	dyadic	E081	NA
20:14880001-14920000	20:14896776-14896853	dyadic	E082	NA
20:14880001-14920000	20:14896871-14896953	dyadic	E081	NA
20:15840001-15880000	20:15856117-15856504	dyadic	E053	NA
20:15840001-15880000	20:15856117-15856504	dyadic	E054	NA
20:15880001-15920000	20:15910700-15911493	dyadic	E053	NA
20:15880001-15920000	20:15910700-15911493	dyadic	E054	NA
20:15880001-15920000	20:15910700-15911493	dyadic	E071	NA
20:15880001-15920000	20:15910700-15911493	dyadic	E072	NA
20:15880001-15920000	20:15910700-15911493	dyadic	E074	NA
20:15880001-15920000	20:15910700-15911493	dyadic	E081	NA
20:15880001-15920000	20:15910700-15911493	dyadic	E082	NA
20:15880001-15920000	20:15917541-15917752	dyadic	E053	NA
20:15880001-15920000	20:15917541-15917752	dyadic	E054	NA
20:15880001-15920000	20:15917948-15918115	dyadic	E053	NA
20:15880001-15920000	20:15917948-15918115	dyadic	E054	NA
20:20340000-20350000	20:20344192-20345642	dyadic	E053	NA
20:20340000-20350000	20:20344192-20345642	dyadic	E054	NA
20:20340000-20350000	20:20344192-20345642	dyadic	E067	NA
20:20340000-20350000	20:20344192-20345642	dyadic	E068	NA
20:20340000-20350000	20:20344192-20345642	dyadic	E070	NA
20:20340000-20350000	20:20344192-20345642	dyadic	E071	NA
20:20340000-20350000	20:20344192-20345642	dyadic	E072	NA
20:20340000-20350000	20:20344192-20345642	dyadic	E073	NA
20:20340000-20350000	20:20344192-20345642	dyadic	E081	NA
20:20340000-20350000	20:20344192-20345642	dyadic	E082	NA
20:20340000-20350000	20:20345680-20345778	dyadic	E053	NA
20:20340000-20350000	20:20345680-20345778	dyadic	E054	NA
20:20340000-20350000	20:20345680-20345778	dyadic	E070	NA
20:20340000-20350000	20:20345680-20345778	dyadic	E081	NA
20:20340000-20350000	20:20345680-20345778	dyadic	E082	NA
20:20340000-20350000	20:20345845-20346382	dyadic	E070	NA
20:20340000-20350000	20:20345845-20346382	dyadic	E081	NA
20:20340000-20350000	20:20345845-20346382	dyadic	E082	NA
20:20340000-20350000	20:20346461-20346573	dyadic	E070	NA
20:20340000-20350000	20:20346461-20346573	dyadic	E081	NA
20:20340000-20350000	20:20346461-20346573	dyadic	E082	NA
20:20340000-20350000	20:20346924-20347311	dyadic	E053	NA
20:20340000-20350000	20:20346924-20347311	dyadic	E070	NA
20:20340000-20350000	20:20346924-20347311	dyadic	E081	NA
20:20340000-20350000	20:20346924-20347311	dyadic	E082	NA
20:20520001-20560000	20:20531927-20532048	dyadic	E070	NA
20:20520001-20560000	20:20531927-20532048	dyadic	E081	NA
20:20520001-20560000	20:20531927-20532048	dyadic	E082	NA
20:21080001-21120000	20:21080202-21080276	dyadic	E068	NA
20:21080001-21120000	20:21080202-21080276	dyadic	E070	NA
20:21080001-21120000	20:21080202-21080276	dyadic	E071	NA
20:21080001-21120000	20:21080281-21080361	dyadic	E068	NA
20:21080001-21120000	20:21080281-21080361	dyadic	E070	NA
20:21080001-21120000	20:21080281-21080361	dyadic	E071	NA
20:21080001-21120000	20:21084669-21085048	dyadic	E070	NA
20:21080001-21120000	20:21085066-21085277	dyadic	E070	NA
20:21080001-21120000	20:21085328-21085864	dyadic	E054	NA
20:21080001-21120000	20:21085328-21085864	dyadic	E070	NA
20:21080001-21120000	20:21085868-21085964	dyadic	E054	NA
20:21080001-21120000	20:21085868-21085964	dyadic	E070	NA
20:21080001-21120000	20:21085868-21085964	dyadic	E071	NA
20:21080001-21120000	20:21085868-21085964	dyadic	E073	NA
20:21080001-21120000	20:21087235-21087588	dyadic	E070	NA
20:21080001-21120000	20:21087235-21087588	dyadic	E071	NA
20:21080001-21120000	20:21087235-21087588	dyadic	E072	NA
20:21200001-21240000	20:21206315-21206465	dyadic	E070	NA
20:21280000-21290000	20:21285381-21285552	dyadic	E053	NA
20:21280000-21290000	20:21285381-21285552	dyadic	E054	NA
20:21280000-21290000	20:21285381-21285552	dyadic	E067	NA
20:21280000-21290000	20:21285381-21285552	dyadic	E068	NA
20:21280000-21290000	20:21285381-21285552	dyadic	E069	NA
20:21280000-21290000	20:21285381-21285552	dyadic	E070	NA
20:21280000-21290000	20:21285381-21285552	dyadic	E071	NA
20:21280000-21290000	20:21285381-21285552	dyadic	E072	NA
20:21280000-21290000	20:21285381-21285552	dyadic	E073	NA
20:21280000-21290000	20:21285381-21285552	dyadic	E074	NA
20:21280000-21290000	20:21285381-21285552	dyadic	E081	NA
20:21280000-21290000	20:21285381-21285552	dyadic	E082	NA
20:21280001-21320000	20:21285381-21285552	dyadic	E053	NA
20:21280001-21320000	20:21285381-21285552	dyadic	E054	NA
20:21280001-21320000	20:21285381-21285552	dyadic	E067	NA
20:21280001-21320000	20:21285381-21285552	dyadic	E068	NA
20:21280001-21320000	20:21285381-21285552	dyadic	E069	NA
20:21280001-21320000	20:21285381-21285552	dyadic	E070	NA
20:21280001-21320000	20:21285381-21285552	dyadic	E071	NA
20:21280001-21320000	20:21285381-21285552	dyadic	E072	NA
20:21280001-21320000	20:21285381-21285552	dyadic	E073	NA
20:21280001-21320000	20:21285381-21285552	dyadic	E074	NA
20:21280001-21320000	20:21285381-21285552	dyadic	E081	NA
20:21280001-21320000	20:21285381-21285552	dyadic	E082	NA
20:21360001-21400000	20:21371551-21373179	dyadic	E081	NA
20:21370000-21380000	20:21371551-21373179	dyadic	E081	NA
20:21480001-21520000	20:21487910-21488000	dyadic	E053	NA
20:21480001-21520000	20:21487910-21488000	dyadic	E067	NA
20:21480001-21520000	20:21487910-21488000	dyadic	E068	NA
20:21480001-21520000	20:21487910-21488000	dyadic	E069	NA
20:21480001-21520000	20:21487910-21488000	dyadic	E071	NA
20:21480001-21520000	20:21487910-21488000	dyadic	E073	NA
20:21480001-21520000	20:21487910-21488000	dyadic	E074	NA
20:21480001-21520000	20:21488145-21488543	dyadic	E053	NA
20:21480001-21520000	20:21488145-21488543	dyadic	E054	NA
20:21480001-21520000	20:21488145-21488543	dyadic	E068	NA
20:21480001-21520000	20:21488145-21488543	dyadic	E069	NA
20:21480001-21520000	20:21488145-21488543	dyadic	E071	NA
20:21480001-21520000	20:21488145-21488543	dyadic	E072	NA
20:21480001-21520000	20:21488145-21488543	dyadic	E073	NA
20:21480001-21520000	20:21488145-21488543	dyadic	E074	NA
20:21480001-21520000	20:21488145-21488543	dyadic	E081	NA
20:21480001-21520000	20:21488548-21488751	dyadic	E053	NA
20:21480001-21520000	20:21488548-21488751	dyadic	E054	NA
20:21480001-21520000	20:21488548-21488751	dyadic	E068	NA
20:21480001-21520000	20:21488548-21488751	dyadic	E069	NA
20:21480001-21520000	20:21488548-21488751	dyadic	E071	NA
20:21480001-21520000	20:21488548-21488751	dyadic	E072	NA
20:21480001-21520000	20:21488548-21488751	dyadic	E073	NA
20:21480001-21520000	20:21488548-21488751	dyadic	E074	NA
20:21480001-21520000	20:21488548-21488751	dyadic	E081	NA
20:21480001-21520000	20:21488756-21488893	dyadic	E053	NA
20:21480001-21520000	20:21488756-21488893	dyadic	E054	NA
20:21480001-21520000	20:21488756-21488893	dyadic	E068	NA
20:21480001-21520000	20:21488756-21488893	dyadic	E069	NA
20:21480001-21520000	20:21488756-21488893	dyadic	E070	NA
20:21480001-21520000	20:21488756-21488893	dyadic	E071	NA
20:21480001-21520000	20:21488756-21488893	dyadic	E072	NA
20:21480001-21520000	20:21488756-21488893	dyadic	E073	NA
20:21480001-21520000	20:21488756-21488893	dyadic	E074	NA
20:21480001-21520000	20:21488756-21488893	dyadic	E081	NA
20:21480001-21520000	20:21488935-21488992	dyadic	E053	NA
20:21480001-21520000	20:21488935-21488992	dyadic	E054	NA
20:21480001-21520000	20:21488935-21488992	dyadic	E068	NA
20:21480001-21520000	20:21488935-21488992	dyadic	E069	NA
20:21480001-21520000	20:21488935-21488992	dyadic	E070	NA
20:21480001-21520000	20:21488935-21488992	dyadic	E071	NA
20:21480001-21520000	20:21488935-21488992	dyadic	E072	NA
20:21480001-21520000	20:21488935-21488992	dyadic	E073	NA
20:21480001-21520000	20:21488935-21488992	dyadic	E074	NA
20:21480001-21520000	20:21489078-21489290	dyadic	E053	NA
20:21480001-21520000	20:21489078-21489290	dyadic	E054	NA
20:21480001-21520000	20:21489078-21489290	dyadic	E070	NA
20:21480001-21520000	20:21489078-21489290	dyadic	E071	NA
20:21480001-21520000	20:21489078-21489290	dyadic	E072	NA
20:21480001-21520000	20:21489078-21489290	dyadic	E074	NA
20:21480001-21520000	20:21489307-21489617	dyadic	E053	NA
20:21480001-21520000	20:21489307-21489617	dyadic	E054	NA
20:21480001-21520000	20:21489307-21489617	dyadic	E071	NA
20:21480001-21520000	20:21489307-21489617	dyadic	E072	NA
20:21480001-21520000	20:21489307-21489617	dyadic	E074	NA
20:21480001-21520000	20:21489662-21490035	dyadic	E053	NA
20:21480001-21520000	20:21489662-21490035	dyadic	E054	NA
20:21480001-21520000	20:21489662-21490035	dyadic	E068	NA
20:21480001-21520000	20:21489662-21490035	dyadic	E069	NA
20:21480001-21520000	20:21489662-21490035	dyadic	E071	NA
20:21480001-21520000	20:21489662-21490035	dyadic	E072	NA
20:21480001-21520000	20:21489662-21490035	dyadic	E074	NA
20:21480001-21520000	20:21491496-21491919	dyadic	E053	NA
20:21480001-21520000	20:21491496-21491919	dyadic	E054	NA
20:21480001-21520000	20:21491496-21491919	dyadic	E068	NA
20:21480001-21520000	20:21491496-21491919	dyadic	E069	NA
20:21480001-21520000	20:21491496-21491919	dyadic	E071	NA
20:21480001-21520000	20:21491496-21491919	dyadic	E082	NA
20:21480001-21520000	20:21491921-21492025	dyadic	E068	NA
20:21480001-21520000	20:21491921-21492025	dyadic	E069	NA
20:21480001-21520000	20:21491921-21492025	dyadic	E071	NA
20:21480001-21520000	20:21491921-21492025	dyadic	E082	NA
20:21480001-21520000	20:21492159-21492382	dyadic	E068	NA
20:21480001-21520000	20:21492159-21492382	dyadic	E069	NA
20:21480001-21520000	20:21492159-21492382	dyadic	E071	NA
20:21480001-21520000	20:21492159-21492382	dyadic	E074	NA
20:21480001-21520000	20:21492159-21492382	dyadic	E081	NA
20:21480001-21520000	20:21492159-21492382	dyadic	E082	NA
20:21480001-21520000	20:21492422-21492498	dyadic	E068	NA
20:21480001-21520000	20:21492422-21492498	dyadic	E069	NA
20:21480001-21520000	20:21492422-21492498	dyadic	E071	NA
20:21480001-21520000	20:21492422-21492498	dyadic	E074	NA
20:21480001-21520000	20:21492422-21492498	dyadic	E081	NA
20:21480001-21520000	20:21492422-21492498	dyadic	E082	NA
20:21480001-21520000	20:21493453-21494436	dyadic	E053	ENSG00000125820
20:21480001-21520000	20:21493453-21494436	dyadic	E054	ENSG00000125820
20:21480001-21520000	20:21493453-21494436	dyadic	E067	ENSG00000125820
20:21480001-21520000	20:21493453-21494436	dyadic	E068	ENSG00000125820
20:21480001-21520000	20:21493453-21494436	dyadic	E069	ENSG00000125820
20:21480001-21520000	20:21493453-21494436	dyadic	E070	ENSG00000125820
20:21480001-21520000	20:21493453-21494436	dyadic	E071	ENSG00000125820
20:21480001-21520000	20:21493453-21494436	dyadic	E072	ENSG00000125820
20:21480001-21520000	20:21493453-21494436	dyadic	E073	ENSG00000125820
20:21480001-21520000	20:21493453-21494436	dyadic	E074	ENSG00000125820
20:21480001-21520000	20:21493453-21494436	dyadic	E081	ENSG00000125820
20:21480001-21520000	20:21493453-21494436	dyadic	E082	ENSG00000125820
20:21480001-21520000	20:21494458-21499604	dyadic	E053	ENSG00000125820
20:21480001-21520000	20:21494458-21499604	dyadic	E054	ENSG00000125820
20:21480001-21520000	20:21494458-21499604	dyadic	E069	ENSG00000125820
20:21480001-21520000	20:21500747-21500797	dyadic	E071	NA
20:21480001-21520000	20:21500813-21500935	dyadic	E067	NA
20:21480001-21520000	20:21500813-21500935	dyadic	E071	NA
20:21480001-21520000	20:21501015-21501102	dyadic	E068	NA
20:21480001-21520000	20:21501015-21501102	dyadic	E071	NA
20:21480001-21520000	20:21501015-21501102	dyadic	E072	NA
20:21480001-21520000	20:21503418-21503603	dyadic	E053	NA
20:21480001-21520000	20:21503418-21503603	dyadic	E054	NA
20:21480001-21520000	20:21503418-21503603	dyadic	E067	NA
20:21480001-21520000	20:21503418-21503603	dyadic	E068	NA
20:21480001-21520000	20:21503418-21503603	dyadic	E069	NA
20:21480001-21520000	20:21503418-21503603	dyadic	E070	NA
20:21480001-21520000	20:21503418-21503603	dyadic	E071	NA
20:21480001-21520000	20:21503418-21503603	dyadic	E072	NA
20:21480001-21520000	20:21503418-21503603	dyadic	E073	NA
20:21480001-21520000	20:21503418-21503603	dyadic	E074	NA
20:21480001-21520000	20:21503418-21503603	dyadic	E081	NA
20:21480001-21520000	20:21503418-21503603	dyadic	E082	NA
20:21480001-21520000	20:21503634-21504075	dyadic	E053	NA
20:21480001-21520000	20:21503634-21504075	dyadic	E054	NA
20:21480001-21520000	20:21503634-21504075	dyadic	E067	NA
20:21480001-21520000	20:21503634-21504075	dyadic	E068	NA
20:21480001-21520000	20:21503634-21504075	dyadic	E069	NA
20:21480001-21520000	20:21503634-21504075	dyadic	E071	NA
20:21480001-21520000	20:21503634-21504075	dyadic	E072	NA
20:21480001-21520000	20:21503634-21504075	dyadic	E073	NA
20:21480001-21520000	20:21503634-21504075	dyadic	E074	NA
20:21480001-21520000	20:21503634-21504075	dyadic	E081	NA
20:21480001-21520000	20:21504142-21504281	dyadic	E053	NA
20:21480001-21520000	20:21504142-21504281	dyadic	E054	NA
20:21480001-21520000	20:21504142-21504281	dyadic	E069	NA
20:21480001-21520000	20:21504142-21504281	dyadic	E071	NA
20:21480001-21520000	20:21504142-21504281	dyadic	E072	NA
20:21480001-21520000	20:21504142-21504281	dyadic	E073	NA
20:21480001-21520000	20:21504142-21504281	dyadic	E074	NA
20:21480001-21520000	20:21504387-21504462	dyadic	E069	NA
20:21480001-21520000	20:21504387-21504462	dyadic	E071	NA
20:21480001-21520000	20:21515432-21515880	dyadic	E081	NA
20:21480001-21520000	20:21515432-21515880	dyadic	E082	NA
20:21480001-21520000	20:21516164-21516214	dyadic	E082	NA
20:21680000-21690000	20:21681880-21682487	dyadic	E053	NA
20:21680000-21690000	20:21682520-21683209	dyadic	E053	NA
20:21680000-21690000	20:21684338-21684482	dyadic	E053	NA
20:21680000-21690000	20:21684338-21684482	dyadic	E054	NA
20:21680000-21690000	20:21684338-21684482	dyadic	E067	NA
20:21680000-21690000	20:21684338-21684482	dyadic	E069	NA
20:21680000-21690000	20:21684338-21684482	dyadic	E070	NA
20:21680000-21690000	20:21684338-21684482	dyadic	E071	NA
20:21680000-21690000	20:21684338-21684482	dyadic	E074	NA
20:21680000-21690000	20:21684338-21684482	dyadic	E081	NA
20:21680000-21690000	20:21685970-21686104	dyadic	E053	ENSG00000125813
20:21680000-21690000	20:21685970-21686104	dyadic	E054	ENSG00000125813
20:21680000-21690000	20:21685970-21686104	dyadic	E071	ENSG00000125813
20:21680000-21690000	20:21685970-21686104	dyadic	E074	ENSG00000125813
20:21680000-21690000	20:21685970-21686104	dyadic	E081	ENSG00000125813
20:21680000-21690000	20:21686176-21686618	dyadic	E053	ENSG00000125813
20:21680000-21690000	20:21686176-21686618	dyadic	E054	ENSG00000125813
20:21680000-21690000	20:21686176-21686618	dyadic	E069	ENSG00000125813
20:21680000-21690000	20:21686176-21686618	dyadic	E070	ENSG00000125813
20:21680000-21690000	20:21686176-21686618	dyadic	E071	ENSG00000125813
20:21680000-21690000	20:21686176-21686618	dyadic	E074	ENSG00000125813
20:21680000-21690000	20:21686176-21686618	dyadic	E081	ENSG00000125813
20:21680000-21690000	20:21686176-21686618	dyadic	E082	ENSG00000125813
20:21680000-21690000	20:21686656-21687864	dyadic	E070	ENSG00000125813
20:21680000-21690000	20:21686656-21687864	dyadic	E072	ENSG00000125813
20:21680000-21690000	20:21686656-21687864	dyadic	E081	ENSG00000125813
20:21680000-21690000	20:21686656-21687864	dyadic	E082	ENSG00000125813
20:21680001-21720000	20:21681880-21682487	dyadic	E053	NA
20:21680001-21720000	20:21682520-21683209	dyadic	E053	NA
20:21680001-21720000	20:21684338-21684482	dyadic	E053	NA
20:21680001-21720000	20:21684338-21684482	dyadic	E054	NA
20:21680001-21720000	20:21684338-21684482	dyadic	E067	NA
20:21680001-21720000	20:21684338-21684482	dyadic	E069	NA
20:21680001-21720000	20:21684338-21684482	dyadic	E070	NA
20:21680001-21720000	20:21684338-21684482	dyadic	E071	NA
20:21680001-21720000	20:21684338-21684482	dyadic	E074	NA
20:21680001-21720000	20:21684338-21684482	dyadic	E081	NA
20:21680001-21720000	20:21685970-21686104	dyadic	E053	ENSG00000125813
20:21680001-21720000	20:21685970-21686104	dyadic	E054	ENSG00000125813
20:21680001-21720000	20:21685970-21686104	dyadic	E071	ENSG00000125813
20:21680001-21720000	20:21685970-21686104	dyadic	E074	ENSG00000125813
20:21680001-21720000	20:21685970-21686104	dyadic	E081	ENSG00000125813
20:21680001-21720000	20:21686176-21686618	dyadic	E053	ENSG00000125813
20:21680001-21720000	20:21686176-21686618	dyadic	E054	ENSG00000125813
20:21680001-21720000	20:21686176-21686618	dyadic	E069	ENSG00000125813
20:21680001-21720000	20:21686176-21686618	dyadic	E070	ENSG00000125813
20:21680001-21720000	20:21686176-21686618	dyadic	E071	ENSG00000125813
20:21680001-21720000	20:21686176-21686618	dyadic	E074	ENSG00000125813
20:21680001-21720000	20:21686176-21686618	dyadic	E081	ENSG00000125813
20:21680001-21720000	20:21686176-21686618	dyadic	E082	ENSG00000125813
20:21680001-21720000	20:21686656-21687864	dyadic	E070	ENSG00000125813
20:21680001-21720000	20:21686656-21687864	dyadic	E072	ENSG00000125813
20:21680001-21720000	20:21686656-21687864	dyadic	E081	ENSG00000125813
20:21680001-21720000	20:21686656-21687864	dyadic	E082	ENSG00000125813
20:21720001-21760000	20:21748172-21748896	dyadic	E069	NA
20:21720001-21760000	20:21748172-21748896	dyadic	E071	NA
