GenomicLocus	region1	region2	FDR	type	DB	tissue/cell	inter/intra	SNPs	genes	ciMapFilt
3	20:21360001-21400000	20:20800001-20840000	1.738362e-14	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs6047414;rs11476840;rs6047417;rs6035864;rs11473331;rs6035865;rs1555946;rs6075800;rs6035868;rs6047423;rs1409817;rs6035870;rs3062676;rs2031713;rs2031714;rs804368;rs809217;rs73132736;rs73132737;rs146798617;rs112611283;rs199952905	NA	0
3	20:21440001-21480000	20:20800001-20840000	8.72248e-15	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs17737278;rs2424372;rs804387;rs804388;rs2424373;rs810781;rs532933424;rs150140610	NA	0
3	20:21520001-21560000	20:20800001-20840000	7.286009e-18	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs184218664;rs181547196	NA	0
3	20:20880001-20920000	20:20840001-20880000	1.674804e-08	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs189469421;rs191897822	NA	0
3	20:21080001-21120000	20:20840001-20880000	1.041115e-27	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs6047255;rs6047256;rs6047257;rs6047258;rs6047259;rs6082329;rs6113140;rs6047261;rs1007226;rs6035785;rs5840900;rs6082331;rs6075769;rs2024937;chr20:21117240;rs6035787;rs138876063;rs6047268	NA	0
3	20:21120001-21160000	20:20840001-20880000	1.324248e-17	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs4815021;rs2328607;rs2876594;rs6047269;rs6035788;rs6047270;rs10668799;rs1884762;rs4815022;rs11472686;rs3834757;rs6047271;rs3762194;rs3834756;rs1884763;rs13041255;rs4813413;rs4813414;rs6047273;rs6047274;rs6035790m;rs6035791;rs6047275;rs11483719;rs6047277;rs4815024;rs6035792;rs6035793;rs6047278;rs68145616mm;rs721785;rs2093069;rs6047279;rs11482592;rs4815025;rs2236178;rs6047280;rs11475262;rs6035795;rs6047281;rs6047282;rs6137276;rs2876595;rs6047283;rs6035796;rs4625995;rs4815026;rs4815027;rs6132402;rs4815028;rs6047285;rs6047286;rs6047287;rs6047288;rs6035799;rs6035800;rs1072271;rs2180581;rs6082338;rs6082339;rs2328608;rs6035802;rs6035803;rs138696645;rs6035804;rs6047293;rs910975;rs2328609;rs2103975;rs2103976;rs2093070;rs6035808;rs6047296;rs2876596;rs2145099	NA	0
3	20:21160001-21200000	20:20840001-20880000	1.751284e-27	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs6047299;rs4815030;rs2145100;rs8120377;rs8120293;rs555629116;rs57940584;rs765585;rs6132406;rs879064;rs552185666;rs1548254;rs754332;rs3827959;rs6137285;rs6137286;rs6137287;rs12625304;rs3790142;rs10568380;rs6113163;rs34527828;rs2236128;rs6137292;rs3748438;rs4305335;rs61279078;chr20:21199818;chr20:21199821;chr20:21199823;chr20:21199826;chr20:21199827;chr20:21199830;chr20:21199831	NA	0
3	20:21200001-21240000	20:20840001-20880000	1.581461e-32	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs6047310;rs4813418;rs6035811;rs6035813;rs11697462;rs6035814;rs181259764;rs6082351;rs2424352;rs6082353;rs6075780;rs6082354;rs6137297;rs6047319;rs6047320;rs6035817;rs11087349;rs61139213;rs2424353;rs13042216;rs1569959;rs2252714;rs2252720;rs5840910;rs2424354;rs4813419;rs2424355;rs6082358;rs1000177;rs1000176;rs112574344;rs73128919;rs6047332;rs4813420	NA	0
3	20:21240001-21280000	20:20840001-20880000	4.245402e-07	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs6035820;rs6047333;rs55962189;rs6047335;rs201703884;rs6047336;rs6035821;rs6035822;rs6047338;rs6082361;rs910805;rs6047339;rs6082363;rs73128934;rs4813421;rs4815035;rs6047345;rs6047346;rs10627346;rs35254385;rs6047348;rs17736818;rs55934660;rs150548349;rs139520783;rs6035826;rs6035827;rs6047353;rs4815036;rs6035830;rs6035831;rs6047355;rs6113183;rs726026;rs726024;rs726025;rs6075788;rs6047358;rs753049;rs2328622;rs4813422;rs113425833;rs6082372;rs6035834;rs6035835;rs73128953;rs6047359;rs73128955;rs6047360;rs112777342;rs6047361;rs4815038;rs4815039;rs6113185;rs6035837;rs6075789;chr20:21276299;rs73128960;rs113644583;rs17736848;rs73128965;rs140018082;rs4813424;rs73128966	NA	0
3	20:21280001-21320000	20:20840001-20880000	2.471368e-07	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs6082377;rs73128969;rs56129736;rs7266341;rs112946551;rs202824;rs6035839;rs202826;rs6035840;rs6082384;rs6035841;rs6047370;rs6047371;rs2064758;rs1359761;rs202828;rs4813425;rs6047372;rs57699925;rs202829;rs6047374;rs6047375;rs1327153;rs138508870;rs111595332;rs202832;rs6047377;rs202834;rs1546996;rs1546997;rs1546998;rs202835;rs2296728;rs4813426;rs6047380;rs4496388;rs11477333;rs202837;rs202838;rs202840;rs202842	NA	0
3	20:21360001-21400000	20:20840001-20880000	8.180944e-44	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs6047414;rs11476840;rs6047417;rs6035864;rs11473331;rs6035865;rs1555946;rs6075800;rs6035868;rs6047423;rs1409817;rs6035870;rs3062676;rs2031713;rs2031714;rs804368;rs809217;rs73132736;rs73132737;rs146798617;rs112611283;rs199952905	NA	0
3	20:21400001-21440000	20:20840001-20880000	7.499058e-09	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs73132742;rs1090226;rs1091436;rs57976745;rs2424362;rs809218;rs2424363;rs804369;rs1090227;rs804371;rs804372;rs809219;chr20:21411615;rs17737200;rs804374;rs17664548;rs809220;rs804375;rs813055;rs55674393;rs804377;rs73125883;rs73125886;rs73125889;rs111826281;rs8117615;rs2424366;rs804378;rs804379;rs804380;rs2424369;rs804382;rs2424371	NA	0
3	20:21440001-21480000	20:20840001-20880000	2.210032e-15	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs17737278;rs2424372;rs804387;rs804388;rs2424373;rs810781;rs532933424;rs150140610	NA	0
3	20:21520001-21560000	20:20840001-20880000	1.079572e-12	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs184218664;rs181547196	NA	0
3	20:21080001-21120000	20:20880001-20920000	2.202737e-08	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs6047255;rs6047256;rs6047257;rs6047258;rs6047259;rs6082329;rs6113140;rs6047261;rs1007226;rs6035785;rs5840900;rs6082331;rs6075769;rs2024937;chr20:21117240;rs6035787;rs138876063;rs6047268	NA	0
3	20:21120001-21160000	20:20880001-20920000	7.233708e-08	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs4815021;rs2328607;rs2876594;rs6047269;rs6035788;rs6047270;rs10668799;rs1884762;rs4815022;rs11472686;rs3834757;rs6047271;rs3762194;rs3834756;rs1884763;rs13041255;rs4813413;rs4813414;rs6047273;rs6047274;rs6035790m;rs6035791;rs6047275;rs11483719;rs6047277;rs4815024;rs6035792;rs6035793;rs6047278;rs68145616mm;rs721785;rs2093069;rs6047279;rs11482592;rs4815025;rs2236178;rs6047280;rs11475262;rs6035795;rs6047281;rs6047282;rs6137276;rs2876595;rs6047283;rs6035796;rs4625995;rs4815026;rs4815027;rs6132402;rs4815028;rs6047285;rs6047286;rs6047287;rs6047288;rs6035799;rs6035800;rs1072271;rs2180581;rs6082338;rs6082339;rs2328608;rs6035802;rs6035803;rs138696645;rs6035804;rs6047293;rs910975;rs2328609;rs2103975;rs2103976;rs2093070;rs6035808;rs6047296;rs2876596;rs2145099	NA	0
3	20:21360001-21400000	20:20880001-20920000	1.462917e-08	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs6047414;rs11476840;rs6047417;rs6035864;rs11473331;rs6035865;rs1555946;rs6075800;rs6035868;rs6047423;rs1409817;rs6035870;rs3062676;rs2031713;rs2031714;rs804368;rs809217;rs73132736;rs73132737;rs146798617;rs112611283;rs199952905	NA	0
3	20:21360001-21400000	20:21000001-21040000	1.047186e-09	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs6047414;rs11476840;rs6047417;rs6035864;rs11473331;rs6035865;rs1555946;rs6075800;rs6035868;rs6047423;rs1409817;rs6035870;rs3062676;rs2031713;rs2031714;rs804368;rs809217;rs73132736;rs73132737;rs146798617;rs112611283;rs199952905	NA	0
3	20:21360001-21400000	20:21040001-21080000	8.569999e-09	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs6047414;rs11476840;rs6047417;rs6035864;rs11473331;rs6035865;rs1555946;rs6075800;rs6035868;rs6047423;rs1409817;rs6035870;rs3062676;rs2031713;rs2031714;rs804368;rs809217;rs73132736;rs73132737;rs146798617;rs112611283;rs199952905	NA	0
3	20:21360001-21400000	20:21080001-21120000	1.818143e-13	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs6047414;rs11476840;rs6047417;rs6035864;rs11473331;rs6035865;rs1555946;rs6075800;rs6035868;rs6047423;rs1409817;rs6035870;rs3062676;rs2031713;rs2031714;rs804368;rs809217;rs73132736;rs73132737;rs146798617;rs112611283;rs199952905	NA	0
3	20:21360001-21400000	20:21160001-21200000	2.836864e-09	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs6047414;rs11476840;rs6047417;rs6035864;rs11473331;rs6035865;rs1555946;rs6075800;rs6035868;rs6047423;rs1409817;rs6035870;rs3062676;rs2031713;rs2031714;rs804368;rs809217;rs73132736;rs73132737;rs146798617;rs112611283;rs199952905	NA	0
3	20:21440001-21480000	20:21160001-21200000	2.756527e-11	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs17737278;rs2424372;rs804387;rs804388;rs2424373;rs810781;rs532933424;rs150140610	NA	0
3	20:21360001-21400000	20:21200001-21240000	6.088591e-08	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs6047414;rs11476840;rs6047417;rs6035864;rs11473331;rs6035865;rs1555946;rs6075800;rs6035868;rs6047423;rs1409817;rs6035870;rs3062676;rs2031713;rs2031714;rs804368;rs809217;rs73132736;rs73132737;rs146798617;rs112611283;rs199952905	NA	0
3	20:21360001-21400000	20:21280001-21320000	3.827185e-07	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs6047414;rs11476840;rs6047417;rs6035864;rs11473331;rs6035865;rs1555946;rs6075800;rs6035868;rs6047423;rs1409817;rs6035870;rs3062676;rs2031713;rs2031714;rs804368;rs809217;rs73132736;rs73132737;rs146798617;rs112611283;rs199952905	ENSG00000088930	0
3	20:21440001-21480000	20:21360001-21400000	7.961602e-07	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs17737278;rs2424372;rs804387;rs804388;rs2424373;rs810781;rs532933424;rs150140610	ENSG00000125816	0
3	20:22080001-22120000	20:21680001-21720000	8.816589e-15	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs192405235	ENSG00000125813	0
3	20:22040001-22080000	20:21720001-21760000	6.251477e-16	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs574922417	NA	0
3	20:21880001-21920000	20:21800001-21840000	1.77449e-08	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs540536349	NA	0
3	20:22040001-22080000	20:21800001-21840000	6.728128e-15	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs574922417	NA	0
3	20:22040001-22080000	20:21880001-21920000	3.671572e-07	HiC	GSE87112	Neural_Progenitor_Cell	intra	rs574922417	NA	0
