region2	reg_region	type	tissue/cell	genes
13:53420000-53430000	13:53419308-53420105	prom	E071	NA
13:53420000-53430000	13:53419308-53420105	prom	E072	NA
13:53420000-53430000	13:53419308-53420105	prom	E073	NA
13:53420000-53430000	13:53420279-53420905	prom	E054	NA
13:53420000-53430000	13:53420279-53420905	prom	E068	NA
13:53420000-53430000	13:53420279-53420905	prom	E069	NA
13:53420000-53430000	13:53420279-53420905	prom	E070	NA
13:53420000-53430000	13:53420279-53420905	prom	E073	NA
13:53420000-53430000	13:53420279-53420905	prom	E074	NA
13:53420000-53430000	13:53420279-53420905	prom	E082	NA
13:53420000-53430000	13:53421047-53421465	prom	E054	NA
13:53420000-53430000	13:53421047-53421465	prom	E069	NA
13:53420000-53430000	13:53421047-53421465	prom	E071	NA
13:53420000-53430000	13:53421047-53421465	prom	E073	NA
13:53420000-53430000	13:53421047-53421465	prom	E074	NA
13:53420000-53430000	13:53421047-53421465	prom	E082	NA
13:53420000-53430000	13:53421508-53421581	prom	E054	NA
13:53420000-53430000	13:53421508-53421581	prom	E068	NA
13:53420000-53430000	13:53421508-53421581	prom	E069	NA
13:53420000-53430000	13:53421508-53421581	prom	E073	NA
13:53420000-53430000	13:53421508-53421581	prom	E074	NA
13:53420000-53430000	13:53421508-53421581	prom	E082	NA
13:53420000-53430000	13:53421611-53421674	prom	E068	NA
13:53420000-53430000	13:53421611-53421674	prom	E069	NA
13:53420000-53430000	13:53421611-53421674	prom	E073	NA
13:53420000-53430000	13:53421611-53421674	prom	E074	NA
13:53420000-53430000	13:53421611-53421674	prom	E082	NA
13:53420000-53430000	13:53421681-53421745	prom	E068	NA
13:53420000-53430000	13:53421681-53421745	prom	E069	NA
13:53420000-53430000	13:53421681-53421745	prom	E073	NA
13:53420000-53430000	13:53421681-53421745	prom	E074	NA
13:53420000-53430000	13:53421681-53421745	prom	E082	NA
13:53420000-53430000	13:53421888-53422030	prom	E067	NA
13:53420000-53430000	13:53421888-53422030	prom	E068	NA
13:53420000-53430000	13:53421888-53422030	prom	E069	NA
13:53420000-53430000	13:53421888-53422030	prom	E072	NA
13:53420000-53430000	13:53421888-53422030	prom	E073	NA
13:53420000-53430000	13:53421888-53422030	prom	E074	NA
13:53420000-53430000	13:53421888-53422030	prom	E082	NA
13:53420000-53430000	13:53422046-53422178	prom	E067	NA
13:53420000-53430000	13:53422046-53422178	prom	E068	NA
13:53420000-53430000	13:53422046-53422178	prom	E069	NA
13:53420000-53430000	13:53422046-53422178	prom	E072	NA
13:53420000-53430000	13:53422046-53422178	prom	E073	NA
13:53420000-53430000	13:53422046-53422178	prom	E074	NA
13:53420000-53430000	13:53422046-53422178	prom	E082	NA
13:53420000-53430000	13:53422192-53426103	prom	E053	ENSG00000136099
13:53420000-53430000	13:53422192-53426103	prom	E054	ENSG00000136099
13:53420000-53430000	13:53422192-53426103	prom	E067	ENSG00000136099
13:53420000-53430000	13:53422192-53426103	prom	E068	ENSG00000136099
13:53420000-53430000	13:53422192-53426103	prom	E069	ENSG00000136099
13:53420000-53430000	13:53422192-53426103	prom	E072	ENSG00000136099
13:53420000-53430000	13:53422192-53426103	prom	E073	ENSG00000136099
13:53420000-53430000	13:53422192-53426103	prom	E074	ENSG00000136099
13:53420000-53430000	13:53422192-53426103	prom	E082	ENSG00000136099
13:58200000-58210000	13:58203163-58203225	prom	E054	NA
13:58200000-58210000	13:58203163-58203225	prom	E067	NA
13:58200000-58210000	13:58203163-58203225	prom	E068	NA
13:58200000-58210000	13:58203163-58203225	prom	E069	NA
13:58200000-58210000	13:58203163-58203225	prom	E071	NA
13:58200000-58210000	13:58203163-58203225	prom	E072	NA
13:58200000-58210000	13:58203163-58203225	prom	E073	NA
13:58200000-58210000	13:58203163-58203225	prom	E074	NA
13:58200000-58210000	13:58203163-58203225	prom	E082	NA
13:58200000-58210000	13:58203298-58204552	prom	E053	NA
13:58200000-58210000	13:58203298-58204552	prom	E054	NA
13:58200000-58210000	13:58203298-58204552	prom	E067	NA
13:58200000-58210000	13:58203298-58204552	prom	E068	NA
13:58200000-58210000	13:58203298-58204552	prom	E069	NA
13:58200000-58210000	13:58203298-58204552	prom	E070	NA
13:58200000-58210000	13:58203298-58204552	prom	E071	NA
13:58200000-58210000	13:58203298-58204552	prom	E072	NA
13:58200000-58210000	13:58203298-58204552	prom	E073	NA
13:58200000-58210000	13:58203298-58204552	prom	E074	NA
13:58200000-58210000	13:58203298-58204552	prom	E081	NA
13:58200000-58210000	13:58203298-58204552	prom	E082	NA
13:58200000-58210000	13:58204553-58209428	prom	E054	ENSG00000118946
13:58200000-58210000	13:58204553-58209428	prom	E067	ENSG00000118946
13:58200000-58210000	13:58204553-58209428	prom	E068	ENSG00000118946
13:58200000-58210000	13:58204553-58209428	prom	E069	ENSG00000118946
13:58200000-58210000	13:58204553-58209428	prom	E071	ENSG00000118946
13:58200000-58210000	13:58204553-58209428	prom	E072	ENSG00000118946
13:58200000-58210000	13:58204553-58209428	prom	E073	ENSG00000118946
13:58200000-58210000	13:58204553-58209428	prom	E074	ENSG00000118946
13:58200000-58210000	13:58204553-58209428	prom	E082	ENSG00000118946
13:58200000-58210000	13:58209747-58209899	prom	E054	NA
13:58200000-58210000	13:58209747-58209899	prom	E067	NA
13:58200000-58210000	13:58209747-58209899	prom	E068	NA
13:58200000-58210000	13:58209747-58209899	prom	E069	NA
13:58200000-58210000	13:58209747-58209899	prom	E070	NA
13:58200000-58210000	13:58209747-58209899	prom	E071	NA
13:58200000-58210000	13:58209747-58209899	prom	E072	NA
13:58200000-58210000	13:58209747-58209899	prom	E073	NA
13:58200000-58210000	13:58209747-58209899	prom	E074	NA
13:58200000-58210000	13:58209747-58209899	prom	E081	NA
13:58200000-58210000	13:58209747-58209899	prom	E082	NA
13:58200000-58210000	13:58209949-58210143	prom	E054	NA
13:58200000-58210000	13:58209949-58210143	prom	E067	NA
13:58200000-58210000	13:58209949-58210143	prom	E068	NA
13:58200000-58210000	13:58209949-58210143	prom	E069	NA
13:58200000-58210000	13:58209949-58210143	prom	E070	NA
13:58200000-58210000	13:58209949-58210143	prom	E071	NA
13:58200000-58210000	13:58209949-58210143	prom	E072	NA
13:58200000-58210000	13:58209949-58210143	prom	E073	NA
13:58200000-58210000	13:58209949-58210143	prom	E074	NA
13:58200000-58210000	13:58209949-58210143	prom	E081	NA
13:58200000-58210000	13:58209949-58210143	prom	E082	NA
13:58200001-58240000	13:58203163-58203225	prom	E054	NA
13:58200001-58240000	13:58203163-58203225	prom	E067	NA
13:58200001-58240000	13:58203163-58203225	prom	E068	NA
13:58200001-58240000	13:58203163-58203225	prom	E069	NA
13:58200001-58240000	13:58203163-58203225	prom	E071	NA
13:58200001-58240000	13:58203163-58203225	prom	E072	NA
13:58200001-58240000	13:58203163-58203225	prom	E073	NA
13:58200001-58240000	13:58203163-58203225	prom	E074	NA
13:58200001-58240000	13:58203163-58203225	prom	E082	NA
13:58200001-58240000	13:58203298-58204552	prom	E053	NA
13:58200001-58240000	13:58203298-58204552	prom	E054	NA
13:58200001-58240000	13:58203298-58204552	prom	E067	NA
13:58200001-58240000	13:58203298-58204552	prom	E068	NA
13:58200001-58240000	13:58203298-58204552	prom	E069	NA
13:58200001-58240000	13:58203298-58204552	prom	E070	NA
13:58200001-58240000	13:58203298-58204552	prom	E071	NA
13:58200001-58240000	13:58203298-58204552	prom	E072	NA
13:58200001-58240000	13:58203298-58204552	prom	E073	NA
13:58200001-58240000	13:58203298-58204552	prom	E074	NA
13:58200001-58240000	13:58203298-58204552	prom	E081	NA
13:58200001-58240000	13:58203298-58204552	prom	E082	NA
13:58200001-58240000	13:58204553-58209428	prom	E054	ENSG00000118946
13:58200001-58240000	13:58204553-58209428	prom	E067	ENSG00000118946
13:58200001-58240000	13:58204553-58209428	prom	E068	ENSG00000118946
13:58200001-58240000	13:58204553-58209428	prom	E069	ENSG00000118946
13:58200001-58240000	13:58204553-58209428	prom	E071	ENSG00000118946
13:58200001-58240000	13:58204553-58209428	prom	E072	ENSG00000118946
13:58200001-58240000	13:58204553-58209428	prom	E073	ENSG00000118946
13:58200001-58240000	13:58204553-58209428	prom	E074	ENSG00000118946
13:58200001-58240000	13:58204553-58209428	prom	E082	ENSG00000118946
13:58200001-58240000	13:58209747-58209899	prom	E054	NA
13:58200001-58240000	13:58209747-58209899	prom	E067	NA
13:58200001-58240000	13:58209747-58209899	prom	E068	NA
13:58200001-58240000	13:58209747-58209899	prom	E069	NA
13:58200001-58240000	13:58209747-58209899	prom	E070	NA
13:58200001-58240000	13:58209747-58209899	prom	E071	NA
13:58200001-58240000	13:58209747-58209899	prom	E072	NA
13:58200001-58240000	13:58209747-58209899	prom	E073	NA
13:58200001-58240000	13:58209747-58209899	prom	E074	NA
13:58200001-58240000	13:58209747-58209899	prom	E081	NA
13:58200001-58240000	13:58209747-58209899	prom	E082	NA
13:58200001-58240000	13:58209949-58210143	prom	E054	NA
13:58200001-58240000	13:58209949-58210143	prom	E067	NA
13:58200001-58240000	13:58209949-58210143	prom	E068	NA
13:58200001-58240000	13:58209949-58210143	prom	E069	NA
13:58200001-58240000	13:58209949-58210143	prom	E070	NA
13:58200001-58240000	13:58209949-58210143	prom	E071	NA
13:58200001-58240000	13:58209949-58210143	prom	E072	NA
13:58200001-58240000	13:58209949-58210143	prom	E073	NA
13:58200001-58240000	13:58209949-58210143	prom	E074	NA
13:58200001-58240000	13:58209949-58210143	prom	E081	NA
13:58200001-58240000	13:58209949-58210143	prom	E082	NA
13:58200001-58240000	13:58210203-58210289	prom	E054	NA
13:58200001-58240000	13:58210203-58210289	prom	E067	NA
13:58200001-58240000	13:58210203-58210289	prom	E068	NA
13:58200001-58240000	13:58210203-58210289	prom	E069	NA
13:58200001-58240000	13:58210203-58210289	prom	E070	NA
13:58200001-58240000	13:58210203-58210289	prom	E071	NA
13:58200001-58240000	13:58210203-58210289	prom	E072	NA
13:58200001-58240000	13:58210203-58210289	prom	E073	NA
13:58200001-58240000	13:58210203-58210289	prom	E074	NA
13:58200001-58240000	13:58210203-58210289	prom	E081	NA
13:58200001-58240000	13:58210203-58210289	prom	E082	NA
13:58200001-58240000	13:58210304-58210448	prom	E054	NA
13:58200001-58240000	13:58210304-58210448	prom	E067	NA
13:58200001-58240000	13:58210304-58210448	prom	E068	NA
13:58200001-58240000	13:58210304-58210448	prom	E069	NA
13:58200001-58240000	13:58210304-58210448	prom	E070	NA
13:58200001-58240000	13:58210304-58210448	prom	E071	NA
13:58200001-58240000	13:58210304-58210448	prom	E072	NA
13:58200001-58240000	13:58210304-58210448	prom	E073	NA
13:58200001-58240000	13:58210304-58210448	prom	E074	NA
13:58200001-58240000	13:58210304-58210448	prom	E081	NA
13:58200001-58240000	13:58210304-58210448	prom	E082	NA
13:58200001-58240000	13:58210810-58210861	prom	E054	NA
13:58200001-58240000	13:58210810-58210861	prom	E067	NA
13:58200001-58240000	13:58210810-58210861	prom	E068	NA
13:58200001-58240000	13:58210810-58210861	prom	E069	NA
13:58200001-58240000	13:58210810-58210861	prom	E070	NA
13:58200001-58240000	13:58210810-58210861	prom	E071	NA
13:58200001-58240000	13:58210810-58210861	prom	E072	NA
13:58200001-58240000	13:58210810-58210861	prom	E073	NA
13:58200001-58240000	13:58210810-58210861	prom	E074	NA
13:58200001-58240000	13:58210810-58210861	prom	E081	NA
13:58200001-58240000	13:58210810-58210861	prom	E082	NA
13:58200001-58240000	13:58211065-58211115	prom	E054	NA
13:58200001-58240000	13:58211065-58211115	prom	E067	NA
13:58200001-58240000	13:58211065-58211115	prom	E068	NA
13:58200001-58240000	13:58211065-58211115	prom	E069	NA
13:58200001-58240000	13:58211065-58211115	prom	E070	NA
13:58200001-58240000	13:58211065-58211115	prom	E071	NA
13:58200001-58240000	13:58211065-58211115	prom	E072	NA
13:58200001-58240000	13:58211065-58211115	prom	E073	NA
13:58200001-58240000	13:58211065-58211115	prom	E074	NA
13:58200001-58240000	13:58211065-58211115	prom	E081	NA
13:58200001-58240000	13:58211065-58211115	prom	E082	NA
13:58200001-58240000	13:58211133-58211371	prom	E054	NA
13:58200001-58240000	13:58211133-58211371	prom	E067	NA
13:58200001-58240000	13:58211133-58211371	prom	E068	NA
13:58200001-58240000	13:58211133-58211371	prom	E069	NA
13:58200001-58240000	13:58211133-58211371	prom	E070	NA
13:58200001-58240000	13:58211133-58211371	prom	E071	NA
13:58200001-58240000	13:58211133-58211371	prom	E072	NA
13:58200001-58240000	13:58211133-58211371	prom	E073	NA
13:58200001-58240000	13:58211133-58211371	prom	E074	NA
13:58200001-58240000	13:58211133-58211371	prom	E081	NA
13:58200001-58240000	13:58211133-58211371	prom	E082	NA
13:58200001-58240000	13:58211453-58211546	prom	E054	NA
13:58200001-58240000	13:58211453-58211546	prom	E067	NA
13:58200001-58240000	13:58211453-58211546	prom	E068	NA
13:58200001-58240000	13:58211453-58211546	prom	E069	NA
13:58200001-58240000	13:58211453-58211546	prom	E071	NA
13:58200001-58240000	13:58211453-58211546	prom	E072	NA
13:58200001-58240000	13:58211453-58211546	prom	E073	NA
13:58200001-58240000	13:58211453-58211546	prom	E074	NA
13:58200001-58240000	13:58211453-58211546	prom	E081	NA
13:58200001-58240000	13:58211453-58211546	prom	E082	NA
13:58200001-58240000	13:58211553-58211607	prom	E054	NA
13:58200001-58240000	13:58211553-58211607	prom	E067	NA
13:58200001-58240000	13:58211553-58211607	prom	E068	NA
13:58200001-58240000	13:58211553-58211607	prom	E069	NA
13:58200001-58240000	13:58211553-58211607	prom	E071	NA
13:58200001-58240000	13:58211553-58211607	prom	E072	NA
13:58200001-58240000	13:58211553-58211607	prom	E073	NA
13:58200001-58240000	13:58211553-58211607	prom	E074	NA
13:58200001-58240000	13:58211553-58211607	prom	E081	NA
13:58200001-58240000	13:58211553-58211607	prom	E082	NA
13:58200001-58240000	13:58211669-58211864	prom	E054	NA
13:58200001-58240000	13:58211669-58211864	prom	E067	NA
13:58200001-58240000	13:58211669-58211864	prom	E068	NA
13:58200001-58240000	13:58211669-58211864	prom	E069	NA
13:58200001-58240000	13:58211669-58211864	prom	E071	NA
13:58200001-58240000	13:58211669-58211864	prom	E072	NA
13:58200001-58240000	13:58211669-58211864	prom	E073	NA
13:58200001-58240000	13:58211669-58211864	prom	E081	NA
13:58200001-58240000	13:58211669-58211864	prom	E082	NA
13:58200001-58240000	13:58211872-58211928	prom	E054	NA
13:58200001-58240000	13:58211872-58211928	prom	E067	NA
13:58200001-58240000	13:58211872-58211928	prom	E068	NA
13:58200001-58240000	13:58211872-58211928	prom	E069	NA
13:58200001-58240000	13:58211872-58211928	prom	E071	NA
13:58200001-58240000	13:58211872-58211928	prom	E072	NA
13:58200001-58240000	13:58211872-58211928	prom	E073	NA
13:58200001-58240000	13:58211964-58212236	prom	E054	NA
13:58200001-58240000	13:58211964-58212236	prom	E067	NA
13:58200001-58240000	13:58211964-58212236	prom	E068	NA
13:58200001-58240000	13:58211964-58212236	prom	E069	NA
13:58200001-58240000	13:58211964-58212236	prom	E071	NA
13:58200001-58240000	13:58211964-58212236	prom	E073	NA
13:58200001-58240000	13:58212243-58212293	prom	E054	NA
13:58200001-58240000	13:58212243-58212293	prom	E067	NA
13:58200001-58240000	13:58212243-58212293	prom	E068	NA
13:58200001-58240000	13:58212243-58212293	prom	E069	NA
13:58200001-58240000	13:58212243-58212293	prom	E071	NA
13:58200001-58240000	13:58212243-58212293	prom	E073	NA
13:58200001-58240000	13:58212460-58212618	prom	E054	NA
13:58200001-58240000	13:58212460-58212618	prom	E067	NA
13:58200001-58240000	13:58212460-58212618	prom	E068	NA
13:58200001-58240000	13:58212460-58212618	prom	E069	NA
13:58200001-58240000	13:58212460-58212618	prom	E071	NA
13:58200001-58240000	13:58212460-58212618	prom	E073	NA
13:58200001-58240000	13:58212460-58212618	prom	E082	NA
13:58200001-58240000	13:58212777-58212830	prom	E054	NA
13:58200001-58240000	13:58212777-58212830	prom	E067	NA
13:58200001-58240000	13:58212777-58212830	prom	E068	NA
13:58200001-58240000	13:58212777-58212830	prom	E069	NA
13:58200001-58240000	13:58212777-58212830	prom	E071	NA
13:58200001-58240000	13:58212777-58212830	prom	E082	NA
13:58200001-58240000	13:58212905-58213022	prom	E054	NA
13:58200001-58240000	13:58212905-58213022	prom	E067	NA
13:58200001-58240000	13:58212905-58213022	prom	E069	NA
13:58200001-58240000	13:58212905-58213022	prom	E082	NA
13:58200001-58240000	13:58213067-58213129	prom	E054	NA
13:58200001-58240000	13:58213067-58213129	prom	E069	NA
13:58200001-58240000	13:58213246-58213296	prom	E054	NA
13:58200001-58240000	13:58213246-58213296	prom	E069	NA
13:58200001-58240000	13:58218403-58218459	prom	E068	NA
13:58200001-58240000	13:58218403-58218459	prom	E069	NA
13:58200001-58240000	13:58218403-58218459	prom	E071	NA
13:58200001-58240000	13:58218403-58218459	prom	E072	NA
13:58200001-58240000	13:58218581-58218751	prom	E068	NA
13:58200001-58240000	13:58218581-58218751	prom	E069	NA
13:58200001-58240000	13:58218581-58218751	prom	E071	NA
13:58200001-58240000	13:58218581-58218751	prom	E072	NA
13:58320001-58360000	13:58334196-58334246	prom	E072	NA
17:42210000-42220000	17:42219009-42220162	prom	E053	ENSG00000125319
17:42210000-42220000	17:42219009-42220162	prom	E054	ENSG00000125319
17:42210000-42220000	17:42219009-42220162	prom	E067	ENSG00000125319
17:42210000-42220000	17:42219009-42220162	prom	E068	ENSG00000125319
17:42210000-42220000	17:42219009-42220162	prom	E069	ENSG00000125319
17:42210000-42220000	17:42219009-42220162	prom	E070	ENSG00000125319
17:42210000-42220000	17:42219009-42220162	prom	E071	ENSG00000125319
17:42210000-42220000	17:42219009-42220162	prom	E072	ENSG00000125319
17:42210000-42220000	17:42219009-42220162	prom	E073	ENSG00000125319
17:42210000-42220000	17:42219009-42220162	prom	E074	ENSG00000125319
17:42210000-42220000	17:42219009-42220162	prom	E082	ENSG00000125319
17:42260000-42270000	17:42263032-42263484	prom	E053	NA
17:42260000-42270000	17:42263032-42263484	prom	E054	NA
17:42260000-42270000	17:42263032-42263484	prom	E068	NA
17:42260000-42270000	17:42263032-42263484	prom	E069	NA
17:42260000-42270000	17:42263032-42263484	prom	E070	NA
17:42260000-42270000	17:42263032-42263484	prom	E071	NA
17:42260000-42270000	17:42263032-42263484	prom	E072	NA
17:42260000-42270000	17:42263032-42263484	prom	E073	NA
17:42260000-42270000	17:42263032-42263484	prom	E074	NA
17:42260000-42270000	17:42263032-42263484	prom	E082	NA
17:42260000-42270000	17:42263564-42263632	prom	E053	NA
17:42260000-42270000	17:42263564-42263632	prom	E054	NA
17:42260000-42270000	17:42263564-42263632	prom	E067	NA
17:42260000-42270000	17:42263564-42263632	prom	E068	NA
17:42260000-42270000	17:42263564-42263632	prom	E069	NA
17:42260000-42270000	17:42263564-42263632	prom	E070	NA
17:42260000-42270000	17:42263564-42263632	prom	E071	NA
17:42260000-42270000	17:42263564-42263632	prom	E072	NA
17:42260000-42270000	17:42263564-42263632	prom	E073	NA
17:42260000-42270000	17:42263564-42263632	prom	E074	NA
17:42260000-42270000	17:42263564-42263632	prom	E081	NA
17:42260000-42270000	17:42263564-42263632	prom	E082	NA
17:42260000-42270000	17:42263659-42265481	prom	E053	ENSG00000168591
17:42260000-42270000	17:42263659-42265481	prom	E054	ENSG00000168591
17:42260000-42270000	17:42263659-42265481	prom	E067	ENSG00000168591
17:42260000-42270000	17:42263659-42265481	prom	E068	ENSG00000168591
17:42260000-42270000	17:42263659-42265481	prom	E069	ENSG00000168591
17:42260000-42270000	17:42263659-42265481	prom	E070	ENSG00000168591
17:42260000-42270000	17:42263659-42265481	prom	E071	ENSG00000168591
17:42260000-42270000	17:42263659-42265481	prom	E072	ENSG00000168591
17:42260000-42270000	17:42263659-42265481	prom	E073	ENSG00000168591
17:42260000-42270000	17:42263659-42265481	prom	E074	ENSG00000168591
17:42260000-42270000	17:42263659-42265481	prom	E081	ENSG00000168591
17:42260000-42270000	17:42263659-42265481	prom	E082	ENSG00000168591
17:42380000-42390000	17:42385012-42386651	prom	E053	ENSG00000108309
17:42380000-42390000	17:42385012-42386651	prom	E054	ENSG00000108309
17:42380000-42390000	17:42385012-42386651	prom	E067	ENSG00000108309
17:42380000-42390000	17:42385012-42386651	prom	E068	ENSG00000108309
17:42380000-42390000	17:42385012-42386651	prom	E069	ENSG00000108309
17:42380000-42390000	17:42385012-42386651	prom	E070	ENSG00000108309
17:42380000-42390000	17:42385012-42386651	prom	E071	ENSG00000108309
17:42380000-42390000	17:42385012-42386651	prom	E072	ENSG00000108309
17:42380000-42390000	17:42385012-42386651	prom	E073	ENSG00000108309
17:42380000-42390000	17:42385012-42386651	prom	E074	ENSG00000108309
17:42380000-42390000	17:42385012-42386651	prom	E082	ENSG00000108309
17:42390000-42400000	17:42392268-42392734	prom	E082	NA
17:42580000-42590000	17:42579751-42581699	prom	E053	ENSG00000186566
17:42580000-42590000	17:42579751-42581699	prom	E054	ENSG00000186566
17:42580000-42590000	17:42579751-42581699	prom	E067	ENSG00000186566
17:42580000-42590000	17:42579751-42581699	prom	E068	ENSG00000186566
17:42580000-42590000	17:42579751-42581699	prom	E069	ENSG00000186566
17:42580000-42590000	17:42579751-42581699	prom	E070	ENSG00000186566
17:42580000-42590000	17:42579751-42581699	prom	E071	ENSG00000186566
17:42580000-42590000	17:42579751-42581699	prom	E072	ENSG00000186566
17:42580000-42590000	17:42579751-42581699	prom	E073	ENSG00000186566
17:42580000-42590000	17:42579751-42581699	prom	E074	ENSG00000186566
17:42580000-42590000	17:42579751-42581699	prom	E081	ENSG00000186566
17:42580000-42590000	17:42579751-42581699	prom	E082	ENSG00000186566
17:42760000-42770000	17:42766159-42767903	prom	E053	ENSG00000180329
17:42760000-42770000	17:42766159-42767903	prom	E054	ENSG00000180329
17:42760000-42770000	17:42766159-42767903	prom	E067	ENSG00000180329
17:42760000-42770000	17:42766159-42767903	prom	E068	ENSG00000180329
17:42760000-42770000	17:42766159-42767903	prom	E069	ENSG00000180329
17:42760000-42770000	17:42766159-42767903	prom	E070	ENSG00000180329
17:42760000-42770000	17:42766159-42767903	prom	E071	ENSG00000180329
17:42760000-42770000	17:42766159-42767903	prom	E072	ENSG00000180329
17:42760000-42770000	17:42766159-42767903	prom	E073	ENSG00000180329
17:42760000-42770000	17:42766159-42767903	prom	E074	ENSG00000180329
17:42760000-42770000	17:42766159-42767903	prom	E081	ENSG00000180329
17:42760000-42770000	17:42766159-42767903	prom	E082	ENSG00000180329
17:42830000-42840000	17:42835538-42836409	prom	E053	ENSG00000073670
17:42830000-42840000	17:42835538-42836409	prom	E054	ENSG00000073670
17:42830000-42840000	17:42835538-42836409	prom	E067	ENSG00000073670
17:42830000-42840000	17:42835538-42836409	prom	E068	ENSG00000073670
17:42830000-42840000	17:42835538-42836409	prom	E069	ENSG00000073670
17:42830000-42840000	17:42835538-42836409	prom	E070	ENSG00000073670
17:42830000-42840000	17:42835538-42836409	prom	E072	ENSG00000073670
17:42830000-42840000	17:42835538-42836409	prom	E073	ENSG00000073670
17:42830000-42840000	17:42835538-42836409	prom	E082	ENSG00000073670
17:42830000-42840000	17:42836514-42836601	prom	E053	ENSG00000073670
17:42830000-42840000	17:42836514-42836601	prom	E054	ENSG00000073670
17:42830000-42840000	17:42836514-42836601	prom	E067	ENSG00000073670
17:42830000-42840000	17:42836514-42836601	prom	E068	ENSG00000073670
17:42830000-42840000	17:42836514-42836601	prom	E069	ENSG00000073670
17:42830000-42840000	17:42836514-42836601	prom	E070	ENSG00000073670
17:42830000-42840000	17:42836514-42836601	prom	E071	ENSG00000073670
17:42830000-42840000	17:42836514-42836601	prom	E072	ENSG00000073670
17:42830000-42840000	17:42836514-42836601	prom	E073	ENSG00000073670
17:42830000-42840000	17:42836514-42836601	prom	E082	ENSG00000073670
17:42830000-42840000	17:42836650-42837037	prom	E053	ENSG00000073670
17:42830000-42840000	17:42836650-42837037	prom	E054	ENSG00000073670
17:42830000-42840000	17:42836650-42837037	prom	E067	ENSG00000073670
17:42830000-42840000	17:42836650-42837037	prom	E069	ENSG00000073670
17:42830000-42840000	17:42836650-42837037	prom	E071	ENSG00000073670
17:42830000-42840000	17:42836650-42837037	prom	E072	ENSG00000073670
17:42830000-42840000	17:42836650-42837037	prom	E073	ENSG00000073670
17:42830000-42840000	17:42836650-42837037	prom	E082	ENSG00000073670
17:42830000-42840000	17:42837702-42837760	prom	E067	NA
17:42830000-42840000	17:42837702-42837760	prom	E069	NA
17:42830000-42840000	17:42837702-42837760	prom	E071	NA
17:42830000-42840000	17:42837702-42837760	prom	E072	NA
17:42830000-42840000	17:42837702-42837760	prom	E073	NA
17:42830000-42840000	17:42837702-42837760	prom	E082	NA
17:42830000-42840000	17:42837797-42838019	prom	E067	NA
17:42830000-42840000	17:42837797-42838019	prom	E072	NA
17:42830000-42840000	17:42837797-42838019	prom	E082	NA
17:42900000-42910000	17:42904783-42904918	prom	E082	NA
17:42900000-42910000	17:42905294-42906112	prom	E053	NA
17:42900000-42910000	17:42905294-42906112	prom	E054	NA
17:42900000-42910000	17:42905294-42906112	prom	E082	NA
17:42900000-42910000	17:42906114-42908922	prom	E053	ENSG00000182963
17:42900000-42910000	17:42906114-42908922	prom	E054	ENSG00000182963
17:42900000-42910000	17:42906114-42908922	prom	E068	ENSG00000182963
17:42900000-42910000	17:42906114-42908922	prom	E069	ENSG00000182963
17:42900000-42910000	17:42906114-42908922	prom	E070	ENSG00000182963
17:42900000-42910000	17:42906114-42908922	prom	E071	ENSG00000182963
17:42900000-42910000	17:42906114-42908922	prom	E073	ENSG00000182963
17:42900000-42910000	17:42906114-42908922	prom	E082	ENSG00000182963
17:42970000-42980000	17:42976006-42977585	prom	E053	ENSG00000108883:ENSG00000167131:ENSG00000214447
17:42970000-42980000	17:42976006-42977585	prom	E054	ENSG00000108883:ENSG00000167131:ENSG00000214447
17:42970000-42980000	17:42976006-42977585	prom	E067	ENSG00000108883:ENSG00000167131:ENSG00000214447
17:42970000-42980000	17:42976006-42977585	prom	E068	ENSG00000108883:ENSG00000167131:ENSG00000214447
17:42970000-42980000	17:42976006-42977585	prom	E069	ENSG00000108883:ENSG00000167131:ENSG00000214447
17:42970000-42980000	17:42976006-42977585	prom	E070	ENSG00000108883:ENSG00000167131:ENSG00000214447
17:42970000-42980000	17:42976006-42977585	prom	E071	ENSG00000108883:ENSG00000167131:ENSG00000214447
17:42970000-42980000	17:42976006-42977585	prom	E072	ENSG00000108883:ENSG00000167131:ENSG00000214447
17:42970000-42980000	17:42976006-42977585	prom	E073	ENSG00000108883:ENSG00000167131:ENSG00000214447
17:42970000-42980000	17:42976006-42977585	prom	E074	ENSG00000108883:ENSG00000167131:ENSG00000214447
17:42970000-42980000	17:42976006-42977585	prom	E081	ENSG00000108883:ENSG00000167131:ENSG00000214447
17:42970000-42980000	17:42976006-42977585	prom	E082	ENSG00000108883:ENSG00000167131:ENSG00000214447
17:42990000-43000000	17:42990288-42990392	prom	E067	NA
17:42990000-43000000	17:42990288-42990392	prom	E068	NA
17:42990000-43000000	17:42990288-42990392	prom	E069	NA
17:42990000-43000000	17:42990288-42990392	prom	E071	NA
17:42990000-43000000	17:42990288-42990392	prom	E072	NA
17:42990000-43000000	17:42990288-42990392	prom	E073	NA
17:42990000-43000000	17:42990288-42990392	prom	E074	NA
17:42990000-43000000	17:42990551-42990601	prom	E067	NA
17:42990000-43000000	17:42990551-42990601	prom	E068	NA
17:42990000-43000000	17:42990551-42990601	prom	E069	NA
17:42990000-43000000	17:42990551-42990601	prom	E071	NA
17:42990000-43000000	17:42990551-42990601	prom	E072	NA
17:42990000-43000000	17:42990551-42990601	prom	E073	NA
17:42990000-43000000	17:42990551-42990601	prom	E074	NA
