# TOTAL_GENES = 19510
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                                TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
Curated_gene_sets:biocarta_h...1         SET       7    -0.031681  -0.00059999      0.31522      0.54003 Curated_gene_sets:biocarta_hbx_pathway
Curated_gene_sets:biocarta_m...2         SET       8      0.10693    0.0021649      0.34327      0.37771 Curated_gene_sets:biocarta_malatex_pathway
Curated_gene_sets:biocarta_t...20        SET       7      0.26034    0.0049306      0.40191      0.25857 Curated_gene_sets:biocarta_tsp1_pathway
Curated_gene_sets:biocarta_n...13        SET      10     -0.16195   -0.0036656      0.33881      0.68367 Curated_gene_sets:biocarta_npp1_pathway
Curated_gene_sets:biocarta_c...26        SET      10     -0.15321   -0.0034678      0.27002      0.71478 Curated_gene_sets:biocarta_cpsf_pathway
Curated_gene_sets:biocarta_h...5         SET      12      0.41873     0.010382      0.27258     0.062255 Curated_gene_sets:biocarta_hes_pathway
Curated_gene_sets:biocarta_e...17        SET       7      0.32109    0.0060811      0.37097      0.19337 Curated_gene_sets:biocarta_erbb4_pathway
Curated_gene_sets:biocarta_r...16        SET      10    0.0057558   0.00013028      0.24056      0.49046 Curated_gene_sets:biocarta_rhodopsin_pathway
Curated_gene_sets:biocarta_r...18        SET       7      0.45003     0.008523      0.37469      0.11487 Curated_gene_sets:biocarta_rnapol3_pathway
Curated_gene_sets:biocarta_t...7         SET       6     -0.25453   -0.0044631      0.32238      0.78509 Curated_gene_sets:biocarta_terc_pathway
Curated_gene_sets:biocarta_e...11        SET       9      0.15694    0.0033701      0.30238      0.30187 Curated_gene_sets:biocarta_eosinophils_pathway
Curated_gene_sets:biocarta_r...13        SET       7    -0.039842  -0.00075456      0.34831      0.54553 Curated_gene_sets:biocarta_reelin_pathway
Curated_gene_sets:biocarta_b...2         SET       8   0.00069527   1.4076e-05       0.3162      0.49912 Curated_gene_sets:biocarta_bard1_pathway
Curated_gene_sets:biocarta_l...2         SET       6    -0.034792  -0.00061005      0.36373       0.5381 Curated_gene_sets:biocarta_ldl_pathway
Curated_gene_sets:biocarta_s...3         SET       6     -0.14421   -0.0025286        0.379      0.64821 Curated_gene_sets:biocarta_sam68_pathway
Curated_gene_sets:biocarta_f...2         SET       9      0.33628    0.0072211      0.31624      0.14382 Curated_gene_sets:biocarta_fbw7_pathway
Curated_gene_sets:biocarta_c...7         SET       7     0.053165    0.0010069      0.28777      0.42672 Curated_gene_sets:biocarta_cb1r_pathway
Curated_gene_sets:biocarta_s...18        SET       6     0.069843    0.0012247       0.3024      0.40867 Curated_gene_sets:biocarta_sumo_pathway
Curated_gene_sets:biocarta_i...1         SET      10      0.56494     0.012787      0.28472     0.023622 Curated_gene_sets:biocarta_ifna_pathway
Curated_gene_sets:biocarta_p...15        SET       7      0.44194    0.0083698      0.36917      0.11564 Curated_gene_sets:biocarta_pkc_pathway
Curated_gene_sets:biocarta_p...23        SET       8     0.062163    0.0012586      0.36958      0.43321 Curated_gene_sets:biocarta_pparg_pathway
Curated_gene_sets:biocarta_i...22        SET       5      0.42578    0.0068155       0.4093      0.14912 Curated_gene_sets:biocarta_ion_pathway
Curated_gene_sets:biocarta_p...11        SET       6      0.33754    0.0059186      0.34999      0.16742 Curated_gene_sets:biocarta_pelp1_pathway
Curated_gene_sets:biocarta_s...14        SET       8     -0.22315   -0.0045179      0.34338      0.74211 Curated_gene_sets:biocarta_stat3_pathway
Curated_gene_sets:biocarta_e...3         SET       7    -0.011671  -0.00022104      0.40977      0.51136 Curated_gene_sets:biocarta_eea1_pathway
Curated_gene_sets:biocarta_m...11        SET       5      0.50201    0.0080356      0.41929      0.11561 Curated_gene_sets:biocarta_mitr_pathway
Curated_gene_sets:biocarta_c...22        SET       6    0.0043998   7.7149e-05      0.37529      0.49532 Curated_gene_sets:biocarta_circadian_pathway
Curated_gene_sets:biocarta_r...12        SET       9      -0.6042    -0.012974      0.32419      0.96881 Curated_gene_sets:biocarta_reck_pathway
Curated_gene_sets:biocarta_m...15        SET       6      0.20991    0.0036806      0.31488      0.25251 Curated_gene_sets:biocarta_msp_pathway
Curated_gene_sets:biocarta_s...8         SET       6     -0.63881    -0.011201      0.49969      0.89944 Curated_gene_sets:biocarta_slrp_pathway
Curated_gene_sets:biocarta_a...13        SET      10      0.18568    0.0042028      0.31223      0.27603 Curated_gene_sets:biocarta_alternative_pathway
Curated_gene_sets:biocarta_f...7         SET       5    -0.024716  -0.00039564      0.37573      0.52622 Curated_gene_sets:biocarta_fosb_pathway
Curated_gene_sets:biocarta_n...11        SET       6    -0.093606   -0.0016413      0.36429      0.60139 Curated_gene_sets:biocarta_notch_pathway
Curated_gene_sets:biocarta_t...21        SET       5      0.32646    0.0052257       0.4537       0.2359 Curated_gene_sets:biocarta_tubby_pathway
Curated_gene_sets:biocarta_m...14        SET       6       0.5184    0.0090899      0.34303     0.065372 Curated_gene_sets:biocarta_mrp_pathway
Curated_gene_sets:biocarta_d...4         SET       5     0.065838    0.0010539       0.3886      0.43273 Curated_gene_sets:biocarta_dicer_pathway
Curated_gene_sets:biocarta_p...18        SET       5     -0.19216   -0.0030759      0.47392      0.65743 Curated_gene_sets:biocarta_plcd_pathway
Curated_gene_sets:biocarta_r...5         SET       5    -0.033094  -0.00052974      0.39172      0.53366 Curated_gene_sets:biocarta_ran_pathway
Curated_gene_sets:biocarta_w...1         SET       6    -0.051343  -0.00090026      0.35667      0.55723 Curated_gene_sets:biocarta_wnt_lrp6_pathway
Curated_gene_sets:biocarta_p...12        SET       8   -0.0098038  -0.00019849      0.34273      0.51141 Curated_gene_sets:biocarta_pepi_pathway
Curated_gene_sets:biocarta_i...2         SET       6      -0.2625   -0.0046029      0.42076      0.73364 Curated_gene_sets:biocarta_ifng_pathway
Curated_gene_sets:biocarta_b...11        SET       5     -0.31786    -0.005088      0.39579      0.78904 Curated_gene_sets:biocarta_botulin_pathway
Curated_gene_sets:reactome_i...55        SET      10     -0.14406   -0.0032608      0.28036      0.69631 Curated_gene_sets:reactome_interleukin_6_signaling
Curated_gene_sets:reactome_m...6         SET      10      0.31564    0.0071444      0.29535      0.14261 Curated_gene_sets:reactome_mapk3_erk1_activation
Curated_gene_sets:reactome_t...90        SET      39     0.025422    0.0011355       0.1241      0.41885 Curated_gene_sets:reactome_translesion_synthesis_by_y_family_dna_polymerases_bypasses_lesions_on_dna_template
Curated_gene_sets:reactome_r...12        SET      30      0.15086    0.0059113      0.14721      0.15274 Curated_gene_sets:reactome_recognition_of_dna_damage_by_pcna_containing_replication_complex
Curated_gene_sets:reactome_t...88        SET      19     0.047863     0.001493      0.17759      0.39377 Curated_gene_sets:reactome_translesion_synthesis_by_polh
Curated_gene_sets:reactome_d...64        SET       9     -0.30486   -0.0065465      0.26878      0.87165 Curated_gene_sets:reactome_displacement_of_dna_glycosylase_by_apex1
Curated_gene_sets:reactome_p...67        SET       8    -0.074031   -0.0014988      0.25558      0.61396 Curated_gene_sets:reactome_polb_dependent_long_patch_base_excision_repair
Curated_gene_sets:reactome_a...26        SET      15      0.22596    0.0062632      0.22687      0.15963 Curated_gene_sets:reactome_activation_of_bad_and_translocation_to_mitochondria
Curated_gene_sets:reactome_a...38        SET       5     -0.27668   -0.0044289      0.43094      0.73957 Curated_gene_sets:reactome_activation_of_noxa_and_translocation_to_mitochondria
Curated_gene_sets:reactome_b...15        SET       9    -0.070314   -0.0015099      0.35219      0.57912 Curated_gene_sets:reactome_bh3_only_proteins_associate_with_and_inactivate_anti_apoptotic_bcl_2_members
Curated_gene_sets:reactome_r...70        SET       5      0.17842     0.002856      0.34738      0.30376 Curated_gene_sets:reactome_release_of_apoptotic_factors_from_the_mitochondria
Curated_gene_sets:reactome_a...29        SET       6      0.37705    0.0066114       0.3202      0.11949 Curated_gene_sets:reactome_activation_of_caspases_through_apoptosome_mediated_cleavage
Curated_gene_sets:reactome_c...110       SET      13      0.20057    0.0051757      0.21094      0.17085 Curated_gene_sets:reactome_cytochrome_c_mediated_apoptotic_response
Curated_gene_sets:reactome_s...101       SET       8      0.26904    0.0054471      0.26143      0.15172 Curated_gene_sets:reactome_smac_xiap_regulated_apoptotic_response
Curated_gene_sets:reactome_a...97        SET      16      0.21476    0.0061479      0.18914      0.12809 Curated_gene_sets:reactome_apoptotic_factor_mediated_response
Curated_gene_sets:reactome_c...8         SET      10     0.047441    0.0010738      0.31799       0.4407 Curated_gene_sets:reactome_camk_iv_mediated_phosphorylation_of_creb
Curated_gene_sets:reactome_g...19        SET      53     -0.13203   -0.0068721      0.12567      0.85326 Curated_gene_sets:reactome_g_protein_mediated_events
Curated_gene_sets:reactome_t...94        SET       5       -0.584   -0.0093481      0.42417      0.91571 Curated_gene_sets:reactome_transmission_across_electrical_synapses
Curated_gene_sets:reactome_p...84        SET      12       0.1289    0.0031959      0.27971      0.32246 Curated_gene_sets:reactome_presynaptic_depolarization_and_calcium_channel_opening
Curated_gene_sets:reactome_n...39        SET      10      0.12238    0.0027699      0.28276      0.33258 Curated_gene_sets:reactome_neurotransmitter_clearance
Curated_gene_sets:reactome_n...40        SET     202     -0.04291   -0.0043437     0.065297      0.74445 Curated_gene_sets:reactome_neurotransmitter_receptors_and_postsynaptic_signal_transmission
Curated_gene_sets:reactome_i...79        SET      49     -0.21225    -0.010624      0.13316      0.94451 Curated_gene_sets:reactome_irs_mediated_signalling
Curated_gene_sets:reactome_r...6         SET      22      0.35888     0.012045      0.20149     0.037453 Curated_gene_sets:reactome_raf_independent_mapk1_3_activation
Curated_gene_sets:reactome_m...5         SET       9       0.4291    0.0092144      0.31728     0.088127 Curated_gene_sets:reactome_mapk1_erk2_activation
Curated_gene_sets:reactome_f...40        SET      32     0.019377   0.00078414      0.14211      0.44577 Curated_gene_sets:reactome_formation_of_the_early_elongation_complex
Curated_gene_sets:reactome_d...62        SET       5      0.29468     0.004717      0.46615      0.26364 Curated_gene_sets:reactome_disinhibition_of_snare_formation
Curated_gene_sets:reactome_a...43        SET       5     -0.21024   -0.0033653      0.47019      0.67261 Curated_gene_sets:reactome_activation_of_ras_in_b_cells
Curated_gene_sets:reactome_f...16        SET      26   -0.0004123  -1.5041e-05      0.16065      0.50102 Curated_gene_sets:reactome_fertilization
Curated_gene_sets:reactome_r...123       SET      36     -0.23173   -0.0099454      0.15218      0.93608 Curated_gene_sets:reactome_ros_and_rns_production_in_phagocytes
Curated_gene_sets:reactome_r...31        SET      11   -0.0089724  -0.00021299      0.28641       0.5125 Curated_gene_sets:reactome_regulation_of_gene_expression_by_hypoxia_inducible_factor
Curated_gene_sets:reactome_c...37        SET      78     0.075848    0.0047863     0.098983      0.22176 Curated_gene_sets:reactome_cellular_response_to_hypoxia
Curated_gene_sets:reactome_c...102       SET       8     -0.61241    -0.012399      0.35355      0.95837 Curated_gene_sets:reactome_cross_presentation_of_particulate_exogenous_antigens_phagosomes
Curated_gene_sets:reactome_m...51        SET       6      0.22644    0.0039705      0.27761      0.20735 Curated_gene_sets:reactome_methionine_salvage_pathway
Curated_gene_sets:reactome_e...31        SET       9      0.10758    0.0023102      0.33949      0.37566 Curated_gene_sets:reactome_erythrocytes_take_up_oxygen_and_release_carbon_dioxide
Curated_gene_sets:reactome_s...21        SET      22     0.051583    0.0017312      0.19717      0.39681 Curated_gene_sets:reactome_shc1_events_in_erbb2_signaling
Curated_gene_sets:reactome_d...82        SET       9     -0.18755   -0.0040273       0.2874      0.74298 Curated_gene_sets:reactome_downregulation_of_erbb4_signaling
Curated_gene_sets:reactome_i...56        SET      29     -0.23745    -0.009148      0.17435      0.91338 Curated_gene_sets:reactome_interleukin_7_signaling
Curated_gene_sets:reactome_c...2         SET       9        1.011     0.021711      0.31502   0.00066613 Curated_gene_sets:reactome_ca2plus_activated_kplus_channels
Curated_gene_sets:reactome_g...18        SET      25     0.015032   0.00053778      0.18204      0.46709 Curated_gene_sets:reactome_g_protein_gated_potassium_channels
Curated_gene_sets:reactome_i...66        SET      31      0.11159    0.0044448      0.16584      0.25051 Curated_gene_sets:reactome_inwardly_rectifying_kplus_channels
Curated_gene_sets:reactome_s...110       SET       9     -0.10164   -0.0021826      0.24311      0.66206 Curated_gene_sets:reactome_sperm_motility_and_taxes
Curated_gene_sets:reactome_a...12        SET       6      0.26968    0.0047287      0.38975       0.2445 Curated_gene_sets:reactome_acrosome_reaction_and_sperm:oocyte_membrane_binding
Curated_gene_sets:reactome_g...70        SET       5     0.029685   0.00047517      0.38789       0.4695 Curated_gene_sets:reactome_grb7_events_in_erbb2_signaling
Curated_gene_sets:reactome_d...80        SET      13     0.026514   0.00068421      0.21763      0.45152 Curated_gene_sets:reactome_downregulation_of_erbb2:erbb3_signaling
Curated_gene_sets:reactome_t...70        SET      19     -0.11728   -0.0036582      0.17826       0.7447 Curated_gene_sets:reactome_transcription_of_e2f_targets_under_negative_control_by_dream_complex
Curated_gene_sets:reactome_t...71        SET      16    -0.031881  -0.00091265      0.20483      0.56185 Curated_gene_sets:reactome_transcription_of_e2f_targets_under_negative_control_by_p107_rbl1_and_p130_rbl2_in_complex_with_hdac1
Curated_gene_sets:reactome_m...66        SET      13     -0.12969   -0.0033467      0.23658      0.70822 Curated_gene_sets:reactome_mitochondrial_iron_sulfur_cluster_biogenesis
Curated_gene_sets:reactome_r...122       SET      18      0.21128    0.0064147      0.21224      0.15976 Curated_gene_sets:reactome_rora_activates_gene_expression
Curated_gene_sets:reactome_b...29        SET      26     0.073756    0.0026908      0.18467       0.3448 Curated_gene_sets:reactome_bmal1:clock_npas2_activates_circadian_gene_expression
Curated_gene_sets:reactome_a...7         SET      18     -0.37428    -0.011363      0.20446      0.96641 Curated_gene_sets:reactome_abc_transporters_in_lipid_homeostasis
Curated_gene_sets:reactome_e...13        SET      16      0.31138    0.0089136      0.22621     0.084343 Curated_gene_sets:reactome_elevation_of_cytosolic_ca2plus_levels
Curated_gene_sets:reactome_a...40        SET       9      0.28936    0.0062136      0.33158      0.19143 Curated_gene_sets:reactome_activation_of_puma_and_translocation_to_mitochondria
Curated_gene_sets:reactome_c...14        SET      16     -0.29609   -0.0084761      0.21722      0.91357 Curated_gene_sets:reactome_caspase_activation_via_death_receptors_in_the_presence_of_ligand
Curated_gene_sets:reactome_e...48        SET       5     -0.52618   -0.0084225      0.41254      0.89892 Curated_gene_sets:reactome_extrinsic_pathway_of_fibrin_clot_formation
Curated_gene_sets:reactome_i...65        SET      21     -0.16566   -0.0054322      0.19655      0.80033 Curated_gene_sets:reactome_intrinsic_pathway_of_fibrin_clot_formation
Curated_gene_sets:reactome_c...76        SET      21    -0.055519   -0.0018205      0.20451      0.60698 Curated_gene_sets:reactome_common_pathway_of_fibrin_clot_formation
Curated_gene_sets:reactome_t...21        SET     163     0.012711     0.001157     0.066059      0.42371 Curated_gene_sets:reactome_the_citric_acid_tca_cycle_and_respiratory_electron_transport
Curated_gene_sets:reactome_r...60        SET      11      0.39246    0.0093165      0.23878      0.05014 Curated_gene_sets:reactome_regulation_of_signaling_by_nodal
Curated_gene_sets:reactome_c...74        SET      61    -0.056074   -0.0031306      0.12318      0.67552 Curated_gene_sets:reactome_collagen_degradation
Curated_gene_sets:reactome_t...91        SET      71     0.078771    0.0047434      0.10376      0.22389 Curated_gene_sets:reactome_translocation_of_slc2a4_glut4_to_the_plasma_membrane
Curated_gene_sets:reactome_a...70        SET       6    -0.035923  -0.00062989      0.43141      0.53318 Curated_gene_sets:reactome_alpha_defensins
Curated_gene_sets:reactome_r...74        SET     127   1.5776e-05   1.2687e-06     0.077231      0.49992 Curated_gene_sets:reactome_reproduction
Curated_gene_sets:reactome_o...1         SET      13     0.071029    0.0018329      0.27744      0.39897 Curated_gene_sets:reactome_o2_co2_exchange_in_erythrocytes
Curated_gene_sets:reactome_a...51        SET       6      0.21644    0.0037952      0.44268      0.31244 Curated_gene_sets:reactome_acyl_chain_remodeling_of_cl
Curated_gene_sets:reactome_a...52        SET       7      0.62334     0.011805      0.33419     0.031081 Curated_gene_sets:reactome_acyl_chain_remodeling_of_dag_and_tag
Curated_gene_sets:reactome_h...38        SET       9      0.16094    0.0034559      0.32119      0.30816 Curated_gene_sets:reactome_hydrolysis_of_lpc
Curated_gene_sets:reactome_s...163       SET       8      0.13518    0.0027369      0.23762      0.28471 Curated_gene_sets:reactome_synthesis_of_pg
Curated_gene_sets:reactome_s...164       SET       5      0.13248    0.0021207      0.41988      0.37618 Curated_gene_sets:reactome_synthesis_of_pi
Curated_gene_sets:reactome_s...166       SET       5     -0.26333   -0.0042152      0.46905      0.71274 Curated_gene_sets:reactome_synthesis_of_pips_at_the_er_membrane
Curated_gene_sets:reactome_i...17        SET      46    -0.014713  -0.00071361      0.12086      0.54845 Curated_gene_sets:reactome_inositol_phosphate_metabolism
Curated_gene_sets:reactome_s...33        SET      13      0.30217    0.0077976        0.261      0.12349 Curated_gene_sets:reactome_signaling_by_activin
Curated_gene_sets:reactome_p...28        SET     105     -0.14585    -0.010671       0.0938         0.94 Curated_gene_sets:reactome_phase_ii_conjugation_of_compounds
Curated_gene_sets:reactome_m...52        SET      14      -0.1426   -0.0038187      0.22602      0.73595 Curated_gene_sets:reactome_methylation
Curated_gene_sets:reactome_a...75        SET       9     0.081743    0.0017553      0.39253      0.41752 Curated_gene_sets:reactome_amino_acid_conjugation
Curated_gene_sets:reactome_e...12        SET      46   -0.0080955  -0.00039264      0.13286      0.52429 Curated_gene_sets:reactome_elastic_fibre_formation
Curated_gene_sets:reactome_f...29        SET       6       0.4431    0.0077695      0.34146     0.097207 Curated_gene_sets:reactome_fibronectin_matrix_formation
Curated_gene_sets:reactome_p...68        SET      16      0.49881     0.014279       0.2462     0.021388 Curated_gene_sets:reactome_polo_like_kinase_mediated_events
Curated_gene_sets:reactome_g...30        SET      50      0.12236    0.0061863      0.13988      0.19087 Curated_gene_sets:reactome_gap_junction_trafficking_and_regulation
Curated_gene_sets:reactome_m...61        SET      92    -0.048129   -0.0032973     0.088124      0.70751 Curated_gene_sets:reactome_mitochondrial_biogenesis
Curated_gene_sets:reactome_t...106       SET      36    -0.058698   -0.0025191      0.15186      0.65044 Curated_gene_sets:reactome_transport_of_the_slbp_dependant_mature_mrna
Curated_gene_sets:reactome_t...100       SET      43   -0.0097041  -0.00045509      0.13562      0.52852 Curated_gene_sets:reactome_transport_of_mature_mrnas_derived_from_intronless_transcripts
Curated_gene_sets:reactome_a...34        SET      31     -0.19113   -0.0076128      0.16315       0.8793 Curated_gene_sets:reactome_activation_of_matrix_metalloproteinases
Curated_gene_sets:reactome_r...72        SET      10     -0.10291   -0.0023292      0.26289      0.65226 Curated_gene_sets:reactome_removal_of_aminoterminal_propeptides_from_gamma_carboxylated_proteins
Curated_gene_sets:reactome_z...1         SET      21      0.20834    0.0068316      0.17158      0.11234 Curated_gene_sets:reactome_zbp1_dai_mediated_induction_of_type_i_ifns
Curated_gene_sets:reactome_i...75        SET       5       0.3106    0.0049717      0.31543       0.1624 Curated_gene_sets:reactome_irf3_mediated_activation_of_type_1_ifn
Curated_gene_sets:reactome_s...120       SET       7     -0.15497   -0.0029349      0.28837       0.7045 Curated_gene_sets:reactome_sulfide_oxidation_to_sulfate
Curated_gene_sets:reactome_d...33        SET      15      -0.1171   -0.0032458      0.22186      0.70119 Curated_gene_sets:reactome_degradation_of_cysteine_and_homocysteine
Curated_gene_sets:reactome_b...31        SET      28    -0.077907   -0.0029494      0.15605      0.69119 Curated_gene_sets:reactome_budding_and_maturation_of_hiv_virion
Curated_gene_sets:reactome_g...63        SET      14      0.35731    0.0095684      0.22171     0.053533 Curated_gene_sets:reactome_golgi_cisternae_pericentriolar_stack_reorganization
Curated_gene_sets:reactome_a...116       SET       7    -0.076512    -0.001449      0.28843       0.6046 Curated_gene_sets:reactome_attachment_of_gpi_anchor_to_upar
Curated_gene_sets:reactome_p...72        SET      94     0.079443    0.0055012     0.093246      0.19712 Curated_gene_sets:reactome_post_translational_modification:_synthesis_of_gpi_anchored_proteins
Curated_gene_sets:reactome_r...81        SET     112   -0.0026326   -0.0001989      0.07702      0.51363 Curated_gene_sets:reactome_respiratory_electron_transport_atp_synthesis_by_chemiosmotic_coupling_and_heat_production_by_uncoupling_proteins
Curated_gene_sets:reactome_m...2         SET      89    -0.043473   -0.0029296     0.093448      0.67911 Curated_gene_sets:reactome_macroautophagy
Curated_gene_sets:reactome_p...55        SET       5      0.17705    0.0028341      0.39304      0.32619 Curated_gene_sets:reactome_pka_mediated_phosphorylation_of_key_metabolic_factors
Curated_gene_sets:reactome_t...112       SET      24    -0.046551   -0.0016317      0.19517      0.59426 Curated_gene_sets:reactome_triglyceride_catabolism
Curated_gene_sets:reactome_a...77        SET       8     0.019211   0.00038894      0.31845      0.47595 Curated_gene_sets:reactome_ampk_inhibits_chrebp_transcriptional_activation_activity
Curated_gene_sets:reactome_c...51        SET       8      0.19879    0.0040247      0.24621      0.20972 Curated_gene_sets:reactome_chrebp_activates_metabolic_gene_expression
Curated_gene_sets:reactome_p...77        SET       7     -0.14675   -0.0027794      0.28735      0.69522 Curated_gene_sets:reactome_pp2a_mediated_dephosphorylation_of_key_metabolic_factors
Curated_gene_sets:reactome_g...25        SET      39     -0.04336   -0.0019367      0.13967      0.62188 Curated_gene_sets:reactome_gamma_carboxylation_hypusine_formation_and_arylsulfatase_activation
Curated_gene_sets:reactome_d...49        SET    1064    -0.033517   -0.0076111     0.027781      0.88618 Curated_gene_sets:reactome_disease
Curated_gene_sets:reactome_p...53        SET      17      0.00287   8.4683e-05      0.21336      0.49463 Curated_gene_sets:reactome_pka_activation_in_glucagon_signalling
Curated_gene_sets:reactome_2...          SET       7    -0.049385  -0.00093529      0.35455      0.55539 Curated_gene_sets:reactome_2_ltr_circle_formation
Curated_gene_sets:reactome_n...11        SET       8      0.14072    0.0028489      0.33611      0.33773 Curated_gene_sets:reactome_nef_and_signal_transduction
Curated_gene_sets:reactome_t...26        SET      28    0.0098631   0.00037339      0.16471      0.47612 Curated_gene_sets:reactome_the_role_of_nef_in_hiv_1_replication_and_disease_pathogenesis
Curated_gene_sets:reactome_c...72        SET      65     -0.19158     -0.01104      0.11907      0.94618 Curated_gene_sets:reactome_collagen_biosynthesis_and_modifying_enzymes
Curated_gene_sets:reactome_m...88        SET      39    -0.042607   -0.0019031      0.13762      0.62157 Curated_gene_sets:reactome_mtor_signalling
Curated_gene_sets:reactome_r...25        SET      55      0.19063     0.010108      0.11434     0.047743 Curated_gene_sets:reactome_regulation_of_cholesterol_biosynthesis_by_srebp_srebf
Curated_gene_sets:reactome_t...43        SET     127      0.21291     0.017122     0.078864    0.0034731 Curated_gene_sets:reactome_toll_like_receptor_4_tlr4_cascade
Curated_gene_sets:reactome_m...70        SET       5     -0.37353   -0.0059792      0.43772      0.80326 Curated_gene_sets:reactome_mitochondrial_uncoupling_proteins
Curated_gene_sets:reactome_s...77        SET     100     0.034738    0.0024807     0.088015      0.34654 Curated_gene_sets:reactome_signaling_by_ntrks
Curated_gene_sets:reactome_l...6         SET       8     -0.32287   -0.0065368      0.33424      0.83297 Curated_gene_sets:reactome_lectin_pathway_of_complement_activation
Curated_gene_sets:reactome_t...10        SET       8      0.74013     0.014985      0.34943      0.01709 Curated_gene_sets:reactome_terminal_pathway_of_complement
Curated_gene_sets:reactome_f...34        SET      44    0.0050626   0.00024016      0.12513      0.48386 Curated_gene_sets:reactome_formation_of_hiv_elongation_complex_in_the_absence_of_hiv_tat
Curated_gene_sets:reactome_t...72        SET      68    -0.073351    -0.004323      0.10202      0.76393 Curated_gene_sets:reactome_transcription_of_the_hiv_genome
Curated_gene_sets:reactome_a...8         SET      23     0.082965     0.002847       0.1674      0.31009 Curated_gene_sets:reactome_abortive_elongation_of_hiv_1_transcript_in_the_absence_of_tat
Curated_gene_sets:reactome_h...21        SET      33      0.06133    0.0025202      0.14647      0.33772 Curated_gene_sets:reactome_hiv_elongation_arrest_and_recovery
Curated_gene_sets:reactome_n...12        SET       9    -0.035994  -0.00077291       0.2832      0.55057 Curated_gene_sets:reactome_nef_mediated_cd4_down_regulation
Curated_gene_sets:reactome_t...44        SET      96       0.1876     0.013127     0.089734      0.01829 Curated_gene_sets:reactome_toll_like_receptor_9_tlr9_cascade
Curated_gene_sets:reactome_t...46        SET      97      0.22336     0.015711     0.090424     0.006757 Curated_gene_sets:reactome_toll_like_receptor_tlr1:tlr2_cascade
Curated_gene_sets:reactome_h...28        SET      42     0.082845    0.0038398      0.14198      0.27978 Curated_gene_sets:reactome_host_interactions_with_influenza_factors
Curated_gene_sets:reactome_i...10        SET     149     0.023423    0.0020392     0.069589      0.36821 Curated_gene_sets:reactome_influenza_infection
Curated_gene_sets:reactome_e...44        SET      33    -0.079288   -0.0032582      0.16604       0.6835 Curated_gene_sets:reactome_export_of_viral_ribonucleoproteins_from_nucleus
Curated_gene_sets:reactome_n...38        SET      10      -0.3008   -0.0068085      0.25045      0.88512 Curated_gene_sets:reactome_neurotoxicity_of_clostridium_toxins
Curated_gene_sets:reactome_t...45        SET     154       0.1772     0.015682     0.073096    0.0076751 Curated_gene_sets:reactome_toll_like_receptor_cascades
Curated_gene_sets:reactome_t...31        SET      19     0.051276    0.0015994      0.21078       0.4039 Curated_gene_sets:reactome_ticam1_rip1_mediated_ikk_complex_recruitment
Curated_gene_sets:reactome_d...6         SET      76      0.10675    0.0066497     0.097552      0.13692 Curated_gene_sets:reactome_ddx58_ifih1_mediated_induction_of_interferon_alpha_beta
Curated_gene_sets:reactome_f...50        SET      10    -0.032955  -0.00074593      0.27923      0.54698 Curated_gene_sets:reactome_frs2_mediated_activation
Curated_gene_sets:reactome_t...8         SET       6      -0.2255    -0.003954      0.31888      0.76026 Curated_gene_sets:reactome_telomere_extension_by_telomerase
Curated_gene_sets:reactome_a...73        SET       6     -0.13015    -0.002282      0.40892      0.62486 Curated_gene_sets:reactome_alternative_complement_activation
Curated_gene_sets:reactome_a...88        SET      23    -0.028256  -0.00096961      0.17022      0.56592 Curated_gene_sets:reactome_apc_c:cdc20_mediated_degradation_of_cyclin_b
Curated_gene_sets:reactome_a...89        SET      75     0.099542      0.00616     0.095188      0.14785 Curated_gene_sets:reactome_apc_c:cdh1_mediated_degradation_of_cdc20_and_other_apc_c:cdh1_targeted_proteins_in_late_mitosis_early_g1
Curated_gene_sets:reactome_t...95        SET       6       -0.396   -0.0069436      0.33302       0.8828 Curated_gene_sets:reactome_transport_and_synthesis_of_paps
Curated_gene_sets:reactome_g...51        SET      12    0.0085762   0.00021264      0.22374      0.48471 Curated_gene_sets:reactome_glutathione_synthesis_and_recycling
Curated_gene_sets:reactome_p...92        SET      11      0.11083     0.002631      0.26803      0.33962 Curated_gene_sets:reactome_processive_synthesis_on_the_c_strand_of_the_telomere
Curated_gene_sets:reactome_t...7         SET      24      0.20141    0.0070601      0.16624      0.11284 Curated_gene_sets:reactome_telomere_c_strand_lagging_strand_synthesis
Curated_gene_sets:reactome_a...28        SET       7    -0.030718  -0.00058175      0.37184      0.53292 Curated_gene_sets:reactome_activation_of_c3_and_c5
Curated_gene_sets:reactome_p...58        SET      71        0.195     0.011743      0.10541     0.032163 Curated_gene_sets:reactome_plasma_lipoprotein_assembly_remodeling_and_clearance
Curated_gene_sets:reactome_a...108       SET      16     -0.12827   -0.0036719      0.20976      0.72957 Curated_gene_sets:reactome_assembly_of_the_hiv_virion
Curated_gene_sets:reactome_c...85        SET      19     -0.03896   -0.0012153      0.17907      0.58612 Curated_gene_sets:reactome_conversion_from_apc_c:cdc20_to_apc_c:cdh1_in_late_anaphase
